s1|s2|sts_score|bleurt_score
A man is doing push-ups.|A woman is cutting some octopus.|0.0|-1.1660031080245972
A man is playing guitar.|A woman is slicing up some pork.|0.0|-1.295225977897644
The little boy is singing and playing the guitar.|A baby is playing a guitar.|0.5599999999999999|-0.110936239361763
A woman is powdering her face.|The woman is tapping her fingers on the table.|0.16|-1.277953863143921
A woman is peeling a potato.|A lion is walking around.|0.0|-1.511102318763733
A woman is firing a rifle.|A man is performing stunts.|0.05|-0.844885528087616
A woman puts a garland over a man's shoulders.|A man pours water over a pilots head.|0.1|-0.7137646675109863
An old woman is shaking hand with a man.|A man and a woman shake hands.|0.75|-0.2904985547065735
The woman is waterskiing.|A woman is wake boarding on a lake.|0.35|-0.7380735874176025
Trees are bending in storm.|Trees are hit by very hard winds.|0.5334|-0.7966417074203491
A man and woman is riding in a car.|A woman is frying shrimp.|0.08|-1.32127046585083
A man is moving a tree limb.|The woman is playing the violin.|0.0|-1.3557538986206055
A man plays a piano.|A woman is playing the violin.|0.2|-0.2606947720050812
A person pours oil on a skillet.|A person is dicing an onion.|0.16|-1.0514329671859741
The animal is eating.|A woman is dancing.|0.0|-1.5282713174819946
The woman is walking her dog.|A woman walks her dog down the street.|0.8|-0.05914733186364174
A group of people sing.|Some people are singing.|1.0|0.28775715827941895
The cat is drinking milk.|A cat is licking from a saucer of milk.|0.8800000000000001|-0.7859990000724792
A girl is making eyelid.|A woman is applying eyeshadow.|0.4|-0.6960687637329102
Two men are fighting.|Two men are fighting using a form of martial arts.|0.5599999999999999|-0.13254421949386597
The military officer barked at the recruits.|An officer is talking to recruits.|0.5|-0.11158257722854614
The man is putting chicken into the container.|A man is putting foods in a box.|0.5|-0.26029685139656067
A man is tying on a stenographers machine.|the man used a stenograph.|0.45|-0.6490840315818787
A woman is adding pasta to a pot of water.|A woman is making noodles.|0.72|0.05345049127936363
A woman is lying on a blanket on a rock and reading a book.|A woman seated is singing a song and playing the guitar too.|0.24|-0.6824506521224976
Two puppies are playing with each other.|Some men are playing soccer.|0.04|-1.4496885538101196
A man is running on a field.|A man climbs up a rope.|0.2|-0.9113640785217285
A man is hugging someone.|A man is taking a picture.|0.08|-0.6255312561988831
Someone is pouring ingrediants into a pot.|A man puts vegetables into a pot.|0.5599999999999999|-0.4413757920265198
A couple are walking.|Some men are sawing.|0.0|-0.9375824332237244
A person is playing a guitar.|The man played his guitar.|0.6|-0.09755566716194153
A person is adding food in a pan.|A woman puts rice into a pan.|0.6|-0.09438483417034149
A group of penguins is walking.|A large amount of penguins are heading to the ocean.|0.5599999999999999|-0.4103175699710846
A man is playing a guitar.|Someone is handling a bun.|0.0|-1.3129359483718872
A dog is jumping on a trampoline.|A boy is playing a guitar.|0.0|-1.1851035356521606
A man is shaking a container over a kitchen sink.|A man is emptying a plastic container.|0.44|-0.19112548232078552
A man is walking with a horse.|A man is leading a horse around by it's halter.|0.75|-0.5677538514137268
Paper is being cut with scissors.|A piece of paper is being cut.|0.8|-0.05271303281188011
A person peels shrimp.|The lady peeled the shrimp.|0.7|-0.359971284866333
A man is playing a guitar.|A man tries to read the paper.|0.16|-1.1102015972137451
A man making a bed in a hotel.|A man is holding a animal.|0.16|-1.2464191913604736
The dog pulled the dogs tail and then his leg.|A monkey pulled a dogs tail.|0.35|-0.8165354132652283
A woman beats two eggs in a bowl.|A person is mixing ingredients in a bowl.|0.6|-0.882716715335846
A man is jumping rope outside.|A woman is slicing a cucumber.|0.0|-1.2446147203445435
A person is slicing some onions.|A hamster is singing.|0.0|-1.4046621322631836
A woman holds a kangaroo.|A man in a hat sings a song.|0.0|-1.543413758277893
Soccer players are kicking a soccer ball into the goal.|A soccer player scores a goal.|0.76|-0.6855429410934448
A woman is cooking something.|A woman is pouring ingredients into a frying pan.|0.64|0.056646715849637985
A woman is swimming in the beach.|A woman splashes around in the ocean's waves.|0.64|0.23520290851593018
A man is carrying another man.|A man sprays another man with water from a hose.|0.16|-0.9978546500205994
The woman is putting paste into a dish.|A woman is pulling some kind of sticky goo out of a bowl.|0.3|-0.1107168197631836
A man is holding up and talking about a gray You Tube T-shirt.|A man is showing a t shirt.|0.55|-0.8512697815895081
Someone pours olive oil into a bowl of tomato wedges.|The man poured oil on the tomato slices.|0.75|-0.09767948091030121
A man is playing the guitar.|The man played his guitar with a friend.|0.64|-0.07668572664260864
Someone is boiling okra in a pot.|Someone pours olive oil into a bowl of tomato wedges.|0.16|-0.7255278825759888
A person is peeling a potato.|A cat is licking a small bottle.|0.0|-1.2170627117156982
A cat is jumping into a box.|A young man is talking to a leaf.|0.0|-1.0668139457702637
The woman is seasoning the oil.|A woman is pouring ingredients in a bowl.|0.2799999999999999|-0.8135287165641785
A cat is sliding upside down under a couch.|A cat is crawling under a piece of furniture on it's back.|0.64|-0.12689748406410217
A woman dances while a man plays the keyboard.|A woman is dancing on a stage.|0.44|-0.4960743486881256
A chef is cleaning up a bowl of soup.|A man is wiping the edge of a bowl off.|0.5065999999999999|-0.39693519473075867
An explosion is booming in the desert.|A nuclear weapon explodes in a desert.|0.6799999999999999|-0.2981797754764557
A woman slices a lemon.|A man is talking into a microphone.|0.0|-1.6211206912994385
An overweight man is skipping rope.|A young man is dancing.|0.16|-0.8331270813941956
The lady cracked two raw eggs.|The woman is cracking eggs into a bowl.|0.64|-0.3545146584510803
A man sharpens a pencil using a knife.|A woman is dancing in the rain.|0.0|-1.4997680187225342
Plastic toys are floating in water.|The ladies are performing a dance.|0.0|-1.5395196676254272
The turtle followed the fish.|A sea turtle is hunting for fish.|0.6|-0.777122974395752
The woman is pencilling on eye shadow.|The girl is using an eye pencil on her eyelid.|0.5599999999999999|0.003235582262277603
A man is tying his shoe.|A dog is riding on a bicyclists shoulders.|0.0|-1.1796975135803223
A woman is slicing meat with a knife.|A man is spreading out dough.|0.0834|-0.5878620147705078
A dog is running on the ground.|A girl is tapping her finger nails.|0.0|-1.2996792793273926
A man is petting a tied up dog.|A man is showing his dog to the camera.|0.2|-0.5600609183311462
A woman is walking on an open ground with a pet dog as some other dogs follow them.|A man is walking with several dogs.|0.4|-0.13821767270565033
A woman is mincing some garlic.|A person is cleaning a disk.|0.0|-1.3927628993988037
Two teams are playing soccer.|Different sets of teams are playing football on a field.|0.5|-0.6337766051292419
A rat like creature is smelling around.|An animal is walking on the ground.|0.4|-0.7928565144538879
Two Sumo ringers are fighting each other.|A man rides a water toy in the water.|0.0|-1.5721983909606934
A man lays on the ground and aims a rifle.|A man is spreading butter on a tortilla.|0.0|-1.0836269855499268
A couple are running towards the ocean.|A man and and woman are running together, holding hands.|0.5636|-0.6110515594482422
A woman is chopping a hard egg.|A person is cutting  boiled egg into pieces.|0.7066|0.05950786545872688
Two robots share a kiss.|A male and female robot are kissing.|0.76|-0.03765050694346428
A cat is trying to touch a dog.|The cat teased the dog by touching his head.|0.65|-0.4625740945339203
The rhino grazed on the grass.|A rhino is grazing in a field.|0.8|-0.015927154570817947
The man drove his little red car around the traffic.|The dog ran in the water at the beach.|0.0|-1.2812483310699463
A man is cutting bread.|A man is doing tricks with a soccer ball.|0.2|-1.4055721759796143
A cat rapidly swats a kid in the head.|A cat and a boy play together.|0.52|-1.5472259521484375
A cat is playing in a box.|The dog is playing with the floor cleaner.|0.2799999999999999|-0.7013960480690002
The couple danced in the church.|A couple slow dances.|0.64|-1.2452400922775269
A man is patting an alligator on the mouth.|A person is dumping chopped vegetables into a pot on the stove.|0.0|-1.5780117511749268
A person checks some rice pudding.|A horse is running.|0.0|-1.6489020586013794
A woman is stirring two eggs in a glass bowl.|A young girl is singing on a stage.|0.0|-1.2070915699005127
The man is playing the drums.|A man pours cleaner in his sink.|0.0|-1.5580787658691406
A man is slicing a pepper.|A person cuts a big green pepper apart.|0.76|-0.014589328318834305
A woman is speaking in sign language.|A woman spices some seafood.|0.1286|-1.3047949075698853
A boy is crawling into a dog house.|A cat is playing on the floor.|0.0|-0.8380188345909119
The girl flew her kite while she ran up a hill.|A girl loses her kite.|0.45|-1.0803651809692383
A woman is placing food in a pot of hot water.|A woman is frying meat.|0.25|-0.30585211515426636
A small monkey walks through water.|A monkey is wading across a marsh.|0.6799999999999999|0.24176016449928284
A man is riding a bike.|A panda bear is eating.|0.0|-1.3856149911880493
A young man is singing and playing the piano.|The man is writing a letter.|0.04|-1.2362391948699951
A boy takes off his sunglasses.|A boy is screaming.|0.1|-1.4769030809402466
A girl is playing a piano.|A boy is doing push ups.|0.0|-1.0549476146697998
The lady sliced a tomatoe.|Someone is cutting a tomato.|0.8|-0.6701120138168335
Someone is holding a hedgehog.|A onion is being sliced.|0.0|-1.684619426727295
A woman peels a potato.|A woman is grilling pineapples.|0.2|-0.8359838724136353
A cat is drinking some water.|A truck is going down a hill.|0.0|-1.5286458730697632
A person is putting salt and pepper on a piece of pork.|A youngster is sitting on a piano.|0.0|-1.5230376720428467
The man sat in his chair and stared.|The little girl is putting her hair into a pony tail.|0.0|-1.7563936710357666
A woman is dicing a potato.|A woman cuts tofu into tiny pieces.|0.36|-1.069167971611023
A baby is crawling happily.|A baby sneezed and scared another baby.|0.24|-1.2788033485412598
A person is frying a meat in the pan.|A man is cutting a vegetable.|0.12|-0.19715896248817444
A man is looking out of a window.|A woman is swimming in the water.|0.05|-0.795689046382904
A man seated is playing the guitar.|A man is playing an acoustic guitar and singing into a microphone.|0.65|-0.4658690094947815
A woman is slicing an onion with a knife.|A man is preparing some dish.|0.25|-0.5891708731651306
A rider is running and jumping her horse.|A woman jumps hurdles on a horse.|0.8|-0.48664361238479614
A boy is playing a key-board.|A boy is sitting in a room playing a piano by lamp light.|0.65|-1.0655336380004883
Two men are fighting.|The man is exercising.|0.15|-0.9725643992424011
A man is playing a wooden flute while several other men play bongo drums.|A man is playing a flute.|0.65|-0.19412502646446228
A person is petting a monkey.|A man is holding a slow loris.|0.24|-1.0473757982254028
Two cartoon rabbits are kissing.|A rabbit is kissing another rabbit.|0.76|0.09693190455436707
The hedgehog chewed on the towel.|A hedgehog is biting at a blanket.|0.6799999999999999|-0.3738836646080017
A cat is licking himself.|A man is slicing a white onion with a mandolin slicer.|0.0|-1.6361846923828125
A small guinea pig is gnawing and eating a piece of carrot on the floor.|A Guinea pig eats a carrot.|0.7|-0.771098792552948
Four boys are standing in front of the burning car.|Four young men stand still as a car explodes behind them.|0.75|0.02917824313044548
A man is smoking.|The man sat in his suit and smoked.|0.8|-0.4899587035179138
A woman is adding sauce to some food.|A person is cutting leaves.|0.04|-0.7437328696250916
Three children are eating their food.|The deer jumped over the fence.|0.0|-1.490198016166687
A submarine is going through water.|A baby is falling asleep.|0.0|-1.5950199365615845
A man is running on a street.|A man plays the guitar.|0.16|-1.1661287546157837
A person is slicing an onion.|A cat is pooping into a toilet.|0.0|-1.3401105403900146
A badger is digging in the dirt.|A man is moving large rocks.|0.0|-0.9328712821006775
A woman is slicing big pepper.|A dog is moving its mouth.|0.0|-1.4282207489013672
A man is riding a bicycle.|A man is riding a bike.|1.0|0.9421707987785339
A man and a woman are kissing each other.|A man and a woman are talking to each other.|0.12|-0.0018942244350910187
A woman is slicing an onion.|A woman is cutting an onion.|0.8400000000000001|0.8107481598854065
A small boy is playing with a dog.|A baby is playing with a dog.|0.75|0.3798944354057312
The man is drawing.|A man is drawing.|1.0|0.44540321826934814
A man is cutting a potato.|A woman is cutting a tomato.|0.25|-0.20065461099147797
A boy is playing a guitar.|A kid is playing a guitar.|0.72|0.7810869216918945
A woman is cutting an onion.|A woman is cutting through an onion.|1.0|0.6647508144378662
A toy train is striking a toy car.|A toy train strikes a toy car.|1.0|0.5716072916984558
A man is playing the guitar.|A man is playing the flute.|0.44|0.24811521172523499
A cat opens a drawer and climbs inside.|A cat is opening a drawer and climbing inside.|1.0|0.6893501877784729
A woman is frying a food.|A woman is deep frying food.|0.85|0.23014307022094727
A man is dicing an onion.|A woman is cutting an onion.|0.5|-0.1866229921579361
A girl is playing a guitar.|A man is playing a guitar.|0.5599999999999999|-0.19578444957733154
A girl is singing on stage.|A man is singing on stage.|0.5599999999999999|-0.11153008043766022
A woman is riding a horse.|A woman is riding a donkey.|0.5599999999999999|0.4386461675167084
A girl is playing a guitar.|A man is playing a guitar.|0.5599999999999999|-0.19578444957733154
A woman is brushing some shrimp.|A woman brushes some shrimp.|1.0|0.45187801122665405
A man is dancing on the ceiling.|A man is dancing on the ceiling of a room.|0.96|0.513504147529602
A woman thinly slices an onion with a large knife.|A woman is slicing onions with a large knife.|0.8400000000000001|0.33660057187080383
A man is playing a keyboard.|A man plays a keyboard.|1.0|0.7355789542198181
A man plays the guitar.|A man is playing the guitar.|1.0|0.7440792322158813
A woman is peeling a potato.|A woman peels a potato.|1.0|0.4648745059967041
A woman is handling a frog.|A man is holding a frog.|0.75|-0.10268771648406982
A man is playing a flute.|A man is playing a guitar.|0.4|-0.0933583676815033
A man is playing a guitar.|A man is playing a flute.|0.3166|0.15982596576213837
A man is playing a piano.|A man is playing a guitar.|0.3556|-0.02826409414410591
A man is playing a guitar.|A man is playing a piano.|0.4|-0.08266283571720123
A man is playing a flute.|A man is playing a guitar.|0.4|-0.0933583676815033
A man is playing a flute.|A man is playing a guitar.|0.4|-0.0933583676815033
Two women are on a couch.|Two women are hugging on a couch.|0.64|0.28824007511138916
Someone is slicing a cucumber.|A man is slicing a cucumber.|0.76|0.6884257793426514
A kitten is playing with a blue rope toy.|A kitten is playing with a toy.|0.8800000000000001|-0.198531836271286
The dog is barking at the toy.|A dog is barking at a toy.|1.0|0.43601125478744507
A person folds a tortilla.|A man folds a tortilla.|0.7|0.663183867931366
A cat is drinking milk.|A kitten is drinking milk.|0.8|0.4026434123516083
A person is driving a car.|A man is driving a car.|0.7|0.7287359833717346
A turtle is walking.|A tortoise is walking.|0.8800000000000001|0.05621475353837013
A cow is eating grass.|A cow is eating hay.|0.76|0.204766646027565
A woman is chopping broccoli.|A woman is chopping garlic.|0.52|0.2322273552417755
A man is crying.|A man is screaming.|0.6|0.7505850195884705
The man is playing the guitar.|A man is playing guitar.|1.0|0.5704572796821594
A man is cutting an onion.|A man is cutting a plantain.|0.7333999999999999|-0.2911827266216278
A man is slicing a potato.|A woman is peeling a potato.|0.4666|0.03393523022532463
A woman is tapping her fingers on a table.|A woman is tapping her fingers.|0.8|0.3060774803161621
Someone is boiling okra in a pot.|Someone is cooking okra in a pan.|0.8800000000000001|0.45322543382644653
A man is smoking.|A man is mixing.|0.04|-0.8566385507583618
The man is playing the drums.|A man is playing drums.|1.0|0.5859059691429138
A man dives into a pool.|A man is diving into a pool.|1.0|0.6649247407913208
A woman is cutting a leak.|A woman is slicing a leek.|0.8|-0.6902557015419006
A little boy is playing a guitar.|A boy is playing guitar.|0.92|0.744022011756897
A woman is dancing.|The man is dancing.|0.52|-0.23380906879901886
Women are talking.|The men are talking.|0.52|-0.4363001585006714
A girl is putting gel in her hair.|A woman is putting gel on her hair.|0.52|0.6901660561561584
A kid is playing guitar.|A man is playing a guitar.|0.44|0.2839524745941162
A group of people are marching in place.|A group of people are dancing in concert.|0.3399999999999999|-0.5621400475502014
The woman is shooting a machine gun.|The man is shooting a gun.|0.4|-0.08228051662445068
A man played the piano.|A man plays a piano.|0.8|0.6176818609237671
A woman is slicing an onion.|Someone is slicing a onion.|0.65|0.4683127701282501
A man is slicing a cucumber.|A man is cutting cucumbers.|0.9|0.5562722086906433
A girl is eating a cupcake.|A woman is eating a cupcake.|0.52|0.6644800305366516
A woman is cutting an onion.|A man is chopping an onion.|0.4|0.02601144090294838
The man is playing a guitar.|A baby is playing a guitar.|0.36|-0.5499672293663025
A man is playing the guitar.|A man is playing the drums.|0.3112|0.3297710418701172
Two little girls talk on the telephone.|Two girls talk on the phone.|0.9|0.5313887596130371
A man is chopping a log with an axe.|A man is chopping a tree trunk with an axe.|0.8|0.6216402649879456
A person is cutting a capsicum into pieces.|A person is slicing a garlic into pieces.|0.32|-0.07333840429782867
A man is talking with a woman.|A woman is walking with a dog.|0.1|-0.34289783239364624
The man is walking.|A man is talking.|0.2799999999999999|-0.8606728315353394
Someone is pouring oil into a skillet.|Someone is pouring milk into a blender.|0.32|-0.21717005968093872
A small kitten is playing a ball.|A kitten is playing with a ball.|0.8800000000000001|0.29949697852134705
A man is playing a guitar.|A woman is playing a flute.|0.36|-0.16155190765857697
A girl is playing a violin.|A girl is playing a flute.|0.52|0.3677719533443451
A man is playing two pianos.|A cat is playing a piano.|0.32|-0.25070932507514954
A man is exercising.|A girl is exercising.|0.6|-0.4447212219238281
A person is slicing a scallop.|A person is slicing octopus.|0.4|-0.3694131374359131
A man and a woman are riding on their bicycles.|A man and woman are riding a motorcycle.|0.4|0.48864316940307617
Two men are fighting in a cow pasture.|Two men are fighting in a cattle pen.|0.8|0.4098966717720032
A woman is adding oil to a pan.|A man is pouring oil into a pan.|0.6|0.15420782566070557
A girl makes up her bed.|A young girl makes her bed.|0.8800000000000001|0.3615635335445404
The cat played with a watermelon.|A cat is playing with a watermelon.|0.96|0.29090383648872375
A girl jumps on a car.|A girl is jumping onto a car.|0.96|0.6476194262504578
A man is praying.|A man is running.|0.1454|-0.7353244423866272
A car is parking.|A cat is playing.|0.0|-1.4388943910598755
A man is running.|A man is dancing.|0.25|-0.8661895990371704
A man is singing.|A man is dancing.|0.1|-0.15348851680755615
A man is carrying another man over his shoulder.|A man is carrying someone on his shoulder.|0.65|0.6228654384613037
A woman is peeling a potato.|A woman is slicing a tomato.|0.2666|0.1670234650373459
A woman is cutting a tomato.|A woman is slicing a potato.|0.2|0.20222486555576324
Someone is peeling a potato.|Someone is slicing a tomato.|0.2799999999999999|-0.02561808004975319
A woman is peeling a potato.|A woman is slicing a tomato.|0.2666|0.1670234650373459
Two robots kiss.|Two robots are kissing.|1.0|0.5741091370582581
Two boys on a couch are playing video games.|Two boys are playing a video game.|0.8|0.14897549152374268
A woman is squeezing a lemon.|A woman is squeezing juice out of a lemon.|0.8800000000000001|0.10673105716705322
A woman is slicing an onion.|A man is slicing a tomato.|0.24|-0.020353514701128006
A woman is slicing a carrot.|A man is slicing a tomato.|0.24|0.027361225336790085
A girl is styling her hair.|A girl is filing her nails.|0.25|-0.7824023365974426
A man walking down the stairs.|A man walks down a staircase.|1.0|0.20933306217193604
Two people are riding a motorcycle.|Two people are riding a bike.|0.4|0.8945982456207275
A man is playing a guitar.|A woman is playing an electric guitar.|0.44|0.03878338262438774
A man is playing a guitar and singing.|A man is playing a guitar.|0.64|0.031234394758939743
A man is walking in the rain.|A man and woman is walking in the grand.|0.3|-1.2159278392791748
A kangaroo is eating.|Kangaroo eating.|0.95|-0.3424423933029175
A man is fishing.|A man is exercising.|0.1|-0.9980064034461975
A woman is swimming.|A man is singing.|0.0134|-1.0048601627349854
A Woman is eating.|A animal is eating.|0.32|-0.27769598364830017
A boy and a girl is dancing in the rain.|A man and woman is dancing in the rain.|0.52|0.3359032869338989
A man is driving a car.|A man drives a car.|0.975|0.6767936944961548
A woman is grating onion.|A woman grates onions.|1.0|-0.20350614190101624
Two roosters are fighting.|Two men are fighting.|0.4|-0.9291128516197205
A man is riding a horse.|A man is driving a car.|0.2799999999999999|-0.16380363702774048
A man is riding a horse.|A man is driving a car.|0.2799999999999999|-0.16380363702774048
A man is shooting a gun.|A man is slicing a bun.|0.16|-1.0057885646820068
A woman is cutting an onion.|A woman is cutting meat.|0.4|-0.4566747844219208
The woman is slicing herbs.|The man is slicing bread.|0.32|-0.32486647367477417
A boy is playing the piano.|A man is playing a piano.|0.6|0.3575565814971924
A baby elephant is eating.|A baby elephant eats a sapling.|0.7230000000000001|-0.5099865198135376
A woman is cracking eggs into a bowl.|A woman is cracking eggs.|0.8|-0.004417259246110916
A person is playing the keyboard.|A boy is playing a key-board.|0.8|-0.33059412240982056
A boy whacks a man with a sword.|A boy spanks a man with a plastic sword.|0.6666000000000001|0.25840574502944946
A person is slicing a carrot into pieces.|A person is cutting an onion into pieces.|0.3|0.2569366693496704
A man sliced through a bunch of water bottles with a knife.|A man is slicing a line of water bottles with a knife|0.8800000000000001|0.506037175655365
A man is writing in a book.|A man is writing on a paper.|0.575|0.1940489411354065
A woman is slicing a garlic.|A woman is slicing a big pepper.|0.44|-0.31765419244766235
A person is making a bed.|A person is eating at a table.|0.04|-0.8495457768440247
A man is playing keyboard.|A man is playing guitar.|0.36|0.3232857286930084
A man is playing a violin.|A man is playing a harp.|0.32|0.3970221281051636
The woman is smoking.|The man is walking.|0.04|-1.1162153482437134
The man erased what the other man had on the board.|The man erased the work on the board.|0.6|0.26258301734924316
A man is riding a motorcycle.|A man is riding a motorcycle through a town.|0.7|0.1599600613117218
A man is riding a motorcycle on the highway.|A man is riding a motorcycle.|0.7|0.5460427403450012
A woman is slicing up some meat.|A woman is slicing some onions.|0.4|0.45578306913375854
A woman cuts up broccoli.|A woman is cutting broccoli.|1.0|0.4762277603149414
A man is playing a piano.|A woman is peeling a potato.|0.0|-0.9780691862106323
Someone is slicing a tomato.|Someone is slicing fruit.|0.64|-0.029872912913560867
A woman is dancing in a cage.|A woman is dancing.|0.65|-0.10051180422306061
A woman is swimming.|A man is spitting.|0.0|-1.4379597902297974
A man is running.|A man is mooing.|0.2|-0.3798171281814575
The man is playing the guitar.|The man played his guitar.|0.7333999999999999|0.438624769449234
A cat stares into the camera.|A cat addresses the camera.|0.6|0.13362914323806763
The baby is laughing and crawling.|A baby is laughing and crawling on the floor.|0.8400000000000001|0.34373918175697327
A woman is shooting a gun.|A woman shoots a shotgun.|0.8182|0.44744881987571716
A woman is dancing in the rain.|A woman is dancing in railway station.|0.4|-0.9809085130691528
A woman is dancing.|A woman is exercising.|0.2|-0.8114216327667236
A kid is playing an instrument.|A young boy is playing a wind instrument.|0.76|0.3055340051651001
Someone slices a bottle with a sword.|A man breaks a bottle with a sword.|0.8|0.3042142987251282
A woman is cutting an apple.|A woman is cutting potato.|0.36|-0.23470337688922882
The man is peeling an apple.|A man peels an apple.|1.0|0.2303408980369568
The man is playing the guitar.|The man is playing with a skull.|0.2|-1.1427550315856934
An animal is walking on the ground.|A solenodon is walking along the ground.|0.6|0.13168036937713623
A little girl is playing a grand piano on stage.|A little girl is playing the piano.|0.52|0.2916959524154663
a group of people dancing|A group of men are dancing.|0.6799999999999999|-0.045203063637018204
A man plays a guitar.|A woman is playing guitar.|0.4|0.04857766255736351
A cat swings on a ceiling fan.|A cat is spun around by a ceiling fan.|0.8400000000000001|-0.043335963040590286
A woman is playing the flute.|A girl is playing a flute.|0.76|0.6433254480361938
The woman is dicing onions.|A woman is cutting an onion.|0.8800000000000001|-0.09390151500701904
A monkey is brushing a bull dog.|A monkey brushes a dog.|0.8400000000000001|-0.4968377351760864
A woman is slicing a onion.|A woman is cutting a potato.|0.24|-0.04397282376885414
A man is playing the piano.|A woman is playing a guitar.|0.24|-0.17285221815109253
A woman is washing her hands.|A woman is straightening her hair.|0.16|0.01979995146393776
A woman fires a shotgun.|A woman is shooting a gun.|0.64|0.3325471878051758
A man is eating a bowl of cereal.|The man is eating cereal.|0.8|0.2477550208568573
A woman is bathing into bath-tub.|A woman is taking a bath.|0.8800000000000001|-0.19607383012771606
A motorcyclist crashes on his motorcycle.|A person crashes on a motorcycle.|0.8400000000000001|0.432142436504364
A man is dangling a mouse near a snake.|A man is feeding a mice to a snake.|0.64|-0.19172358512878418
A man and a woman are walking in the woods.|A man and woman are walking through the jungle.|0.6799999999999999|0.4012942314147949
A person pours some rice pudding into a bowl.|The lady poured the rice pudding into a bowl.|0.8|0.03978502377867699
A man stares out a window.|A man looks out the window.|0.96|0.6807405352592468
A woman is firing a rifle.|A woman is cutting a lemon.|0.04|-0.8415482640266418
A man is eating a banana.|Someone is peeling a banana.|0.36|0.18536096811294556
The men are performing on stage.|The comedic mimes performed on stage.|0.52|-0.6538028120994568
A cartoon woman dives into a pool.|A cartoon woman is diving off a board.|0.5599999999999999|0.09343117475509644
The lady put the baby int a trashcan.|A woman puts a baby in a trash can.|1.0|-0.4088329076766968
Someone is frying meat.|Someone is playing paino.|0.05|-1.3570830821990967
A man is rapidly chopping some mushrooms using a knife.|A person is quickly chopping mushrooms with a knife.|0.75|0.692333459854126
A woman is adding ingredients to a bowl.|A woman is cracking three eggs into a bowl.|0.35|0.29063379764556885
A skateboarder does tricks on a half-pipe.|A man skateboards on a half pipe.|0.7|-0.16157230734825134
A man is speaking on a stage.|A man is speaking at a podium.|0.6799999999999999|0.6124932169914246
A man is playing a guitar.|A man in a hat is playing a harp.|0.2799999999999999|-0.4197882413864136
A man is playing on his keyboard.|A man is playing a guitar.|0.2799999999999999|0.15969009697437286
A person is cutting a potato.|A person is slicing a shallot.|0.2|-0.13185721635818481
A man is dancing on the ceiling of a room.|A man is dancing upside-down on the ceiling.|0.92|0.18634629249572754
Two men are dancing.|Two women are shopping.|0.08|-0.7750319838523865
Someone is seasoning eggs.|Someone is seasoning two raw eggs in a bowl.|0.72|-0.0781901627779007
A man is swinging in a rope.|A gibbon is swinging in the trees.|0.25|-0.6896547675132751
A man is cutting tomatoes.|A woman is cutting broccoli.|0.3|-0.22850048542022705
A woman is boiling shrimp.|A woman is combing her hair.|0.2|-1.2786173820495605
A man cuts a potato.|A man is slicing a potato.|0.75|0.4193577766418457
A man is dancing on the road.|A man is dancing.|0.65|0.47886961698532104
The deer jumped over the fence.|A deer jumps over a cyclone fence.|0.8|-0.024103429168462753
A girl dances in the rain.|A woman is dancing in the rain.|0.6|0.39316147565841675
A woman is writing a letter.|A woman is sitting at a desk.|0.3334|-0.4378202557563782
A gorilla is playing the drums.|A monkey is playing drums.|0.6666000000000001|0.49537336826324463
A woman is riding on a horse.|A woman is picking tomatoes.|0.1|-0.98487389087677
The boy cut the grass by the curb with scissors.|A boy cuts grass with scissors.|0.75|-0.19152456521987915
A man with glasses is talking.|A man in a library is talking.|0.65|-0.4200190305709839
A woman is cutting some flowers.|A woman is cutting broccoli.|0.2|-0.46832144260406494
A person is walking down a stone path.|A man is walking down a sidewalk.|0.7|0.009936470538377762
A man plays the keyboard with his nose.|The man is playing the piano with his nose.|0.8800000000000001|0.4048846960067749
A man is playing guitar.|A cat is playing.|0.08|-0.7841358184814453
A animal is eating.|The animal is hopping.|0.08|-1.5209120512008667
A man is lifting weights.|A man is lifting a barbell.|0.8400000000000001|0.16861006617546082
A man is running with a bus.|A man runs with a truck.|0.5|-0.3059585392475128
A man is climbing a rope.|A man is sitting on a rock.|0.05|-0.1317604035139084
A cat is playing the piano.|A cat is licking its paw.|0.05|-1.165339708328247
A woman is dancing in the rain.|A woman is adding oil to a dish.|0.05|-1.5161510705947876
Men are running a race.|Racers are running down a track.|0.52|-0.4061681032180786
A man is cutting tomatoes into pieces.|A woman is cutting potatoes.|0.36|-0.27991417050361633
A man is playing a flute.|A woman is applying eye liner.|0.0|-1.3737525939941406
A woman is cutting potatoes.|A woman is slicing carrots.|0.24|0.42636823654174805
A chicken is pecking at a dead mouse.|A rooster pecks at a dead mouse.|0.72|-0.3723902404308319
The woman is thinly slicing a cucumber.|The woman is slicing a tomato.|0.24|-0.05956392362713814
A person is slicing a bread pieces.|A man is slicing bread.|0.64|0.3263407349586487
A woman is cutting a squash.|A woman is cutting big pepper.|0.44|-0.8630179166793823
A woman is adding oil on fishes.|A woman is riding a horse.|0.16|-1.326307773590088
A woman is grating carrots.|A woman is coating a pork chop.|0.32|-0.3666428327560425
Someone is cleaning a animal.|A woman is cleaning a shrimp.|0.5599999999999999|-0.23491458594799042
A man is talking on the phone.|A man is talking.|0.64|0.7504550814628601
A woman is smoking.|A woman is making some food.|0.16|-1.1647272109985352
A man laying down and shooting a gun|A man is laying on the ground shooting a rifle.|0.76|0.18666161596775055
A man is being put into an abulance.|A man is pouring pasta onto a plate.|0.0|-1.3080624341964722
