s1|s2|sts_score|bleurt_score
A woman is slicing an onion.|A woman is cutting an onion.|0.8400000000000001|0.8107481598854065
A small boy is playing with a dog.|A baby is playing with a dog.|0.75|0.3798944354057312
The man is drawing.|A man is drawing.|1.0|0.44540321826934814
A man is cutting a potato.|A woman is cutting a tomato.|0.25|-0.20065461099147797
A boy is playing a guitar.|A kid is playing a guitar.|0.72|0.7810869216918945
A woman is cutting an onion.|A woman is cutting through an onion.|1.0|0.6647508144378662
A toy train is striking a toy car.|A toy train strikes a toy car.|1.0|0.5716072916984558
A man is playing the guitar.|A man is playing the flute.|0.44|0.24811521172523499
A cat opens a drawer and climbs inside.|A cat is opening a drawer and climbing inside.|1.0|0.6893501877784729
A woman is frying a food.|A woman is deep frying food.|0.85|0.23014307022094727
A man is dicing an onion.|A woman is cutting an onion.|0.5|-0.1866229921579361
A girl is playing a guitar.|A man is playing a guitar.|0.5599999999999999|-0.19578444957733154
A girl is singing on stage.|A man is singing on stage.|0.5599999999999999|-0.11153008043766022
A woman is riding a horse.|A woman is riding a donkey.|0.5599999999999999|0.4386461675167084
A girl is playing a guitar.|A man is playing a guitar.|0.5599999999999999|-0.19578444957733154
A woman is brushing some shrimp.|A woman brushes some shrimp.|1.0|0.45187801122665405
A man is dancing on the ceiling.|A man is dancing on the ceiling of a room.|0.96|0.513504147529602
A woman thinly slices an onion with a large knife.|A woman is slicing onions with a large knife.|0.8400000000000001|0.33660057187080383
A man is playing a keyboard.|A man plays a keyboard.|1.0|0.7355789542198181
A man plays the guitar.|A man is playing the guitar.|1.0|0.7440792322158813
A woman is peeling a potato.|A woman peels a potato.|1.0|0.4648745059967041
A woman is handling a frog.|A man is holding a frog.|0.75|-0.10268771648406982
A man is playing a flute.|A man is playing a guitar.|0.4|-0.0933583676815033
A man is playing a guitar.|A man is playing a flute.|0.3166|0.15982596576213837
A man is playing a piano.|A man is playing a guitar.|0.3556|-0.02826409414410591
A man is playing a guitar.|A man is playing a piano.|0.4|-0.08266283571720123
A man is playing a flute.|A man is playing a guitar.|0.4|-0.0933583676815033
A man is playing a flute.|A man is playing a guitar.|0.4|-0.0933583676815033
Two women are on a couch.|Two women are hugging on a couch.|0.64|0.28824007511138916
Someone is slicing a cucumber.|A man is slicing a cucumber.|0.76|0.6884257793426514
A kitten is playing with a blue rope toy.|A kitten is playing with a toy.|0.8800000000000001|-0.198531836271286
The dog is barking at the toy.|A dog is barking at a toy.|1.0|0.43601125478744507
A person folds a tortilla.|A man folds a tortilla.|0.7|0.663183867931366
A cat is drinking milk.|A kitten is drinking milk.|0.8|0.4026434123516083
A person is driving a car.|A man is driving a car.|0.7|0.7287359833717346
A turtle is walking.|A tortoise is walking.|0.8800000000000001|0.05621475353837013
A cow is eating grass.|A cow is eating hay.|0.76|0.204766646027565
A woman is chopping broccoli.|A woman is chopping garlic.|0.52|0.2322273552417755
A man is crying.|A man is screaming.|0.6|0.7505850195884705
The man is playing the guitar.|A man is playing guitar.|1.0|0.5704572796821594
A man is cutting an onion.|A man is cutting a plantain.|0.7333999999999999|-0.2911827266216278
A man is slicing a potato.|A woman is peeling a potato.|0.4666|0.03393523022532463
A woman is tapping her fingers on a table.|A woman is tapping her fingers.|0.8|0.3060774803161621
Someone is boiling okra in a pot.|Someone is cooking okra in a pan.|0.8800000000000001|0.45322543382644653
A man is smoking.|A man is mixing.|0.04|-0.8566385507583618
The man is playing the drums.|A man is playing drums.|1.0|0.5859059691429138
A man dives into a pool.|A man is diving into a pool.|1.0|0.6649247407913208
A woman is cutting a leak.|A woman is slicing a leek.|0.8|-0.6902557015419006
A little boy is playing a guitar.|A boy is playing guitar.|0.92|0.744022011756897
A woman is dancing.|The man is dancing.|0.52|-0.23380906879901886
Women are talking.|The men are talking.|0.52|-0.4363001585006714
A girl is putting gel in her hair.|A woman is putting gel on her hair.|0.52|0.6901660561561584
A kid is playing guitar.|A man is playing a guitar.|0.44|0.2839524745941162
A group of people are marching in place.|A group of people are dancing in concert.|0.3399999999999999|-0.5621400475502014
The woman is shooting a machine gun.|The man is shooting a gun.|0.4|-0.08228051662445068
A man played the piano.|A man plays a piano.|0.8|0.6176818609237671
A woman is slicing an onion.|Someone is slicing a onion.|0.65|0.4683127701282501
A man is slicing a cucumber.|A man is cutting cucumbers.|0.9|0.5562722086906433
A girl is eating a cupcake.|A woman is eating a cupcake.|0.52|0.6644800305366516
A woman is cutting an onion.|A man is chopping an onion.|0.4|0.02601144090294838
The man is playing a guitar.|A baby is playing a guitar.|0.36|-0.5499672293663025
A man is playing the guitar.|A man is playing the drums.|0.3112|0.3297710418701172
Two little girls talk on the telephone.|Two girls talk on the phone.|0.9|0.5313887596130371
A man is chopping a log with an axe.|A man is chopping a tree trunk with an axe.|0.8|0.6216402649879456
A person is cutting a capsicum into pieces.|A person is slicing a garlic into pieces.|0.32|-0.07333840429782867
A man is talking with a woman.|A woman is walking with a dog.|0.1|-0.34289783239364624
The man is walking.|A man is talking.|0.2799999999999999|-0.8606728315353394
Someone is pouring oil into a skillet.|Someone is pouring milk into a blender.|0.32|-0.21717005968093872
A small kitten is playing a ball.|A kitten is playing with a ball.|0.8800000000000001|0.29949697852134705
A man is playing a guitar.|A woman is playing a flute.|0.36|-0.16155190765857697
A girl is playing a violin.|A girl is playing a flute.|0.52|0.3677719533443451
A man is playing two pianos.|A cat is playing a piano.|0.32|-0.25070932507514954
A man is exercising.|A girl is exercising.|0.6|-0.4447212219238281
A person is slicing a scallop.|A person is slicing octopus.|0.4|-0.3694131374359131
A man and a woman are riding on their bicycles.|A man and woman are riding a motorcycle.|0.4|0.48864316940307617
Two men are fighting in a cow pasture.|Two men are fighting in a cattle pen.|0.8|0.4098966717720032
A woman is adding oil to a pan.|A man is pouring oil into a pan.|0.6|0.15420782566070557
A girl makes up her bed.|A young girl makes her bed.|0.8800000000000001|0.3615635335445404
The cat played with a watermelon.|A cat is playing with a watermelon.|0.96|0.29090383648872375
A girl jumps on a car.|A girl is jumping onto a car.|0.96|0.6476194262504578
A man is praying.|A man is running.|0.1454|-0.7353244423866272
A car is parking.|A cat is playing.|0.0|-1.4388943910598755
A man is running.|A man is dancing.|0.25|-0.8661895990371704
A man is singing.|A man is dancing.|0.1|-0.15348851680755615
A man is carrying another man over his shoulder.|A man is carrying someone on his shoulder.|0.65|0.6228654384613037
A woman is peeling a potato.|A woman is slicing a tomato.|0.2666|0.1670234650373459
A woman is cutting a tomato.|A woman is slicing a potato.|0.2|0.20222486555576324
Someone is peeling a potato.|Someone is slicing a tomato.|0.2799999999999999|-0.02561808004975319
A woman is peeling a potato.|A woman is slicing a tomato.|0.2666|0.1670234650373459
Two robots kiss.|Two robots are kissing.|1.0|0.5741091370582581
Two boys on a couch are playing video games.|Two boys are playing a video game.|0.8|0.14897549152374268
A woman is squeezing a lemon.|A woman is squeezing juice out of a lemon.|0.8800000000000001|0.10673105716705322
A woman is slicing an onion.|A man is slicing a tomato.|0.24|-0.020353514701128006
A woman is slicing a carrot.|A man is slicing a tomato.|0.24|0.027361225336790085
A girl is styling her hair.|A girl is filing her nails.|0.25|-0.7824023365974426
A man walking down the stairs.|A man walks down a staircase.|1.0|0.20933306217193604
Two people are riding a motorcycle.|Two people are riding a bike.|0.4|0.8945982456207275
A man is playing a guitar.|A woman is playing an electric guitar.|0.44|0.03878338262438774
A man is playing a guitar and singing.|A man is playing a guitar.|0.64|0.031234394758939743
A man is walking in the rain.|A man and woman is walking in the grand.|0.3|-1.2159278392791748
A kangaroo is eating.|Kangaroo eating.|0.95|-0.3424423933029175
A man is fishing.|A man is exercising.|0.1|-0.9980064034461975
A woman is swimming.|A man is singing.|0.0134|-1.0048601627349854
A Woman is eating.|A animal is eating.|0.32|-0.27769598364830017
A boy and a girl is dancing in the rain.|A man and woman is dancing in the rain.|0.52|0.3359032869338989
A man is driving a car.|A man drives a car.|0.975|0.6767936944961548
A woman is grating onion.|A woman grates onions.|1.0|-0.20350614190101624
Two roosters are fighting.|Two men are fighting.|0.4|-0.9291128516197205
A man is riding a horse.|A man is driving a car.|0.2799999999999999|-0.16380363702774048
A man is riding a horse.|A man is driving a car.|0.2799999999999999|-0.16380363702774048
A man is shooting a gun.|A man is slicing a bun.|0.16|-1.0057885646820068
A woman is cutting an onion.|A woman is cutting meat.|0.4|-0.4566747844219208
The woman is slicing herbs.|The man is slicing bread.|0.32|-0.32486647367477417
A boy is playing the piano.|A man is playing a piano.|0.6|0.3575565814971924
A baby elephant is eating.|A baby elephant eats a sapling.|0.7230000000000001|-0.5099865198135376
A woman is cracking eggs into a bowl.|A woman is cracking eggs.|0.8|-0.004417259246110916
A person is playing the keyboard.|A boy is playing a key-board.|0.8|-0.33059412240982056
A boy whacks a man with a sword.|A boy spanks a man with a plastic sword.|0.6666000000000001|0.25840574502944946
A person is slicing a carrot into pieces.|A person is cutting an onion into pieces.|0.3|0.2569366693496704
A man sliced through a bunch of water bottles with a knife.|A man is slicing a line of water bottles with a knife|0.8800000000000001|0.506037175655365
A man is writing in a book.|A man is writing on a paper.|0.575|0.1940489411354065
A woman is slicing a garlic.|A woman is slicing a big pepper.|0.44|-0.31765419244766235
A person is making a bed.|A person is eating at a table.|0.04|-0.8495457768440247
A man is playing keyboard.|A man is playing guitar.|0.36|0.3232857286930084
A man is playing a violin.|A man is playing a harp.|0.32|0.3970221281051636
The woman is smoking.|The man is walking.|0.04|-1.1162153482437134
The man erased what the other man had on the board.|The man erased the work on the board.|0.6|0.26258301734924316
A man is riding a motorcycle.|A man is riding a motorcycle through a town.|0.7|0.1599600613117218
A man is riding a motorcycle on the highway.|A man is riding a motorcycle.|0.7|0.5460427403450012
A woman is slicing up some meat.|A woman is slicing some onions.|0.4|0.45578306913375854
A woman cuts up broccoli.|A woman is cutting broccoli.|1.0|0.4762277603149414
A man is playing a piano.|A woman is peeling a potato.|0.0|-0.9780691862106323
Someone is slicing a tomato.|Someone is slicing fruit.|0.64|-0.029872912913560867
A woman is dancing in a cage.|A woman is dancing.|0.65|-0.10051180422306061
A woman is swimming.|A man is spitting.|0.0|-1.4379597902297974
A man is running.|A man is mooing.|0.2|-0.3798171281814575
The man is playing the guitar.|The man played his guitar.|0.7333999999999999|0.438624769449234
A cat stares into the camera.|A cat addresses the camera.|0.6|0.13362914323806763
The baby is laughing and crawling.|A baby is laughing and crawling on the floor.|0.8400000000000001|0.34373918175697327
A woman is shooting a gun.|A woman shoots a shotgun.|0.8182|0.44744881987571716
A woman is dancing in the rain.|A woman is dancing in railway station.|0.4|-0.9809085130691528
A woman is dancing.|A woman is exercising.|0.2|-0.8114216327667236
A kid is playing an instrument.|A young boy is playing a wind instrument.|0.76|0.3055340051651001
Someone slices a bottle with a sword.|A man breaks a bottle with a sword.|0.8|0.3042142987251282
A woman is cutting an apple.|A woman is cutting potato.|0.36|-0.23470337688922882
The man is peeling an apple.|A man peels an apple.|1.0|0.2303408980369568
The man is playing the guitar.|The man is playing with a skull.|0.2|-1.1427550315856934
An animal is walking on the ground.|A solenodon is walking along the ground.|0.6|0.13168036937713623
A little girl is playing a grand piano on stage.|A little girl is playing the piano.|0.52|0.2916959524154663
a group of people dancing|A group of men are dancing.|0.6799999999999999|-0.045203063637018204
A man plays a guitar.|A woman is playing guitar.|0.4|0.04857766255736351
A cat swings on a ceiling fan.|A cat is spun around by a ceiling fan.|0.8400000000000001|-0.043335963040590286
A woman is playing the flute.|A girl is playing a flute.|0.76|0.6433254480361938
The woman is dicing onions.|A woman is cutting an onion.|0.8800000000000001|-0.09390151500701904
A monkey is brushing a bull dog.|A monkey brushes a dog.|0.8400000000000001|-0.4968377351760864
A woman is slicing a onion.|A woman is cutting a potato.|0.24|-0.04397282376885414
A man is playing the piano.|A woman is playing a guitar.|0.24|-0.17285221815109253
A woman is washing her hands.|A woman is straightening her hair.|0.16|0.01979995146393776
A woman fires a shotgun.|A woman is shooting a gun.|0.64|0.3325471878051758
A man is eating a bowl of cereal.|The man is eating cereal.|0.8|0.2477550208568573
A woman is bathing into bath-tub.|A woman is taking a bath.|0.8800000000000001|-0.19607383012771606
A motorcyclist crashes on his motorcycle.|A person crashes on a motorcycle.|0.8400000000000001|0.432142436504364
A man is dangling a mouse near a snake.|A man is feeding a mice to a snake.|0.64|-0.19172358512878418
A man and a woman are walking in the woods.|A man and woman are walking through the jungle.|0.6799999999999999|0.4012942314147949
A person pours some rice pudding into a bowl.|The lady poured the rice pudding into a bowl.|0.8|0.03978502377867699
A man stares out a window.|A man looks out the window.|0.96|0.6807405352592468
A woman is firing a rifle.|A woman is cutting a lemon.|0.04|-0.8415482640266418
A man is eating a banana.|Someone is peeling a banana.|0.36|0.18536096811294556
The men are performing on stage.|The comedic mimes performed on stage.|0.52|-0.6538028120994568
A cartoon woman dives into a pool.|A cartoon woman is diving off a board.|0.5599999999999999|0.09343117475509644
The lady put the baby int a trashcan.|A woman puts a baby in a trash can.|1.0|-0.4088329076766968
Someone is frying meat.|Someone is playing paino.|0.05|-1.3570830821990967
A man is rapidly chopping some mushrooms using a knife.|A person is quickly chopping mushrooms with a knife.|0.75|0.692333459854126
A woman is adding ingredients to a bowl.|A woman is cracking three eggs into a bowl.|0.35|0.29063379764556885
A skateboarder does tricks on a half-pipe.|A man skateboards on a half pipe.|0.7|-0.16157230734825134
A man is speaking on a stage.|A man is speaking at a podium.|0.6799999999999999|0.6124932169914246
A man is playing a guitar.|A man in a hat is playing a harp.|0.2799999999999999|-0.4197882413864136
A man is playing on his keyboard.|A man is playing a guitar.|0.2799999999999999|0.15969009697437286
A person is cutting a potato.|A person is slicing a shallot.|0.2|-0.13185721635818481
A man is dancing on the ceiling of a room.|A man is dancing upside-down on the ceiling.|0.92|0.18634629249572754
Two men are dancing.|Two women are shopping.|0.08|-0.7750319838523865
Someone is seasoning eggs.|Someone is seasoning two raw eggs in a bowl.|0.72|-0.0781901627779007
A man is swinging in a rope.|A gibbon is swinging in the trees.|0.25|-0.6896547675132751
A man is cutting tomatoes.|A woman is cutting broccoli.|0.3|-0.22850048542022705
A woman is boiling shrimp.|A woman is combing her hair.|0.2|-1.2786173820495605
A man cuts a potato.|A man is slicing a potato.|0.75|0.4193577766418457
A man is dancing on the road.|A man is dancing.|0.65|0.47886961698532104
The deer jumped over the fence.|A deer jumps over a cyclone fence.|0.8|-0.024103429168462753
A girl dances in the rain.|A woman is dancing in the rain.|0.6|0.39316147565841675
A woman is writing a letter.|A woman is sitting at a desk.|0.3334|-0.4378202557563782
A gorilla is playing the drums.|A monkey is playing drums.|0.6666000000000001|0.49537336826324463
A woman is riding on a horse.|A woman is picking tomatoes.|0.1|-0.98487389087677
The boy cut the grass by the curb with scissors.|A boy cuts grass with scissors.|0.75|-0.19152456521987915
A man with glasses is talking.|A man in a library is talking.|0.65|-0.4200190305709839
A woman is cutting some flowers.|A woman is cutting broccoli.|0.2|-0.46832144260406494
A person is walking down a stone path.|A man is walking down a sidewalk.|0.7|0.009936470538377762
A man plays the keyboard with his nose.|The man is playing the piano with his nose.|0.8800000000000001|0.4048846960067749
A man is playing guitar.|A cat is playing.|0.08|-0.7841358184814453
A animal is eating.|The animal is hopping.|0.08|-1.5209120512008667
A man is lifting weights.|A man is lifting a barbell.|0.8400000000000001|0.16861006617546082
A man is running with a bus.|A man runs with a truck.|0.5|-0.3059585392475128
A man is climbing a rope.|A man is sitting on a rock.|0.05|-0.1317604035139084
A cat is playing the piano.|A cat is licking its paw.|0.05|-1.165339708328247
A woman is dancing in the rain.|A woman is adding oil to a dish.|0.05|-1.5161510705947876
Men are running a race.|Racers are running down a track.|0.52|-0.4061681032180786
A man is cutting tomatoes into pieces.|A woman is cutting potatoes.|0.36|-0.27991417050361633
A man is playing a flute.|A woman is applying eye liner.|0.0|-1.3737525939941406
A woman is cutting potatoes.|A woman is slicing carrots.|0.24|0.42636823654174805
A chicken is pecking at a dead mouse.|A rooster pecks at a dead mouse.|0.72|-0.3723902404308319
The woman is thinly slicing a cucumber.|The woman is slicing a tomato.|0.24|-0.05956392362713814
A person is slicing a bread pieces.|A man is slicing bread.|0.64|0.3263407349586487
A woman is cutting a squash.|A woman is cutting big pepper.|0.44|-0.8630179166793823
A woman is adding oil on fishes.|A woman is riding a horse.|0.16|-1.326307773590088
A woman is grating carrots.|A woman is coating a pork chop.|0.32|-0.3666428327560425
Someone is cleaning a animal.|A woman is cleaning a shrimp.|0.5599999999999999|-0.23491458594799042
A man is talking on the phone.|A man is talking.|0.64|0.7504550814628601
A woman is smoking.|A woman is making some food.|0.16|-1.1647272109985352
A man laying down and shooting a gun|A man is laying on the ground shooting a rifle.|0.76|0.18666161596775055
A man is being put into an abulance.|A man is pouring pasta onto a plate.|0.0|-1.3080624341964722
A man is diving into a swimming pool.|A man is singing into a microphone.|0.1334|-0.9260952472686768
A man is firing a shot gun.|A man shoots a shotgun.|1.0|0.4166552424430847
A man playing the guitar.|A man is playing a flute.|0.36|-0.2430533766746521
A man is peeling potato.|A man is playing a guitar.|0.08|-1.2681505680084229
The woman is riding a horse.|A man is riding a horse in an arena.|0.4|-0.6307271122932434
An airplane moves along a runway.|A plane is landing on a runway.|0.5599999999999999|0.32152676582336426
A woman is slipping in the water-tub.|A woman is lying in a raft.|0.16|-0.48050013184547424
A man is mowing a lawn.|A man is mixing.|0.16|-1.0236859321594238
A woman is peeling a potato.|A woman is hitting a man.|0.15|-1.4245543479919434
A man is playing piano.|A man is laying on the ground.|0.15|-0.8412200212478638
A woman is doing ballet.|A woman is riding on a horse.|0.2|-0.9439595341682434
A woman is cutting an onion.|A woman is rowing a boat.|0.16|-1.4333546161651611
A woman is stirring rice in a pot.|Someone is putting rice in a pan.|0.5538000000000001|0.35740214586257935
A woman puts slabs of meat in a pan.|A man puts pieces of meat into a plastic bag.|0.48|-0.29575401544570923
The boy played his trumpet.|A boy is playing the trumpet.|0.8800000000000001|0.1546347439289093
A person is riding a horse.|A man is riding a motorcycle.|0.36|0.27078819274902344
A woman is slicing an onion.|A woman is cutting a carrot.|0.2799999999999999|0.15068449079990387
A man is slicing vegetables.|A woman is slicing a potato.|0.45|0.037311118096113205
A cat is playing.|A woman is playing flute.|0.05|-0.8725700974464417
A man is riding a bicycle.|A man is riding a bicycle around a parking lot.|0.65|0.1246701180934906
A band is performing on a stage.|A band is playing and singing on a stage.|0.9|0.6316227316856384
The woman is slicing fish cake.|The woman is riding a horse.|0.16|-1.2684403657913208
A man is eating bread.|A man is playing flute.|0.16|-1.016613245010376
A woman is cooking shrimp.|A woman is dancing.|0.16|-1.0936108827590942
A woman is dancing.|A woman is slicing ginger.|0.05|-1.4209315776824951
A woman tosses a cat in the air, and the cat hangs off a rod on the ceiling.|A person throws a cat in the air and it grabs onto the ceiling.|0.7|0.07951933145523071
A big turtle is walking.|The tortoise is walking.|0.85|-0.3953436315059662
A man is burning a flag.|A man is shooting a gun.|0.1|-0.7442309856414795
The man is pushing the van.|The woman is singing.|0.0|-1.4007773399353027
A man is eating wood.|A man is adding oil to car.|0.1|-1.1009364128112793
A dog is speaking to the camera.|A dog is eating some water melon.|0.12|-1.1233525276184082
A man is putting two paper towels on a paper plate.|A man is putting papers on a dish.|0.44|-0.043598536401987076
A man and woman are walking.|A man and woman walking hold each other.|0.64|0.06864117085933685
A man is cutting a rope with a sword.|The man slced through a thick rope with a sword.|0.8800000000000001|-0.22497951984405518
The man is singing and playing the guitar.|A man is playing a guitar.|0.6|-0.16034555435180664
A man is cutting a paper.|A person is tearing paper.|0.5166000000000001|0.3912256956100464
A man is dancing.|A rat is running.|0.0|-1.4212853908538818
Two boys are talking on the phone.|A woman is talking on a telephone.|0.36|-0.2859858274459839
A man is playing guitar.|A woman is peeling a tuber.|0.0|-1.293460726737976
A woman is slicing an onion.|A women slicing lemons.|0.2799999999999999|-0.6346786618232727
A woman is riding a horse.|A man is running on rope.|0.0|-0.5716535449028015
A man is playing soccer.|A man is drawing some figures.|0.08|-1.2900798320770264
A woman is peeling an orange.|A man is playing a flute.|0.0|-1.2656290531158447
Someone is cracking an egg open.|A man is breaking an egg.|0.6|0.20174115896224976
A man is cutting a snake to cook.|A woman is cutting meat.|0.4|-0.5816864371299744
A woman is scraping a carrot.|A man is striking clay pots.|0.0|-1.2542400360107422
A man and woman are Bollywood dancing.|A man an woman are dancing in the rain.|0.3334|-0.931710422039032
A woman is cutting flowers.|A man is holding huge sunflowers.|0.2|-0.4507806599140167
The man danced in the diner.|The bomb exploded in the desert.|0.0|-1.8143174648284912
American flag is waving.|A American flag is blowing in the wind.|0.8400000000000001|-0.5646893978118896
A lion is walking in an enclosed area.|A lion is walking around.|0.52|0.3900890350341797
A woman is slicing a lemon.|A man is showing a bread.|0.05|-0.9223102927207947
A woman is playing the flute.|A woman is slicing some tuna.|0.08|-1.1341599225997925
The dog is barking at the toy.|A dog is barking at an electronic toy duck.|0.7|-0.3636017143726349
A woman is adding an egg and stirring.|A woman is mixing an egg in a bowl.|0.7|-0.20853203535079956
A woman covers a piece of meat with flour.|A woman is seasoning a piece of meat.|0.6|-0.08999702334403992
A white cat perched on a small wooden cabinet is looking outside the window.|A cat, perched on a table, looks out the window.|0.6799999999999999|0.16780929267406464
A man does floor exercises.|A man is exercising.|0.72|-0.4082048535346985
A man is slicing a potatoe.|A man is peeling a banana.|0.2|-0.48517167568206787
Someone is playing piano.|A person is playing a keyboard piano.|0.72|0.4125886559486389
The woman is putting makeup on the man.|A woman is painting the face of a man.|0.5599999999999999|-0.7698626518249512
The woman droppped eggplant into the pan.|A woman puts chopped eggplant into a skillet.|0.8|-0.07757177948951721
A man plays a trumpet.|A man is playing a musical instrument.|0.6799999999999999|0.012282680720090866
A woman is slicing a lemon.|A woman, in a kitchen, peels a lemon.|0.5334|0.02393893525004387
A tiger trys to climb the wall.|A lion is trying to climb up over a wall.|0.6|0.1465478539466858
A man is preparing a hanging rope.|A man is tying a noose.|0.9334|0.0597936250269413
A woman dances on a stage.|A woman is dancing.|0.64|0.1799500286579132
The girl is riding the horse.|The girl is spraying the plants with water.|0.04|-1.4783415794372559
A person is frying.|A person is peeling a potato.|0.24|-0.9169416427612305
A man is shooting a pistol.|A woman is chopping garlic.|0.16|-0.8979557752609253
A woman is swinging her arms.|A woman is slicing an onion.|0.16|-1.0561643838882446
A man is walking outside.|A man is dancing.|0.15|-0.4371511936187744
A man dries his hands.|A woman fixes her hair.|0.05|-0.9656192660331726
A soccer player is kicking the soccer ball into the goal from a long way down the field.|A soccer player kicks the ball into the goal.|0.65|0.08344125747680664
A girl is playing the piano.|A little girl is playing a grand piano on stage.|0.6666000000000001|0.288249671459198
A man is drawing some figures.|A man is drawing on a digital dry erase board.|0.6666000000000001|-0.8148500323295593
The monkey is hanging from the trees.|The monkey swung from branch to branch.|0.4|-0.3031929135322571
Some children are jumping on Trampoline.|Two boy are playing on a trampoline.|0.6|-0.36336618661880493
A woman with a knife is slicing a pepper.|A women slicing green pepper.|0.8|-0.3600734770298004
A man is adding oil to car.|A man is putting anti-freeze into a car.|0.4|-0.5477805137634277
A man is slicing a carrot by a machine.|A man is climbing a rope.|0.08|-1.211777687072754
A boy played a keyboard.|A person is playing a piano keyboard.|0.64|-0.4607124626636505
A cat is playing with an antenna.|A boy is playing in the mud.|0.08|-1.2999653816223145
A woman is slicing pumpkin.|A person is slicing cantaloupe.|0.4|-0.16450285911560059
The people threw the dummy over the cliff edge.|Some people are throwing a dummy off a cliff.|0.9|0.22758281230926514
A gun is being fired.|A potato is being peeled.|0.1|-1.7590900659561157
A woman is cutting a plastic sheet.|A woman is playing a guitar on streets.|0.1|-1.1554207801818848
A woman cuts a pineapple.|A woman is slicing a pineapple into pieces.|0.8|0.14088454842567444
A woman is adding spices on a meat.|A woman adds ingredients to beef.|0.75|0.1365777850151062
A person is adding oil in the pan.|The cook pouring oil into the pan.|0.85|-0.32908982038497925
A cook seasons some dough.|A man is seasoning some dough in a pan.|0.75|-0.8834596872329712
A boy is running on a beach.|Two boys are playing in the beach.|0.55|-0.16522762179374695
A baby monkey scratches itself.|The monkey scratched his tummy.|0.65|-0.5618008971214294
A boy is riding a bike on a gate.|A woman is riding a horse.|0.16|-0.6338633894920349
A man is doing a card trick.|A man is squeezing water.|0.05|-1.0497372150421143
A man is playing the piano.|Someone is playing guitar.|0.15|-0.07237860560417175
A man is mowing grass.|A guy is mowing the lawn.|0.96|0.5591682195663452
A person is mixing water and flour.|A person is hitchhiking on a road.|0.16|-1.4823718070983887
The two dogs were in the pen.|The cowboy rode his horse in the desert.|0.0|-1.5788401365280151
A man is riding on one wheel on a motorcycle.|A person is performing tricks on a motorcycle.|0.6|-0.26533830165863037
A cat opens a drawer and climbs inside.|A big cat opens a plastic drawer with his paws and then hops inside.|0.75|0.24604147672653198
A man is opening a box using a knife.|A man is playing a guitar.|0.0|-0.5259808897972107
A man is kicking oots of water.|A woman is slicing a red pepper.|0.05|-1.5758297443389893
A man is eating.|A woman is rock climbing.|0.0|-1.420151710510254
A puppy is repeatedly rolling from side to side while on its back.|A dog is rolling from side to side.|0.7|-0.06935906410217285
A young boy sings and plays a guitar.|A kid plays the guitar.|0.65|0.1648586243391037
The woman is peeling lemon.|The man is balancing on the wire.|0.08|-1.6255512237548828
A man is playing the trumpet.|Someone is playing with a toad.|0.16|-1.0351142883300781
A dog is looking around|A dog is watching a store counter.|0.32|0.020257044583559036
A woman is slicing an onion.|A man is shown slicing a carrot with a knife.|0.24|-0.8452754616737366
The man drilled holes into the wood.|A man drills wood.|0.8400000000000001|0.2883133292198181
Someone is cutting a circle out of a pink sheet of paper.|Someone is pouring tomato sauce into a pot of meat.|0.04|-1.3136897087097168
A man is playing flute.|A man is petting a tied up dog.|0.04|-1.2551096677780151
A man is placing meat in a bag.|A man is drivong a car.|0.1|-1.0803853273391724
A girl is eating a cupcake.|A man is playing a trumpet.|0.0|-1.3151085376739502
A rabbit is sniffing and pawing a stuffed rabbit.|A live rabbit is playing with a stuffed animal bunny.|0.9|-0.8757220506668091
A man is buttering bread.|A woman is ridint a horse.|0.0|-1.3944400548934937
A woman is squeezing some cucumber slices.|A woman is getting doused in green slime.|0.15|-1.1121169328689575
A man is taking out the insides of a green pepper.|Someone is removing the seeds from a bell pepper.|0.8|-0.07176652550697327
A man takes a piece of pepperoni pizza out of a pizza box and puts it on the lid after he closes the box.|The man took a piece of pepperoni pizza out of the box.|0.55|0.13596247136592865
The man added vegetables to the broth in the pot.|A man is adding sliced vegetables to a cooking bowl with water.|0.6799999999999999|0.024732332676649094
The man ran and jumped against the wall.|A man jumps into a wall.|0.6799999999999999|0.007083434611558914
The man is seasoning the sausages.|The man added seasoning to water in a bowl.|0.48|-1.4884963035583496
A clown is singing and people are dancing.|A clown is singing.|0.6|0.2973893880844116
A woman is feeding an aardvark.|A woman is chopping up garlic.|0.08|-1.415435552597046
A person is rinsing a steak off with water.|A man is rinsing a large steak.|0.7857999999999999|-0.20038199424743652
A boy rode his bike on top of a metal fence.|A BMX biker rides along the top of a fence.|0.6|-0.1522514820098877
A man is throwing knives at a tree.|A man is showing magic.|0.35|-1.1486252546310425
Girls are walking on the stage.|Women models are walking down a catwalk.|0.52|0.051375862210989
A woman is doing weight exercises.|A woman is exercising with a barbell.|0.7|0.13322030007839203
A man is peeling a potato.|A man is hiking.|0.1|-1.440315842628479
A large bird standing on a table picks up a plastic glass containing liquid and places it in a bowl of something.|A bird picks up a plastic cup containing a liquid with it's beak and puts the cup into a bowl.|0.7|0.23279345035552979
A woman is in the rain.|A car is driving along the road.|0.0|-0.9677613377571106
A woman is hitting a man.|A man is holding a slow loris.|0.0|-1.109336018562317
A woman is riding an elephant.|A man is lifting himself.|0.0|-1.0451081991195679
A man is lifting weights.|A woman is exercising her abs.|0.2|-0.6585803627967834
