s1|s2|sts_score|bleurt_score
A women standing next to a brown cow.|A women in glasses stands next to a cow in a field.|0.76|-0.626815140247345
A dog peaks out the back of a truck.|A dog is peeking out of the back of a van.|0.72|-0.34131360054016113
Woman in blue shift dress cutting into food.|A woman in a blue dress cuts a cake.|0.76|-0.7274584770202637
The black and white cat is looking up at the camera.|A grey, black, and white cat looking at the camera.|0.72|0.10096755623817444
Two brunette girls sit atop a red an yellow motorcycle with a side car.|A couple posing on a red and yellow motorcycle.|0.64|-0.5748774409294128
A small white cat standing in a sink.|Grey and white cat sitting in bathroom sink.|0.72|0.12479406595230103
A man on the back seat of a red tandem bicycle.|A man is alone on the back of a tandem bicycle.|0.72|-0.6495456695556641
A computer on a desk.|A computer operating on a desk.|0.8|0.6805269718170166
A small child smiling at the camera.|A small child sits on a cement wall near white flower.|0.32|-1.5543828010559082
A little bird floating in the water.|A duck floating in the water.|0.48|0.28030699491500854
A white bus with the word Julia is near water and a big ship.|A white bus with water and a barge in the background.|0.76|-1.059211015701294
Old blue and white train on tracks.|A blue train in a mountainous area.|0.52|-0.6120103001594543
Yellow boat on a beach.|A yellow boat on shore.|0.8|0.375470370054245
A kitchendiner with papers laying on the blue clothed dining table.|A small kitchen and a cluttered table with a blue table cloth.|0.6799999999999999|-0.6810802221298218
Train in a station.|Trains inside an indoor station.|0.76|-0.42561763525009155
A gray cat is sitting on the window ledge looking at the camera.|The cat is standing on the window sill looking at the camera.|0.8|0.24543654918670654
Man playing guitar while sitting down.|Red and white bus driving down road.|0.0|-1.4726039171218872
Red double decker bus driving down a street.|A double decker bus on a city street.|0.8400000000000001|-0.37514734268188477
Three cows are grazing in a grassy field.|Three cows grazing in a field.|0.92|0.2277655303478241
The brown train is sitting on the railroad tracks.|The white train is sitting on the tracks.|0.45|-0.03850490227341652
A black and white horned cow standing in a field.|A black and white photo of a cat sitting on a sofa.|0.08|-1.0731573104858398
A tiny blonde child in a blue dress sits on a table near her mother.|A young blonde girl wearing a helmet sits with a red bicycle behind her.|0.32|-0.4190497398376465
A group of people sitting at a restaurant table.|A group of people sitting around a table on a porch.|0.52|-0.21516454219818115
A black and white cow in a pen with hay.|A black and white cat lies in the dirt.|0.08|-1.1378241777420044
A red, double-decker bus.|Front and left side of a red double decker bus.|0.64|-0.12435442209243774
A close-up view of a horse's head.|A side view of a horse's head.|0.64|0.39084649085998535
An old fashioned wooden sailing ship in the ocean.|A wooden yacht on the ocean.|0.64|0.27543318271636963
A sheep standing in a mountainous area.|A large sheep standing on a hill.|0.8800000000000001|0.19896602630615234
A white plane on the runway.|A white airplane is on a runway.|0.96|0.3072810173034668
A tan puppy being petted.|A tan puppy being held and petted.|0.8800000000000001|0.5812791585922241
Elegant dining room with wood furniture.|An elegant pink dining room with wooden furniture.|0.76|0.37265026569366455
A women laying across two men sitting on a sofa.|Two men in shorts are sitting on a sofa.|0.4|-0.7512982487678528
two motorbikes on a dirt track.|Two dirt bikers riding over dirt hill.|0.72|-0.16069447994232178
The black and white cat is looking up at the camera.|A black and white dog looking at the camera.|0.44|-0.06159541383385658
A gray cat with green eyes looks at the camera.|A grey cat with green eyes looking into the camera.|1.0|0.6493349671363831
Two lambs stand on a grassy hill.|Two dirt bikers riding over dirt hill.|0.04|-1.0630778074264526
A man in white with a wine bottle and a woman in a red turtleneck with a white vest.|A man and woman posing on a field with a bottle of wine.|0.6|-0.8282580375671387
A lone cow sits in the cold of the yard.|a black and white cow standing in the field.|0.36|-0.46318545937538147
A double decker bus drives on a city street.|A red double decker bus driving down a street.|0.72|0.10700526833534241
Large black and white cat resting on a windowsill.|A small white cat sitting in a sink.|0.36|-0.19219355285167694
Boy feeding a sheep.|A boy feeding a sheep hay.|0.8400000000000001|-0.053446296602487564
A girl in a black desktop holds up an open box of Corn Flakes and a carton of milk.|A girl wearing black shorts and boots is standing next to a blue motorcycle.|0.0|-1.348310947418213
a close up of a small cactus in a pot.|a close up of a woman holding a white puppy.|0.16|-1.10640287399292
The white sheep is standing on the green hill.|A sheep stands on a hillside.|0.8|-0.26418328285217285
A black and white bird on a body of water with grass in the background.|A bus is on a road with a ferris wheel in the background.|0.0|-1.1585133075714111
A wooden bicycle with an awning.|A group of elderly people sitting around a dining table.|0.0|-1.5872740745544434
A black and white photo of a dilapidated wooden fence.|A black and white photo of an old wooden fence near a dirty street.|0.9|0.40754953026771545
Two brown horses standing in a green meadow.|A brown horse stands in tall grass.|0.52|-0.21147698163986206
Two men wearing bike helmets.|Two men stand with their bicycles outside a shop.|0.32|-0.44713205099105835
A man playing a video game in a store.|Man playing game in a store.|0.6799999999999999|0.6762917637825012
A group of people sitting around a table on a porch.|A group of people sitting around a table with food on it.|0.72|-0.4473932981491089
A young girl wearing a bike helmet with a bicycle in the background.|A women holds a small dog on a leash with chairs in the background.|0.0|-0.7923948168754578
the back of a stop sign with many stickers on it.|The back of the stop sign is adorned with stickers.|1.0|-0.02989150956273079
A bicycle is parked outside a bookstore.|A green bike parked outside a book store.|0.8|0.26665830612182617
a brown double decker tour bus on a street with a ferris wheel behind it.|A double-decker bus driving in front of a ferris wheel.|0.8800000000000001|-0.13939185440540314
A black and white chair sitting in front of a brick wall and a window with a bamboo plant in a vase.|A black headed sheep covered in thick white wool stands in a pasture with other sheep.|0.12|-1.4295002222061157
A man in a black uniform on a white horse.|A man in a tux on a white horse.|0.72|0.3718850612640381
Two women stand in a living room with a black dog.|Two women standing in a living room with a black dog looking towards the camera.|0.8|0.1364092230796814
Two people paddling a red canoe are reflected in the still water.|Two people paddling in a red canoe with trees in the background.|0.64|-0.30731451511383057
A close-up view of the headlights of a blue old-fashioned car.|Close up of the headlights on a blue car.|0.8|0.11904282867908478
Cars driving near a model building.|Vehicles driving infant of an ornate building.|0.48|-0.4698426127433777
A blue and orange airplane flying with its landing gear down.|A red and blue plane flying with its landing gears down.|0.52|0.39027267694473267
A black and white cat lying on a blanket.|A black and white cat sleeps on a purple blanket.|0.8|0.11138160526752472
A building with a temporary sign over the entrance to its parking lot.|Road with the rear image of the tail lights of a bus.|0.04|-0.9569029211997986
A group of people sitting around a table containing food.|A group of people sitting around a table on a porch.|0.6799999999999999|-0.14950791001319885
A man and women sitting on a sofa holding a small baby.|a woman sitting on a sofa holding a baby.|0.64|0.40202856063842773
A black and white cat lying on a blanket.|A black and white cat sleeping on its side on a purple blanket.|0.6|0.34899377822875977
A black and white photo of a love seat.|A black and white photo of a bicycle.|0.36|-0.3147435784339905
A living room with a dining table in the background.|View of a living room with a dining room in the background.|0.8400000000000001|0.07253977656364441
A red and gray train is going through a tunnel.|A red and gray train travels through a tunnel amongst the trees.|0.85|0.20768040418624878
Red double decker bus with hood open.|An old Red London double decker bus with its hood raised.|0.8400000000000001|-0.13846366107463837
A man riding a white horse.|A woman leading a white horse.|0.36|0.08055569231510162
View of a living room with a dining room in the background.|A living room with large sofas and a dining table in the background.|0.76|-0.10604645311832428
An orange kitten lay on a leather couch.|Young couple sitting on a black couch.|0.16|-1.0269582271575928
A person wearing a bike helmet talks on a cell phone.|A person wearing a helmet rides a bike near a white structure.|0.6|-0.49552983045578003
A subway train pulling into the station.|A white train pulling into a station.|0.72|0.11381953954696655
A bicycle is parked by a shop.|A green bike parked outside a book store.|0.76|-0.008227650076150894
Two men standing on beach.|Two women standing in front of tour bus.|0.0|-0.5345198512077332
Long-haired black dog standing in grassy field.|A blue jay standing in a grassy field.|0.2799999999999999|-0.6302828192710876
A small desk with chair near a laundry closet.|A room with tan walls and a washer and dryer.|0.04|-0.6981630325317383
Red double decker bus driving through the streets.|Red double decker bus driving down a street.|0.92|0.5790318846702576
A goose flapping its wings in a body of water.|A black swan flapping its wings on the water.|0.6|0.016211513429880142
Boy laying on couch with dog.|The boy is lying on a couch with a puppy.|0.8800000000000001|-0.6153880953788757
A black and white image of a cat laying on a rug.|Black and white picture of a cat laying on a rug.|1.0|0.7241761088371277
A large jet on the ground at the airport.|A large airplane parked at the airport at night.|0.72|0.023165371268987656
Two women are sitting in a cafe.|Two men catching a fish in a swamp.|0.0|-1.2688136100769043
Eight bottles of Harp lager lined up on the floor.|Eight bottles of Harp beer lined up on a wooden floor.|0.8|0.2878907322883606
A small child smiling at the camera.|A cat looking at the camera.|0.2799999999999999|-0.1320750117301941
A woman riding a brown horse.|Person dressed in blue riding brown horse.|0.52|-0.24511295557022095
photo of a television screen showing a movie.|The wall-mounted flat-screen TV is showing a movie.|0.64|-0.5442875027656555
A bird perched on a flowerpot.|Bird perched on a flowerpot beside a stucco wall.|0.8400000000000001|0.07660901546478271
White cat sitting inside of a sink.|Grey and white cat sitting in bathroom sink.|0.6799999999999999|0.05723362788558006
Young woman in riding gear on top of horse.|Young girl in riding gear on a horse.|0.8800000000000001|0.41598138213157654
Two people are sailing a small boat.|Two women in a sailboat.|0.76|-0.1289379596710205
A small bird on a tiny branch.|A small bird perched on an icy branch.|0.6|-0.046088386327028275
Two animals sitting on a rock.|Two eagles sitting on a long branch.|0.32|-0.17593248188495636
Two cats sit on the back of a couch looking out the window.|Two cats are sitting on the back of a couch and looking out the window in a sea photo.|0.8400000000000001|0.08359110355377197
Two young women shear a sheep.|Two women sheering a sheep.|0.8800000000000001|-0.02290310338139534
The young rider takes a ride on the brown horse.|A young female rider on a brown horse.|0.76|-0.3735935091972351
Six people are seated at a restaurant table and looking into the camera.|A group of people sitting at a restaurant table.|0.6|-0.7835720181465149
Little white lamb with nose to wood.|A white lamb with its nose against a wooden box.|0.76|-0.47330209612846375
A young girl riding a white and grey horse.|a little girl is riding a white and grey horse.|0.92|0.26965975761413574
A black dog stands next to materials at a construction site.|A black dog standing in a room being constructed.|0.64|0.03220655396580696
A bird is flapping its wings in the water.|A black swan flapping its wings on the water.|0.72|0.16633158922195435
A black and white cat lying on a blanket.|A black and white cat laying on a cat bed.|0.75|0.36157920956611633
Young woman in riding gear on top of horse.|The woman is riding on the brown horse.|0.76|-0.7171794772148132
A plane being readied for take-off.|A small turboprop plane being loaded on the tarmac.|0.6799999999999999|-0.24904420971870422
A white leather couch with a purse and throw blanket on it.|A television with a show on.|0.0|-1.3460711240768433
A kitchen with wooden cabinets and furniture.|Kitchen with wooden table and cabinets.|0.8400000000000001|0.44928720593452454
The cat is attacking a corn husk broom.|Grey and white cat sitting in bathroom sink.|0.16|-1.5853606462478638
A couple holds a baby.|Couple with newborn baby.|0.8400000000000001|-0.3829621374607086
A small bird eating from the feeder.|Bird eating from a bird feeder.|0.85|0.17766672372817993
Close up of a white sheep with a black head.|A close-up of a sheep with a black head.|0.8|0.31591176986694336
A young boy laying on a sofa with a dog.|A small boy laying on a sofa with a dog.|1.0|0.8025258183479309
A red bird is perched in a tree.|A small red and grey bird perched in a tree.|0.64|0.32832249999046326
Two buses parked on a street.|Yellow scooter parked in an alley way.|0.08|-0.2714342176914215
A black and white dog looking at the camera.|A grey, black, and white cat looking at the camera.|0.2|0.28156283497810364
A train is on the railroad tracks.|A train on the train tracks.|0.96|0.17390400171279907
Large silver locomotive engine in a shed.|A close-up of a silver train engine with a red stripe.|0.6|-0.8891525864601135
A women sitting at a table drinking with a basketball picture in the background.|A woman in a sari drinks something while sitting at a table.|0.52|-0.9050679802894592
A green steam engine traveling on the railroad tracks.|A black steam train traveling on the railroad tracks.|0.6|-0.07401661574840546
A small red car on top of a semi truck.|Red sports car on top of white semi truck.|0.8|0.08721011877059937
The man poses for a photo in front of the train.|A man stands on a platform in front of a silver train.|0.6799999999999999|-0.6569130420684814
A bicyclist in black on a black and red racing bike.|A cyclist in black and white lira speeding past spectators.|0.6799999999999999|-0.24101153016090393
A kitchen sink and countertop with bowls on shelves.|A small kitchen with items stacked on the shelves and on the counter.|0.76|-0.32002177834510803
A television in a messy room with several bookcases.|A room with a television, stereo and bookshelf.|0.64|-0.49037012457847595
A black and white cat sleeping on its side on a purple blanket.|A black and white cat laying on the ground in the sun.|0.5599999999999999|-0.22535979747772217
A woman riding a bicycle on a large concrete area.|A women riding a mountain bike on a large concrete area.|0.76|0.6264647841453552
Two cows standing in a large field.|The cow is grazing in a field.|0.5599999999999999|-0.9119481444358826
A bald man touches the nose of a black horse on the other side of a fence.|A bald man with a beard pets the nose of a black and white horse at the fence.|0.6799999999999999|0.02461579069495201
A man is standing next to a yellow sports car.|A man stands next to a yellow Corvette.|0.8|0.5020039677619934
a black and white photo of cows in their stalls.|A black and white photo of cattle at a trough.|0.64|0.5012356638908386
Double decker bus with the London Eye ferris wheel in background.|a brown double decker tour bus on a street with a ferris wheel behind it.|0.8400000000000001|-0.30668503046035767
A yellow and black bird eats from a bird feeder.|A flock of birds flying over a body of water.|0.12|-1.0488059520721436
A man stands in front of a train.|A man stands on a platform in front of a silver train.|0.76|0.19784517586231232
A small plane parked at an airfield with a cloudy sky overhead.|A small white plane parked in an airport on a cloudy day.|0.92|0.2229662537574768
A boat is on the water near a small plane.|A boat is in the water and a small airplane is on the dock.|0.6799999999999999|0.2442501187324524
A man riding a white horse in an arena.|A domestic animal stands in a pen.|0.12|-1.1813654899597168
A Macintosh computer sitting on the floor.|a computer on the floor.|0.8400000000000001|0.2041417360305786
A black and white cat is sitting on a brown chair looking up.|A dog sitting on a yellow chair next to a green dumpster.|0.08|-0.7454366087913513
sheep standing in afield.|A large dog stands next to a sheep in a field.|0.5599999999999999|-1.3980484008789062
Group of elderly people sitting around a table.|A group of elderly people pose around a dining table.|0.6799999999999999|-0.22445784509181976
Three women with brown hair are smiling.|Three women in Indian dresses in a crowded room smiling.|0.5599999999999999|-0.5741211771965027
A black and white photo of an empty train station.|A black and white photo of a cat sitting on a sofa.|0.32|-0.8570786714553833
Two dogs in a fenced kennel look ahead.|Two girls on a guy posing on the bow a boat.|0.0|-1.5252758264541626
A black and white cow looking through the fence.|A black and white cat laying on the ground in the sun.|0.12|-0.6131955981254578
Several people on motorcycles in a market square.|People ride mopeds in an urban setting.|0.36|-0.5370383858680725
A close-up of a sheep in the grass.|A close-up of a lamb with its ear tagged, standing on grass.|0.36|-0.24474582076072693
Domestic cat laying on back of cat litter.|Tan domestic cat under black tarp.|0.4|-0.7004653811454773
Two green birds fly towards a wooden telephone pole.|Two green birds flying above the telephone wires.|0.64|0.054372239857912064
A person sitting on a motorcycle while a man stands by.|A man stands next to a helmeted man on a motorcycle in an empty parking lot.|0.6|-0.5061066746711731
Three cows grazing in a field.|Two cows graze in a field.|0.52|-0.034852560609579086
A blue bird perched on a gloved hand.|A bird is perched on a person's gloved hand.|0.8800000000000001|-0.4194600582122803
A baby holds a ketchup packet.|A baby in a highchair holds a ketchup packet.|0.8|0.2707875669002533
A close-up view of a horse's head.|A close-up of a brown horse's head.|0.8400000000000001|0.20567940175533295
A train is at a train station.|a train in a station.|1.0|-0.15468694269657135
A dark brown horse standing in a field.|Horse standing in a field.|0.72|-0.08293396234512329
A small cat laying on a wooden beam looking up at the camera.|The small dog is wearing a sweater and looking up at the camera.|0.16|-0.9420393109321594
The black bird is sitting on the ground.|The bird is sitting on the branch.|0.5|-0.19022655487060547
A small brown birds is eating from a bird feeder hanging from a tree.|A small red and grey bird perched in a tree.|0.4|-0.9644666314125061
A pair of dogs playing with a purple ball.|Two dogs play with purple football.|0.8800000000000001|-0.3419407904148102
a bird lands in the water.|a boat floats in the water.|0.12|-0.48583388328552246
Three children stand on or near a fence.|The three children are standing on and by a fence.|0.92|0.5785509943962097
A black dog emerges from the water with a white ball in its mouth.|a black dog walking out of the water with a white ball in his mouth.|0.96|0.5348561406135559
A girl in a purple shirt and pink headband posing|A young girl wearing a hat and blue jeans is on a swing.|0.08|-0.717919647693634
A brown dog digging a hole in front of a plant|A group of people walking on the side of a railroad track.|0.0|-1.1375949382781982
The brown and white dog swims in a swimming pool.|A brown and white dog swims in a backyard swimming pool.|0.92|0.38222643733024597
A boy in a red sled is riding down the hill.|A multicolour dog in a red collar crouching on the grass.|0.0|-0.82425457239151
A black and brown dog runs through the woods.|A dog running through the woods.|0.8|-0.357116162776947
The two dogs are running on the grass.|Two dogs are playing in the grass.|0.8800000000000001|0.09234011173248291
A young girl holds up a peace sign.|A little girl holds onto a pole on a city street.|0.12|-0.5565945506095886
A man is hanging by a line off a cliff above water.|Man sitting by himself on a pier with a bottle of water.|0.12|-0.5261704325675964
A man crouching and holding a camera.|The crouching man is holding a large camera.|0.92|-0.0727928876876831
Man riding a bicycle down a narrow path.|A man riding a unicycle down a paved road|0.52|-0.10132136940956116
A man wearing an orange coat speaks to another as they walk in the snow.|A man and woman dressedin old fashion clothing sit outside at a table.|0.12|-1.05904221534729
A dog is jumping up in the air to catch a toy.|A black dog jumps in the air to catch a toy.|0.8|0.4639744162559509
A brown dog laying on a blue cover.|A person is diving into clear blue water.|0.0|-1.551091194152832
The two boys play in the field.|The two people have their heads covered with scarves.|0.0|-1.3057305812835693
The two dogs are running through the grass.|Three dogs run in the snow.|0.44|-0.17936237156391144
A boy with a broken arm is resting in a bed.|A boy with a broken arm is sleeping.|0.8|0.6806929111480713
boy doing tricks on a skateboard|A boy does a trick on a skateboard.|0.96|0.08279852569103241
Three dogs playing in the snow.|Three dogs are playing in the water.|0.52|-0.7214879393577576
A little girl with a ribbon in her hair is picking her nose.|A little girl in a purple shirt and helmet is riding on a scooter.|0.24|-0.94498610496521
A young girl going down a tube slide.|A young girl swinging off a tire swing|0.36|-0.6101351380348206
Many people are in the bicycle racing, including one man in a three-wheeled bike.|A man riding on a three-wheeled wheelchair.|0.52|-0.7485103011131287
A group of people are wearing bunny ears.|A group of people ride in a race|0.16|-1.1152935028076172
"A dog in a ""superman"" shirt sleeps on a blanket."|A brown dog in a Superman shirt is laying on a blue blanket.|0.8|0.12743692100048065
The white and brown dog runs across the grass.|A brown and white dog runs across the grass.|0.96|0.6024442315101624
A brown dog is resting its paws on a laptop keyboard.|A dog sits with its paws on a laptop computer.|0.76|0.2036421149969101
A young girl with glasses sits and holds two American flags.|A girl in glasses is looking over two American flags near a wooded area.|0.52|0.16516447067260742
A small white and brown dog is jumping over a horizontal pole.|a brown and white dog jumping over a red and yellow pole|0.6|0.1899995505809784
Two dogs are running through a grassy area.|Two dogs running through a grassy field.|0.96|0.37560415267944336
A man is swinging on a rope above the water.|A man in warm clothes swinging on monkey bars at night.|0.32|-0.8570044636726379
Two Asian men and Asian woman sit in black massage chairs.|Two Asian men and a woman are relaxing in massage chairs.|0.92|-0.13132788240909576
A girl playing is a pile of colorful balls.|A little girl plays in a pit of colorful balls.|1.0|-0.4004352390766144
An older man is standing outside in front of a truck.|A woman dressed in green is roller skating outside at an event.|0.0|-1.0715386867523193
Smiling man with reflective classes.|A gentleman smiling and showing his reflective sunglasses.|0.92|-0.6736115217208862
five people standing on a sidewalk|Five people on a sidewalk.|0.96|0.7991529107093811
The white dog runs across the snow.|A white bear walks along snow-covered ground and casts a shadow on the snow.|0.2799999999999999|-0.5299001932144165
A young boy in a brown jacket playing with snow.|Two dogs are playing in the snow.|0.24|-1.1454591751098633
A man picking up a big rock.|A woman picking up a large rock.|0.48|0.11663153767585754
A white and brown dog is running over grass.|A brown and white dog is running across the grass.|0.92|0.7126986384391785
Man is carrying a tool box down the sidewalk.|A woman is riding a blue bicycle in a park.|0.0|-0.9875676035881042
"A man wearing a t-shirt that says ""Gigolo"" stands at the counter talking to someone."|"A man wearing a shirt that says ""Gigolo"" is standing at a front desk area with his back to the camera."|0.6799999999999999|0.15052913129329681
A tent and a campsite in a sunlit forest.|A white dog on a beach is carrying a stick in its mouth.|0.0|-1.5222413539886475
Two large dogs running in some grass.|Two brindle dogs running in the grass.|0.8400000000000001|0.17255353927612305
A dog swimming with a stick in it's mouth.|A dog running with a stick in it's mouth.|0.52|0.4572544991970062
A man playing fetch with two brown dogs.|A woman plays with a brown dog.|0.466|-0.5260772705078125
a dog is running across the sand with a stick in it's mouth.|A dog is running through a creek with a stick in its mouth.|0.72|0.3206874132156372
A man is standing in water near a waterfall.|A man wades in the water and watches a water fall.|0.6799999999999999|0.07308077812194824
A tan dog jumps up to catch a tennis ball.|A red dog jumps an catches a tennis ball in its mouth.|0.6|-0.24928830564022064
The man is jumping into the water.|The man is up in the air.|0.48|-0.19322660565376282
A woman in a black shirt stands in front of bananas at a fruit stand.|a woman wearing black stands in front of a pickup truck.|0.48|-0.7672601938247681
A child is jumping into a swimming pool.|A dog jumping into a swimming pool.|0.24|-0.3350631594657898
A little boy jumping from one chair to another.|A young boy jumping from one chair to another in his house|0.96|0.13445445895195007
A girl swings her long, wet hair in a lake.|A person riding a dirt bike.|0.0|-1.3566287755966187
Two dogs playing by the shore.|Two dogs playing in the snow.|0.5599999999999999|-0.0935283750295639
A little girl walks on a boardwalk with blue domes in the background.|A man going over a jump on his bike with a river in the background|0.0|-0.9212184548377991
Two women sitting on a bench, their faces obscured, with one woman carrying an inflatable tiger and the other woman in a Disney snow white costume.|A girl sits on a bench holding an inflatable tiger next to another girl in a colorful outfit.|0.44|-0.2997521162033081
A guy and two girls are smiling at the camera.|Three dogs, one white and two brown, are running together on a field of grass.|0.0|-1.4905214309692383
A dog swimming with a stick in it's mouth.|Dog swimming in the water with a stick in its mouth.|1.0|0.27717310190200806
A black poodle plays in the snow.|A black poodle frolics in the snow.|1.0|0.11938345432281494
two girls holding up a scary movie flyer|Two girls holding sacks are standing in a field.|0.2799999999999999|-1.2440321445465088
Three boys are running on the beach playing a game.|Two young boys and one young man run on a beach with water behind them.|0.64|-0.5189525485038757
A girl is wearing a purple sash and matching skirt.|A group of girls stands wearing jean skirts and superman shirts.|0.32|-0.36703255772590637
a man wearing a grey jacket standing on the side of a street.|A boy wearing a blue life jacket is holding onto the side of a green boat.|0.12|-0.6622053980827332
A brown and black dog is jumping to catch a red ball.|A brown and black dog jumps for a red ball.|1.0|0.471647173166275
The tan dog runs through the leaves.|The white dog runs through the ocean.|0.36|-1.1625354290008545
A white and black dog is jumping into a pool.|A woman in a black apron is standing in front of a mirror.|0.0|-1.4051158428192139
A black and white dog is carrying a stick in its mouth.|The black and white dog has a stick in his paws.|0.6|0.2613242566585541
A deer jumps a fence.|A deer jumping over a fence.|1.0|0.49876707792282104
A little girl holds a wooden stick.|A little girl swimming in a pool.|0.44|-1.2212803363800049
A black dog jumps through the water.|A dog walks through the snow.|0.48|-0.5908942818641663
A group of people in front of a red fire truck.|A group of people are standing around a red fire truck.|0.8400000000000001|0.0903840959072113
a boy jumps into the blue pool water.|The young boy is jumping into the pool on his belly.|0.6799999999999999|-0.3889409601688385
A blonde dog is catching a ball in its mouth in the snow.|A little blonde girl is sitting on a green chair.|0.0|-1.5478999614715576
Three children and playing and laughing on the floor.|Three children playing on the floor.|0.76|0.16556528210639954
A man sits with fishing poles near a body of water.|A man sits on a rock next to a folding deck chair and a fishing pole.|0.6799999999999999|-0.24790969491004944
A woman and a dog standing in the grass.|A man carries a sign while standing in the rain.|0.0|-1.282630205154419
A man in a blue shirt is running in a stadium field.|A man wearing a blue hat and shirt is riding a white horse.|0.2|-0.49380484223365784
A black dog running through water.|A black dog is running through some water.|0.96|0.23220598697662354
Children jumping on a trampoline.|A man is sledding on an orange slide.|0.0|-0.9365922212600708
A large brown dog is crouching in a grassy field.|A brown dog is running in a field.|0.6|0.3403008282184601
A dog runs through the grass.|A dog runs through the snow.|0.44|0.14731208980083466
A skier speeds through the snow.|A brown dog carrying a Frisbee runs through the snow.|0.04|-0.7702613472938538
Two people are playing golf on a golf course.|Two people are on a golf course playing golf.|1.0|0.6718782186508179
A boy and a girl playing on the beach.|A dog playing in the waves with a ball.|0.16|-0.596897304058075
The child in the red coat laid in the red mat.|The toddler is ready to climb the red piece of equipment.|0.16|-1.2212855815887451
Two dogs play in the grass.|Two dogs are playing in the grass.|1.0|0.6409518122673035
A child in a blue and white team uniform chasing a soccer ball.|A young boy in a blue soccer uniform chasing a ball.|0.8|0.2915215790271759
A softball player swinging at a pitch.|A baseball player hitting the ball|0.5599999999999999|-0.6238458156585693
A man is kite surfing away from the camera.|A man is sky surfing on the water.|0.5599999999999999|-0.36585676670074463
A black dog is running in the grass.|A boy running through green grass.|0.2|-0.6071886420249939
A little boy and a little girl playing together outside.|A young boy and a young girl walking towards each other|0.4|-0.2830817699432373
Two people sit on the end of a dock.|Two people sitting on a dock.|0.8400000000000001|0.4585191607475281
Two dogs in a yard.|Two dogs in a stream.|0.4|0.14376932382583618
A man chases a dog trying to pass the barrier to enter a play area.|A man follows his black and white dog as it takes on an obstacle course.|0.44|-0.3261055052280426
The large brown and white dog is running through the snow.|St. Bernard dog running in the snowy field.|0.8|-0.6459910273551941
A bloody man and woman pose for a picture.|A man in woman dressed warmly pose for a picture.|0.4|-0.650557816028595
A yellow dog is playing in a grassy area near flowers.|A girl is playing on a swing.|0.08|-0.9393278360366821
a boy plays with a noodle by the pool.|A boy plays with a foam noodle toy by a pool.|0.92|0.15305213630199432
two big brown dogs running through the snow.|A brown dog running through the grass.|0.4|-0.1021789014339447
A young boy jumps into a pool with outstretched arms.|A dog jumps into a backyard pool.|0.24|-0.601362407207489
A girl holds up a yellow balloon animal.|A child holds a yellow balloon.|0.8|0.09106366336345673
Two dogs share a toy in a field of vegetation.|Two snowboarders are in the air over the snow.|0.034|-1.1873964071273804
A blond haired lady in white poses for the camera.|A black and white dog runs with its mouth open.|0.0|-1.3241479396820068
A dog runs through a field chasing a ball.|A child runs through the grass.|0.04|-0.5695603489875793
Two girls are sitting in front of a statue.|Two blonde girls are sitting next to a statue|0.76|0.5473092198371887
A girl in orange lights a candle.|A girl in an orange shirt lights candles.|0.8|0.1618638038635254
A white dog runs through a field of yellow flowers.|A dog with a red collar runs in a forest in the middle of winter.|0.32|-1.0571010112762451
An infant sitting on a cot reaching over to touch the face of an older boy.|A boy who seems ill is being touched in the face by a toddler.|0.44|-0.4853382408618927
A dog shaking off water.|A dog shaking water off.|1.0|0.7280441522598267
Young boys running along the pavement.|A black dog running along the edge of the ocean.|0.1|-1.0615167617797852
A young child slides down an orange slide.|A little boy in denim overalls slides down an orange slide.|0.734|0.2952134609222412
a black and white dog running through some red and white poles|Black and white dog in living room standing on hind legs.|0.32|-0.8788549900054932
"Three individuals are posing on skis behind a ""no skiing"" sign."|Three people on skis are standing behind a no skiing sign.|0.8800000000000001|0.4273229241371155
A man in a white suit walks down the street holding a newspaper.|A man in a white suit walks outside carrying a newspaper.|0.92|0.6714643239974976
A black dog with a blue collar is running in the snow.|A black dog wearing a blue collar is running through the snow.|1.0|0.7479642033576965
A dog is running toward the camera.|A brown and white dog running on grass.|0.16|-1.034031629562378
a boy swinging on a swing.|The girl is on a swing.|0.48|-1.0845208168029785
A group of youngsters swim in lake water|Many children are playing and swimming in the water.|0.8800000000000001|0.08670857548713684
A blue and white soccer team playing against each other.|A topless woman with her face painted is covered in mud.|0.0|-1.555565595626831
A brown dog about to catch a green Frisbee.|A brown dog waits for the Frisbee to come down before catching it.|0.76|-0.8545200228691101
A black and white dog is swimming in a large green lake.|A black dog runs fast into shallow water.|0.44|-0.6163449883460999
Two large black dogs are playing in a grassy field.|Two white dogs are running together.|0.44|-0.7044263482093811
The brown and black dog sprints across the snow.|A black dog is running quickly along the ground.|0.5599999999999999|-0.2695917785167694
The man in the backpack looks to his left.|An adult male wearing a backpack walks and looks to the left.|0.76|0.11501327157020569
An elderly man in a blue shirt is holding up a piece of canvas art.|A black man is walking next to a building in a big city.|0.0|-1.158586859703064
Two skinny young boys playing with sand in the water.|Two dogs are shaking water off.|0.08|-1.0914257764816284
A small dog runs through an obstacle course.|A small dog jumping over an obstacle.|0.76|0.014871474355459213
A brown dog running through the woods.|A brown dog runs through the grass.|0.64|-0.03979602828621864
A group of people are standing by a window watching something.|A group of people stand and wait to see something.|0.6799999999999999|-0.07324633002281189
