s1|s2|sts_score|bleurt_score|normalized_bleurt_score|delta
A lawsuit has been filed in an attempt to block the removal of the Ten Commandments monument from the building.|Supporters asked a federal court Monday to block the removal of a Ten Commandments monument from the Alabama Judicial Building.|0.64|-0.1676602214574813|0.0|0.64
Britz earned $3.77 million in salary, bonus and other compensation, and Kinney earned $3.76 million.|Johnston made $5.8 million in salary and bonus in 2001 as president, and as a part-time adviser earned $1 million in 2002.|0.2799999999999999|-0.3557194471359253|0.0|0.2799999999999999
That truck was spotted in the Campbells Creek area, fitting that description, Morris said.|A black pickup truck was also seen in the Campbells Creek area, Morris said.|0.6|0.0408489368855953|0.0408489368855953|0.5591510631144047
Chairman Michael Powell and FCC colleagues at the Wednesday hearing.|FCC chief Michael Powell presides over hearing Monday.|0.64|-0.4544658362865448|0.0|0.64
The Dow Jones Industrial Average was up 0.3 per cent at 9,886.75, while the Nasdaq Composite index was 0.4 per cent higher at 1,986.97.|On Wall Street, the Dow Jones Industrial Average rose 0.5 per cent at 9,905.8 and the Nasdaq Composite added 0.7 per cent at 1,995.1.|0.36|0.4715341031551361|0.4715341031551361|0.11153410315513612
Tehran has made clear it will only sign the Additional Protocol introducing such inspections if a ban on the import of civilian Western nuclear technology is lifted.|Tehran has made it clear it will only sign the protocol if a ban on imports of peaceful Western nuclear technology is lifted.|0.76|0.4304126799106598|0.4304126799106598|0.3295873200893402
Congress twice before passed similar restrictions only to see President Bill Clinton veto them.|Congress twice passed similar bills, but then-President Clinton vetoed them both times.|0.92|0.1062356084585189|0.1062356084585189|0.8137643915414812
"But I would rather be talking about high standards than low standards."""|"""I would rather be talking about positive numbers rather than negative."|0.5599999999999999|-0.0355485491454601|0.0|0.5599999999999999
Under the program, U.S. officials work with foreign port authorities to identify, target and search high-risk cargo.|Under the program, US officials work with foreign port authorities to seek out high-risk cargo before it can reach the United States.|0.85|0.3380588293075561|0.3380588293075561|0.5119411706924439
Niels told an interviewer in 1999 he thought the Old Man would outlive him by many years.|In 1999, two years before his death, Mr. Nielsen told an interviewer that he thought the rock face would outlive him by many years.|0.6|-0.2614829838275909|0.0|0.6
One, Capt. Doug McDonald, remained hospitalized in critical condition on Thursday.|Her 20-year-old sister, Allyson, was severely burned and remained hospitalized in critical condition.|0.15|-0.9168742895126344|0.0|0.15
On Wednesday, the total of National Guard and Reserve members called to active duty worldwide stood at 154,603.|As of yesterday, the total number of National Guard and Reserve troops called to duty worldwide stood at 154,603.|0.8|-0.0630220621824264|0.0|0.8
During a period of nearly a decade, Telemarketing Associates raised more than $7 million.|Telemarketing Associates, hired by VietNow, raised $7.1 million from 1987 to 1995.|0.72|0.0278765372931957|0.0278765372931957|0.6921234627068042
The bodies of former Invercargill man Warren Campbell, 32, and climbing companion Jonathan Smith, 47, were recovered from below Mt D'Archiac late yesterday morning.|Warren David Campbell, 32, and climbing companion Jonathan Smith, 47, did not return as expected on Tuesday from climbing on Mt D'Archiac in the McKenzie District.|0.44|-0.2813509106636047|0.0|0.44
Mr. Geoghan had been living in a protective custody unit since being transferred to the prison on April 3.|He had been in protective custody since being transferred to Souza-Baranowski in April, officials said.|0.5599999999999999|-0.2836853861808777|0.0|0.5599999999999999
"The 2000 Democratic platform supported ""the full inclusion of gay and lesbian families in the life of the nation."""|"The Democrat's 2000 platform didn't explicitly support gay marriages but backed ""the full inclusion of gay and lesbian families into the life of the nation."""|0.64|0.247164249420166|0.247164249420166|0.392835750579834
Its shares fell 71 cents, or 3.5 percent, in after-hours trading to $19.55.|The stock had risen 63 cents, or 3 percent, to close at $20.26 in regular-session Nasdaq trading.|0.25|0.0927003175020217|0.0927003175020217|0.1572996824979783
Hundreds of reporters and photographers swamped the courthouse grounds before the hearing, which was carried live on national cable networks.|Hundreds of reporters and photographers swamped the town and the short hearing involving the five-time All-Star was carried live on national cable networks.|0.6|0.0989189445972442|0.0989189445972442|0.5010810554027558
AMD's chip sales jumped 7 percent year-on-year to $402 million.|Second-quarter sales grew 7 percent, to $645 million from $600 million in 2002.|0.44|-0.3822289407253265|0.0|0.44
Shelia Chaney Wilson seemed agitated when she came to help prepare for Turner Monumental A.M.E. Church's upcoming 104th anniversary celebration, worshippers said.|Congregants of Turner Monumental AME Church said Shelia Chaney Wilson, 43, was agitated when she came to the church, in the Kirkwood neighborhood on the city's east side.|0.72|-0.5820401310920715|0.0|0.72
He was the Ace of Diamonds in a pack of cards depicting Iraqi fugitives that has been issued to U.S. troops.|He was the ace of diamonds in a U.S. deck of cards showing pictures of most-wanted Iraqi leaders.|0.8|0.0252326242625713|0.0252326242625713|0.7747673757374287
Miodrag Zivkovic, of the Liberal Alliance of Montenegro, won 31 percent of the vote, while the independent Dragan Hajdukovic got 4 percent.|A pro-independence radical, Miodrag Zivkovic, of the Liberal Alliance, came in second with 31 percent of the vote.|0.6|-0.1244922578334808|0.0|0.6
So far, Georgia has been returned all but $70,000 of the money it wired.|Georgia has received all but $70,000 of its money back with the help of the FBI.|0.75|-0.3603205978870392|0.0|0.75
The island nation reported 65 new cases on May 22, a one day record, and 55 new cases on May 23, making Taiwan's epidemic the fastest-growing in the world.|Taiwan reported 65 new cases on May 22, a one-day record, and 55 new cases on May 23, making its epidemic the world's fastest-growing.|1.0|0.5861267447471619|0.5861267447471619|0.41387325525283813
Cubs outfielder Sammy Sosa was suspended for eight games by major league baseball Friday for using a corked bat.|Sammy Sosa was suspended for eight games by major league baseball Friday for using a corked bat, and he immediately appealed the decision.|0.64|-0.0973480194807052|0.0|0.64
Half of the women were given a daily dose of the drug and half took a placebo.|Half the women received a daily tablet of the combination oestrogen plus progestin while the rest were given a placebo.|0.64|0.3118089735507965|0.3118089735507965|0.3281910264492035
When police removed the four from the home, they weighed 136 pounds combined.|Each boy weighed less than 50 pounds when they were removed from the home Oct. 10.|0.6|-0.4248609542846679|0.0|0.6
While the Ibrahims had one separation operation, Goodrich and Dr. David Staffenberg plan about three for the Aguirres, with several weeks between each.|Instead of one long operation to separate the twins, Goodrich and Dr. David Staffenberg plan about three, with several weeks between each.|0.72|-0.3999395966529846|0.0|0.72
The company has expanded into providing other services for buyers, including payment services.|The company has expanded those basic services, offering payment and even financing.|0.8400000000000001|0.2923454046249389|0.2923454046249389|0.5476545953750611
The blasts killed two people and injured more than 150 others.|The Atlanta Olympic Games attack killed one woman and injured more than 100 other people.|0.36|0.0791662186384201|0.0791662186384201|0.2808337813615799
In 2001, President Bush named Kathy Gregg to the Student Loan Marketing Association board of directors.|In 2001, President Bush named her to the Student Loan Marketing Association, the largest U.S. lender for students.|0.6462|-0.2394774258136749|0.0|0.6462
The Boston Archdiocese has faced waves of scandal that have not only angered victims' advocates but parishioners and some priests.|The waves of scandal angered not only victims' advocates but parishioners and some priests, to the point that Law could no longer run the archdiocese.|0.6|-0.2292074263095855|0.0|0.6
A federal magistrate in Fort Lauderdale ordered him held without bail.|Zuccarini was ordered held without bail Wednesday by a federal judge in Fort Lauderdale, Fla.|0.6|-0.0330139435827732|0.0|0.6
The department's position threatens to alienate social conservatives, who have provided strong political support for Mr. Ashcroft and President Bush.|The department's stance disappointed some abortion opponents, and it threatens to alienate social conservatives who have provided strong political support for Ashcroft and President Bush.|0.75|0.238854706287384|0.238854706287384|0.511145293712616
South Africa has the world's highest caseload with 4.7 million people infected with HIV or AIDS.|With 4.7 million people infected with HIV or AIDS, South Africa has the world's highest AIDS caseload.|1.0|0.5747292637825012|0.5747292637825012|0.4252707362174988
In that position, Elias will report to Joe Tucci, president and CEO of EMC.|As executive vice president of new ventures, Elias will report to Joe Tucci, EMC's president and chief executive.|0.6799999999999999|0.1996796429157257|0.1996796429157257|0.48032035708427423
The new Army Commander is the Masaka Armoured Brigade commanding officer, Brigadier Aronda Nyakairima who is now promoted to major general.|PRESIDENT Yoweri Museveni has promoted Brigadier Aronda Nyakairima to Major General and named him Army Commander.|0.64|-0.225599780678749|0.0|0.64
Mailblocks was founded five years after WebTV was acquired by Microsoft for $425 million.|WebTV was sold to Microsoft in 1997 for $425 million and today is called MSN TV.|0.5599999999999999|-0.4611915349960327|0.0|0.5599999999999999
The Metropolitan Transportation Authority was given two weeks to restore the $1.50 fare and the old commuter railroad rates, York declared.|The Metropolitan Transportation Authority, which plans to appeal, was given until May 28 to restore the old subway and bus fare and the old commuter railroad rates.|0.5599999999999999|-0.4295201003551483|0.0|0.5599999999999999
"""Today, we are trying to convey this problem to Russian President Vladimir Putin and US President George W Bush."""|"""Today, we are trying to convey this problem to Russian President Vladimir Putin (news - web sites) and President Bush (news - web sites)."""|0.92|0.1241258382797241|0.1241258382797241|0.7958741617202759
The state wants to kill the wolves in approximately a 1,700-square-mile area near the village of McGrath.|The state wants to kill the wolves in approximately a 1,700-square-mile area near McGrath to establish a moose nursery of sorts.|0.64|0.1190959811210632|0.1190959811210632|0.5209040188789368
Peterson told police he fished alone in San Francisco Bay on Christmas Eve, returning to an empty house.|Peterson told police he left his wife at about 9:30 a.m. on Dec. 24 to fish alone in San Francisco Bay.|0.6|-0.116013765335083|0.0|0.6
The Fed's Empire State survey far exceeded expectations by jumping to 26.8 in June, a record high, from 10.6 in May.|Prices had pulled back from offshore highs when the Empire State survey far exceeded expectations by jumping to 26.8 in June, a record high, from 10.6 in May.|0.76|0.0158697627484798|0.0158697627484798|0.7441302372515202
"Det Chief Insp Norman McKinlay said there was ""evidence a body or bodies have been in this area""."|"Detective Chief Inspector Norman McKinlay, leading the investigation, said: ""There is evidence a body or bodies have been in this area."|0.9|0.3113102316856384|0.3113102316856384|0.5886897683143616
Board Chancellor Robert Bennett declined to comment on personnel matters Tuesday, as did Mills.|Mr. Mills declined to comment yesterday, saying that he never discussed personnel matters.|0.6|-0.4014066457748413|0.0|0.6
General Jeffrey said he would donate his military pension to charity for the period he was in office at Yarralumla.|Maj-Gen Jeffery said he would give his military pension to charity while he served at Yarralumla.|0.9454|0.3662583231925964|0.3662583231925964|0.5791416768074036
Tampa Bay manager Lou Piniella, bench coach John McLaren and right fielder Aubrey Huff were ejected for arguing after Huff was called out on strikes to end the ninth.|Tampa Bay manager Lou Piniella, bench coach John McLaren and Huff all were ejected in the middle of the ninth.|0.76|0.1112557798624038|0.1112557798624038|0.6487442201375963
The venture owns five oil refineries and more than 2,100 filling stations in Russia and Ukraine.|TNK-BP has six oil producing units, five refineries and 2,100 filling stations.|0.6|-0.1600587666034698|0.0|0.6
Other changes in the plan refine his original vision, Libeskind said.|Many of the changes are improvements to the original plan, Libeskind said.|0.92|0.2468052208423614|0.2468052208423614|0.6731947791576387
Rep. Peter Deutsch, D-Fla., criticized the FDA's efforts in Florida.|Peter Deutsch, D-Fla., said he wanted to congratulate the FDA.|0.4|-0.4161185026168823|0.0|0.4
There are now 37 active probable cases in the GTA, compared with 70 cases on June 6.|And, globally, the number of active probable cases has declined to 573.|0.3|-0.6237572431564331|0.0|0.3
SARS has killed 296 people on China's mainland and infected more than 5,200.|Throughout China's mainland, the disease has killed 300 people and infected more than 5,270.|0.64|0.0983541756868362|0.0983541756868362|0.5416458243131638
The redesigned Finder also features search, coloured labels for customized organization of documents and projects and dynamic browsing of the network for Mac, Windows and UNIX file servers.|It also supports coloured labels to better organise documents, and dynamic browsing of the network for Mac, Windows and Unix file servers.|0.6|0.1197661310434341|0.1197661310434341|0.4802338689565659
The lawyer representing Torch Concepts, Rich Marsden did not respond to repeated phone calls.|Officials with Torch and JetBlue did not respond to repeated phone calls from the Mercury News seeking comment.|0.55|-0.7382722496986389|0.0|0.55
He was voluntarily castrated in 2001, an operation he contends removed his ability to become sexually aroused.|DeVries, who was voluntarily castrated in August 2001, has said the surgery took away his ability to become sexually aroused.|0.9|0.2790281176567077|0.2790281176567077|0.6209718823432924
The S&P/TSX composite rose 87.74 points on the week, while the TSX Venture Exchange composite gained 44.49 points.|On the week, the Dow Jones industrial average rose 11.56 points, while the Nasdaq Stock Market gained 39.42 points.|0.2|-0.1280284374952316|0.0|0.2
In turn SuSE will license Java 2 Standard Edition while also formalising an existing agreement to distribute Sun's Java Virtual Machine for running Java applications.|Nuremberg, Germany-based SuSE will license Sun's Java 2 Standard Edition (J2SE) and ship Sun's Java Virtual Machine across its Linux software line.|0.75|-0.1348580867052078|0.0|0.75
Long lines formed outside gas stations and people rushed to get money from cash machines Sunday as Israelis prepared to weather a strike that threatened to paralyze the country.|Long lines formed Sunday outside gas stations and people rushed to get money from cash machines as Israelis braced for the strike's effects.|0.9|0.2596869468688965|0.2596869468688965|0.6403130531311035
The tech-heavy Nasdaq composite index fell 3.99, or 0.2 percent, to 1,682.72, following a two-day win of 55.93.|The technology-laced Nasdaq Composite Index .IXIC eased 8.52 points, or 0.51 percent, to 1,670.21.|0.3|0.0426496900618076|0.0426496900618076|0.2573503099381924
"We don't know if any will be SARS,"" said Dr. James Young, Ontario's commissioner of public safety."|"""We're being hyper-vigilant,"" said Dr. James Young, Ontario's commissioner of public safety."|0.4|-0.6567754745483398|0.0|0.4
Sales for the quarter beat expectations, rising 37 percent year-on-year to 1.76 billion euros.|Sales rose 37 per cent year-on-year to 1.76bn, beating expectations.|0.8|0.4281536936759949|0.4281536936759949|0.37184630632400517
The company said it would issue revised guidance for the full fiscal year next month when it releases its Q2 results.|The company said it would renew its guidance for 2003 when it announces its second quarter results in mid-July.|0.64|0.0779322832822799|0.0779322832822799|0.5620677167177202
"""We haven't decided whether to use an unbroken or dotted white line, but this is an experiment worth introducing,"" said David Richardson, the ICC's cricket manager."|"""We haven't decided whether to use an unbroken or dotted white line,"" said Dave Richardson, the ICC's cricket manager."|0.8|0.3239281773567199|0.3239281773567199|0.47607182264328013
Shinseki retires Wednesday after a 38-year career that included combat in Vietnam and head of U.S. peacekeeping efforts in Bosnia.|Shinseki's career included combat in Vietnam and head of U.S. peacekeeping efforts in Bosnia.|0.6|-0.4216437339782715|0.0|0.6
The department also sent water and soil samples to the state health laboratory.|Water samples are being sent to the state health department for analysis.|0.65|0.0781918913125991|0.0781918913125991|0.571808108687401
"""But that does not clear them of the obligation to do everything possible to protect civilians, and that is not what we're seeing."""|"""But that does not clear them of the responsibility to do everything possible to minimize civilian harm."""|0.6799999999999999|0.0824078321456909|0.0824078321456909|0.597592167854309
Ross Garber, Rowland's lawyer, said Tuesday he would attend the meeting and would ask to speak on the issue.|Ross Garber, Rowland's legal counsel, said the governor would have no comment on the condo deal.|0.4|-0.6187264323234558|0.0|0.4
Previously he had seen the grinning mechanic from east Java only on television.|Mr Hughes had seen Amrozi's face on television, the infamous images of the grinning mechanic from east Java.|0.6799999999999999|-0.3807106614112854|0.0|0.6799999999999999
Two years later, the insurance coverage would begin.|Under the agreement, Medicare coverage for drug benefits would begin in 2006.|0.5599999999999999|-0.7186131477355957|0.0|0.5599999999999999
NASA satellite images show that Arctic ice has been shrinking at the rate of nearly 10 percent a decade.|Researchers found that sea ice in the Arctic is disappearing at a rate of 9 percent each decade.|0.64|0.2800727486610412|0.2800727486610412|0.3599272513389588
"""Biotech products, if anything, may be safer than conventional products because of all the testing,"" Fraley said, adding that 18 countries have adopted biotechnology."|"""Biotech products, if anything, may be safer than conventional products because of all the testing,"" said Robert Fraley, Monsanto's executive vice president."|0.64|-0.1992853879928589|0.0|0.64
A nationally board certified teacher with a master's degree, Kelley makes a salary of $65,000 in his 30th year.|A nationally board certified teacher with a master's degree, Kelley, in his 30th year teaching, makes $65,000.|0.95|0.4931176900863647|0.4931176900863647|0.45688230991363527
In Vienna, the IAEA said ElBaradei would accept the invitation, although no date had yet been set.|In Vienna, the International Atomic Energy Agency said on Monday ElBaradei had accepted Iran's invitation, but said no date had yet been set.|0.65|0.0548618026077747|0.0548618026077747|0.5951381973922253
The epidemic began in November in the mainland's Guangdong province, but the People's Republic of China refused to report truthfully about its spread for four months.|The PRC epidemic began in Guandong province in November, but the Communist Party government refused to report truthfully about its spread for four months.|0.85|0.3033962845802307|0.3033962845802307|0.5466037154197693
Druce will face murder charges, Conte said.|Conte said Druce will be charged with murder.|1.0|0.5801154971122742|0.5801154971122742|0.41988450288772583
That compared with $35.18 million, or 24 cents per share, in the year-ago period.|Earnings were affected by a non-recurring $8 million tax benefit in the year-ago period.|0.32|-0.5014503598213196|0.0|0.32
Nick Markakis, a left-hander from Young Harris Junior College in Georgia, went to the Orioles with the seventh pick.|Next, Baltimore took Nick Markakis, a left-handed pitcher and outfielder from Young Harris Junior College in Georgia.|0.76|-0.1801635026931762|0.0|0.76
"We remain hopeful that the city will agree to work with us and engage in good-faith discussions on this issue."""|"Alhart said the governor ""remains hopeful that the city will continue to work with us and engage in good-faith discussions."""|0.7|0.1416812986135482|0.1416812986135482|0.5583187013864518
Some women are also concerned that so many women are turning to cosmetic surgery in a quest for bodily perfection.|Some women also express concern about a society in which more people than ever are turning to cosmetic surgery in a quest for bodily perfection.|0.95|0.227232813835144|0.227232813835144|0.7227671861648559
The notification was first reported Friday by MSNBC.|MSNBC.com first reported the CIA request on Friday.|0.6|0.1143578290939331|0.1143578290939331|0.4856421709060669
There is, however, no photo of Peter Hollingworth in the June issue examined by the Herald yesterday.|There is, however, no photograph of Dr Hollingworth in the June issue of the magazine examined by The Age yesterday.|0.6|0.3271172642707824|0.3271172642707824|0.27288273572921756
"""We continue to work with the Saudis on this, but they did not, as of the time of this tragic event, provide the additional security we requested."""|"""But they did not, as of the time of this particular tragic event, provide the security we had requested,"" Mr Jordan said."|0.65|-0.2661769390106201|0.0|0.65
A statement released by DEI said Green would begin driving the car on an interim basis beginning next week in the Winston Open at Lowe's Motor Speedway.|It was announced that Green will replace Park in the Dale Earnhardt Inc. No. 1 Chevrolet, beginning with the Winston Open at Lowe's Motor Speedway next week.|0.65|-0.0185287036001682|0.0|0.65
Costa's semifinal opponent is Spaniard Juan Carlos Ferrero, whom he beat in last year's final.|Costa will play Juan Carlos Ferrero next in a rematch of last year's final.|0.75|0.0793906450271606|0.0793906450271606|0.6706093549728394
Doctors have speculated that the body's own estrogen protects against cell damage and improves blood flow.|Their belief was based on speculation that estrogen prevents cell damage and improves blood flow.|0.85|0.3363323509693146|0.3363323509693146|0.5136676490306854
The technology-laced Nasdaq Composite Index <.IXIC> added 8.27 points, or 0.51 percent, to 1,633.53.|The broader Standard & Poor's 500 Index .SPX crept up 4.3 points, or 0.44 percent, to 980.52.|0.24|-0.3317530751228332|0.0|0.24
No Americans were reported among the casualties, according to Capt. Michael Calvert, a spokesman for the regiment.|None of the casualties was Americans, said Capt. Michael Calvert, regiment spokesman.|1.0|0.6403452754020691|0.6403452754020691|0.3596547245979309
We think they have the right to choose.|"""We think PeopleSoft customers deserve the right to choose,"" Ellison said."|0.6|-0.1467624902725219|0.0|0.6
"""We have found the smoking gun,"" investigating board member Scott Hubbard said."|"""We have found the smoking gun,"" said Hubbard, director of NASA's Ames Research Center in California."|0.72|-0.0559812821447849|0.0|0.72
"""This child was literally neglected to death,"" Armstrong County District Attorney Scott Andreassi said."|Armstrong County District Attorney Scott Andreassi said the many family photos in the home did not include Kristen.|0.36|-1.118398904800415|0.0|0.36
Microsoft said Friday that it is halting development of future Macintosh versions of its Internet Explorer browser, citing competition from Apple Computer's Safari browser.|Microsoft will stop developing versions of its Internet Explorer browser software for Macintosh computers, saying that Apple's Safari is now all that Apple needs.|0.8|-0.0835577100515365|0.0|0.8
Chapman was not immediately arrested and is expected to appear for arraignment July 3.|Mr. Chapman, who hasn't been arrested, is expected to appear for arraignment next Thursday, prosecutors said.|0.76|-0.1328538209199905|0.0|0.76
President Bush raised a record-breaking $49.5 million for his re-election campaign over the last three months, with contributions from 262,000 Americans, the president's campaign chairman said Tuesday.|President Bush has raised $83.9 million since beginning his re-election campaign in May, and has $70 million of that left to spend, his campaign said Tuesday.|0.48|0.1910448968410492|0.1910448968410492|0.2889551031589508
Authorities in Ohio, Indiana and Michigan have searched for the bodies.|So far, authorities also have searched areas in Pennsylvania, Ohio, Indiana, and Michigan.|0.5599999999999999|-0.0539409480988979|0.0|0.5599999999999999
"He said European governments ""have blocked all new bio-crops because of unfounded, unscientific fears."|"""They have blocked all new bio-crops because of unfounded, unscientific fears,"" Bush said."|0.64|-0.0982763171195983|0.0|0.64
"One question was whether France, which infuriated Washington by leading the charge against U.N. authorization for the war, would vote ""Yes"" or abstain."|France, which infuriated Washington by leading the charge against U.N. approval for the war, also sought changes.|0.6|-0.574418842792511|0.0|0.6
Luzerne County District Attorney David Lupas told a news conference Monday that authorities were ``continuing to make significant progress'' in the case.|"No charges have been filed in those deaths, but Luzerne County District Attorney David Lupas said authorities were ""continuing to make significant progress"" in the case."|0.6799999999999999|-0.0823235511779785|0.0|0.6799999999999999
The U.S. Conference Board said its latest measure of business confidence hit 60 after falling to 53 in its first quarter survey.|The Conference Board said its measure of business confidence, which had fallen to 53 in the first quarter of 2003, improved to 60 in the most recent second quarter.|0.76|-0.0684683918952941|0.0|0.76
Its legal representatives began meeting with plaintiffs' attorneys last week to discuss a settlement.|Attorneys for both the archdiocese and the plaintiffs began meeting last week to reach the out-of-court settlement.|0.65|0.2216032296419143|0.2216032296419143|0.4283967703580857
Seniors would then have to pay 50 percent of their drug costs up to $3,450.|Above that, Medicare would pay 90 percent of all drug costs.|0.3|-0.2939960360527038|0.0|0.3
The flamboyant entrepreneur flagged the plan after a meeting in London with Australian Tourism Minister Joe Hockey.|Sir Richard was speaking after a meeting in London with Australian Tourism Minister Joe Hockey.|0.5599999999999999|-0.5581799745559692|0.0|0.5599999999999999
"Government bonds sold off sharply after Greenspan told Congress on Tuesday that the U.S. economy ""could very well be embarking on a period of extended growth""."|"Greenspan told Congress on Tuesday the U.S. economy ""could very well be embarking on a period of sustained growth""."|0.64|-0.3938374519348144|0.0|0.64
For Kathy Nicolo (Jennifer Connelly), the house means stability and family.|Kathy Nicolo (Jennifer Connelly) is desperate that her family not find out that her life has fallen apart.|0.4|-0.7728506922721863|0.0|0.4
The Institute for Supply Management's index of nonmanufacturing activity rose unexpectedly in April, reports said.|The Institute for Supply Management said its index of non-manufacturing activity rose to 50.7 from 47.9 in March.|0.6799999999999999|-0.5022392868995667|0.0|0.6799999999999999
"WHO spokeswoman Maria Cheng agreed, saying: ""It looks very much like an isolated event."""|"""It looks very much like an isolated event,"" World Health Organization spokeswoman Maria Cheng said."|0.92|-0.0040812827646732|0.0|0.92
Police said her two small children were alone in the apartment for up to two days.|Police said her two small children were alone there for up to two days as she lay dead.|0.65|0.2980421483516693|0.2980421483516693|0.3519578516483307
The priest, the Rev. John F. Johnston, 64, of 35th Avenue in Jackson Heights, was charged with aggravated harassment and criminal possession of a weapon.|The Rev. John Johnston, 64, was charged with aggravated harassment in the phone call case and with criminal possession of a weapon, according to a police statement.|0.75|-0.3200462460517883|0.0|0.75
The settlement includes $4.1 million in attorneys' fees and expenses.|Plaintiffs' attorneys would get $4.1 million of the settlement.|0.9|0.1323274970054626|0.1323274970054626|0.7676725029945375
Three no votes would kill it for now.|It would take three votes to kill the ACC's expansion.|0.7333999999999999|-1.0029315948486328|0.0|0.7333999999999999
Some 660 prisoners from 42 countries, including Canada, are held, many captured during the war against in Afghanistan the al-Qaida network.|Some 660 prisoners from 42 countries are being held at the Naval base at Guantanamo Bay, many captured during the war against Al Qaeda in Afghanistan.|0.6666000000000001|-0.4405041933059692|0.0|0.6666000000000001
To reach John A. Dvorak, who covers Kansas, call (816) 234-7743 or send e-mail to jdvorak@kctar.com.|To reach Brad Cooper, Johnson County municipal reporter, call (816) 234-7724 or send e-mail to bcooper@kcstar.com.|0.2|-0.0289819724857807|0.0|0.2
Prosecutor Jim Hardin called the decision a victory for Kathleen Peterson's family.|Members of Kathleen Peterson's family were not present.|0.2|-1.0912678241729736|0.0|0.2
"And now it's anything he wants to say,"" Alesha Badgley, Stone County Nursing and Rehabilitation Center social director, said this week."|"And now it's anything he wants to say,"" confirmed Stone County Nursing and Rehabilitation Center social director Alesha Badgley."|1.0|0.0695933103561401|0.0695933103561401|0.9304066896438599
The national denomination of the Episcopal Church, with 2.3 million members, is the U.S. branch of the 77 million-member Anglican Communion.|The Episcopal Church, with 2.3 million members, is the American branch of the worldwide Anglican Communion, which has 77 million adherents.|1.0|0.2920366525650024|0.2920366525650024|0.7079633474349976
"""I feel confident saying that HP is no longer an integration story,"" Fiorina said."|"""We still have a lot to do, but I feel confident that HP is no longer an integration story."""|0.6799999999999999|-0.2433409988880157|0.0|0.6799999999999999
British police arrested 21 people early Tuesday in connection with the suspected ritual murder of an African boy whose torso was found in the Thames River.|Police have arrested 21 people in connection with the murder of a young Nigerian child whose headless and limbless torso was found floating in the river Thames.|0.7|0.0011961869895458|0.0011961869895458|0.6988038130104541
By late afternoon, the Dow Jones industrial average was up 12.81, or 0.1 percent, at 9,331.77, having gained 201 points Monday to its highest level since July 2002.|In morning trading, the Dow Jones industrial average was down 8.76, or 0.1 percent, at 9,310.20, having gained 201 points Monday.|0.25|0.086446076631546|0.086446076631546|0.16355392336845398
Eric Gagne pitched a perfect ninth for his 23rd save in as many opportunities.|Gagne struck out two in a perfect ninth inning for his 23rd save.|0.65|-0.0370213277637958|0.0|0.65
Shares closed on NASDAQ just below their 52-week high, at $32.17, up $1.54.|Trading of EchoStar's stock closed Tuesday at a 52-week high of $32.17, up $1.54.|0.65|0.1070834547281265|0.1070834547281265|0.5429165452718735
Janice Kelly said her husband had received assurances from senior MoD officials that his name would not be made public.|She told the inquiry that her husband had received assurances from his line manager and senior ministry officials that when he came forward his name would not be made public.|0.75|-0.1764314323663711|0.0|0.75
If convicted, they face up to five years in prison and a $250,000 fine on each of the 11 counts.|If convicted, each faces up to five years in prison and a fine of $250,000 or more based on the amount of gains involved.|0.65|0.2139349728822708|0.2139349728822708|0.4360650271177292
U.S. corporate bond yield spreads tightened in spotty trading on Friday as Wall Street labored to get back on its feet after the largest power outage ever in North America.|U.S. stocks rose slightly on feather-light volume on Friday, as Wall Street regrouped after the biggest-ever power outage in North America.|0.72|0.0037139244377613|0.0037139244377613|0.7162860755622387
Evacuation went smoothly, although passengers weren't told what was going on, Hunt said.|Passengers were evacuated smoothly, although they were not told what was going on, he said.|0.8800000000000001|0.5408519506454468|0.5408519506454468|0.33914804935455334
Between 1993 and 2002, 142 allegations of sexual assault were reported.|From 1993 to 2002, there were 142 reported sexual assaults at the academy.|0.72|0.5240813493728638|0.5240813493728638|0.1959186506271362
"Smith said simply ""Oh, my God,"" in the seconds afterward, according to Weinshall."|"In the seconds after the crash, she added, Captain Smith said simply, ""Oh my God."""|0.75|-0.4322330355644226|0.0|0.75
Cooley said he expects Muhammad will similarly be called as a witness at a pretrial hearing for Malvo.|Lee Boyd Malvo will be called as a witness Wednesday in a pretrial hearing for fellow sniper suspect John Allen Muhammad.|0.5|-0.5995837450027466|0.0|0.5
"""He really left us with a smile on his face and no last words,"" daughter Linda Hope said."|"""He really left us with a smile on his face and no last words ... He gave us each a kiss and that was it,"" she said."|0.65|-0.1523063033819198|0.0|0.65
He also could be barred permanently from the securities industry.|Young faces a fine, suspension or being permanently barred from the securities industry.|0.6666000000000001|-0.2470829784870147|0.0|0.6666000000000001
"""They were an inspirational couple, selfless and courageous,"" said the Oscar-winning film director."|He said: “They were an inspirational couple, selfless and courageous.|0.6|-0.1657408773899078|0.0|0.6
A second victim, Michael Walker, 23, was struck in the torso, the bullet perforating his lung.|The other victim, Michael Walker, of 550 Barbey Street, was struck in the neck.|0.44|-0.2167862951755523|0.0|0.44
In an interview, Healey, who is a criminologist, acknowledged that much of the sentiment among legislators here and across the country was wariness toward capital punishment.|In an interview, Ms. Healey, who is a criminologist, said many lawmakers here and across the country shared a wariness toward capital punishment.|0.92|0.4418217539787292|0.4418217539787292|0.47817824602127085
