s1,s2,sts_score,metric_score
A dog is running toward the camera.,A brown and white dog running on grass.,0.16,27.05765975687212
a boy swinging on a swing.,The girl is on a swing.,0.48,44.22204810970498
A group of youngsters swim in lake water,Many children are playing and swimming in the water.,0.8800000000000001,20.0572020083379
A blue and white soccer team playing against each other.,A topless woman with her face painted is covered in mud.,0.0,18.90340290294833
A brown dog about to catch a green Frisbee.,A brown dog waits for the Frisbee to come down before catching it.,0.76,33.30017867728524
A black and white dog is swimming in a large green lake.,A black dog runs fast into shallow water.,0.44,23.151788688471694
Two large black dogs are playing in a grassy field.,Two white dogs are running together.,0.44,25.077893599389604
The brown and black dog sprints across the snow.,A black dog is running quickly along the ground.,0.5599999999999999,24.14772276614382
The man in the backpack looks to his left.,An adult male wearing a backpack walks and looks to the left.,0.76,33.565612364889844
An elderly man in a blue shirt is holding up a piece of canvas art.,A black man is walking next to a building in a big city.,0.0,21.465092122430164
Two skinny young boys playing with sand in the water.,Two dogs are shaking water off.,0.08,26.120401285274042
A small dog runs through an obstacle course.,A small dog jumping over an obstacle.,0.76,50.78802643035346
A brown dog running through the woods.,A brown dog runs through the grass.,0.64,64.45409673290192
A group of people are standing by a window watching something.,A group of people stand and wait to see something.,0.6799999999999999,58.727680172584286
A dog is jumping over a barrier at a agility competition.,A dog jumping over an obstacle course fence.,0.8800000000000001,36.68744151791721
Three people racing on ice skates.,Three ice skaters round a corner.,0.64,37.51261760919667
Two women contestants are walking their dogs in a dog show.,Two women walk there dogs at a dog show.,0.96,51.950789213141505
Two men on the side of a barge,A man is lying the grass with long hair and beard.,0.0,10.095827956522461
A brown dog in running on grass.,A brown dog runs through the grass.,0.96,42.68549950615216
A person is riding their bike on a trail next to the woods.,A small child in a yellow shirt is holding their arms out to the sides.,0.08,27.986136109227044
A woman in a black dress smiles in front of a silver truck.,A girl wearing a black top is smiling with a silver truck in the background.,0.72,33.706096919785075
A dog is on the beach near a ball.,A guy is going up for a lay-up on a basketball court.,0.12,13.931540840112813
A dog bounds across the brown grass.,Two dogs bound across the grass.,0.52,54.16091953880493
a woman playing with two young boys at a park,A woman and three kids play at a park.,0.64,33.047031318905134
A dog emerges form the water with a stick in its mouth.,A dog runs toward the camera with a stick in its mouth.,0.48,56.01815410593062
Three dogs playing in the snow.,The boy is playing in the sand.,0.16,55.69718784365286
A dog carries a leash in its mouth.,A fluffy dog carries a black leash in its mouth.,0.8400000000000001,64.2578703164392
A man in jeans is playing with a ball while a woman in jeans stands nearby looking away.,A man is tying a red arm band around another mans arm in the street.,0.0,21.76983154880923
A skier is falling into the snow.,A skier is falling face first into the snow.,0.8,69.02279200126286
A dog with a red toy in it's mouth.,A brown dog is carrying a stick in its mouth.,0.44,27.374705417996864
Two hockey players fighting on the ice.,Two hockey players in a struggle on the ice.,0.96,63.2521849725863
Two terriers play on the wood floor of their home.,Two puppies play with a red chew toy in a field.,0.32,19.35378291399744
Two dogs running through a field.,Two dogs play in a field.,0.8400000000000001,48.240936822547106
A man in a gray suit locking up a bicycle,A man and a woman standing on a city street.,0.08,15.271450258726848
A man in a black leather jacket is sleeping in a subway car.,A man in a black leather jacket falls asleep on public transportation.,0.92,50.892384567896485
A dog leaping over a hurdle.,A dog leaps over the hurdle.,0.96,55.31010222085736
Two men are setting up some electronic equpitment,Two dogs are wrestling on the ground in the snow.,0.0,16.692304099309474
A black dog is walking on the grass with a stick in it's mouth.,A boy holds a net with a snake in it close to the ground.,0.0,26.023513313423553
A girl runs with dogs in a dry field.,A grey dog and a tan dog playing on a grassy field.,0.44,22.328271026590553
Two dogs playing in the snow.,Two black dogs in the snow.,0.8,51.90350912069645
A dog leaps off a dock and into the water.,The black dog leaps off the dock and into the water.,0.8,69.11177565474246
a group of old men walking down the street,A couple walking down the street.,0.4,70.05186004375669
Three dogs standing in snow next to a blue fence.,Three dogs play in the shallows next to a rocky shore.,0.44,33.316831056789134
A black and white dog is running through the field.,A black and white dog is running in the grass.,0.96,70.55317018095309
A boy in black waves his arms while other people are behind him on a field.,a man in a black shirt is roller blading past a bench in the city.,0.08,21.062198985171097
An elderly woman rides a bicycle along a city street.,An elderly woman walking uphill crossing the street.,0.4,43.90984647023914
A young boy is punching a yellow ball.,A small dog jumps over a yellow beam.,0.08,27.35215383198985
A group of young ballerinas are in a dance studio.,A group of young ladies in bikinis.,0.2799999999999999,45.75358050398468
A young boy in a white dress shirt is playing on a grassy plain.,A woman is getting her hair done at a salon.,0.0,18.454345282711028
A man and a dog are playing tug of war.,A man dances on a colorful wall.,0.08,21.072711762727458
A wet child shivers under a towel at a pool.,A wet child is shivering in a towel in front of a pool.,0.92,44.623617914110426
A white dog runs on a beach.,The white dog is running along the beach.,1.0,36.23497506106854
Six dogs running on the sandy beach.,Six dogs walking beside the beach.,0.6799999999999999,38.579484752442504
A man holds on to a handle in the water.,A man is holding onto handles in the air.,0.64,37.76205523391623
A white dog walking in the snow.,A black and tan dog walking through the snow.,0.6,41.71728689813273
The white and brown dog runs across the grass.,Three dogs are running on the grass.,0.64,35.95654604815965
A boy goes down an inflatable slide.,A boy in red slides down an inflatable ride.,0.76,62.2629187322992
Two dogs playing with a ball in a puddle.,"Two dogs stand in a puddle, and one has a yellow tennis ball.",0.76,33.23829322300695
Three dogs are playing in the water.,Three dogs run in the snow.,0.2799999999999999,44.44113937178826
Two dogs playing in the snow.,Two kids playing with a dog.,0.24,39.292710913997695
A girl does a back bend on the beach.,A girl doing a back bend at the beach.,0.96,63.732418473994834
The two dogs are playing fetch in the snow.,Two dogs are playing together in the grass.,0.44,52.79436430944971
Two surfers on riding a small wave.,Two surfers perform tricks in the waves.,0.72,34.64850826013157
Two people walking on the beach at sunset.,Two people walking along the shore at sunset.,1.0,62.83103130766864
two puppies playing around in the grass,Two dogs are wrestling in the grass.,0.8,36.896749846174465
A young girl is sitting on Santa's lap.,A little girl is sitting on Santa's lap,0.96,76.71202742416129
A black and white dog runs with its mouth open.,A black and white dog swims in blue water.,0.44,51.9786253581623
A young boy jumping in the air at the beach.,A boy jumping in the air on the beach.,0.96,78.3634096159875
Five men in tuxedos are walking down steps.,Five men in tuxedos walk down a set of steps,1.0,59.21771332124468
Man in red shorts and white shirt kicking a soccer ball.,A black dog stands in the surf holding a red rubber ball.,0.0,26.336066972149247
A man and dog on a rocky seashore.,Man and dog standing on rocks next to water,0.96,29.24648287985215
Brown dog splashing into the water.,Four dogs splashing in the water,0.48,65.38181788445841
The smiling woman at the beach is buried in seaweed.,A girl in a cowboy hat with a sheep on a leash.,0.2,17.06942478910681
A dog with big ears is holding a small stick in it's mouth.,A puppy with big ears chewing on a stick.,0.76,39.17937292794228
The large brown dog is jumping through the tall grass.,The girl wearing a blue shirt is running through a science center.,0.0,25.49453345535797
Two dogs fighting in the snow.,Two dogs playing in the snow.,0.52,68.30512254081256
A brown dog is in the middle of a line of dogs chasing a dirty tennis ball over dirt.,There are two white dogs and one brown dog chasing a ball.,0.5599999999999999,36.345936664267704
A grey hound is active in a grassy field.,A bunch of bikes racing on a track.,0.0,15.065696455560431
Two people are racing a sidecar motorcycle in the mud.,The dog carrying a long stick in its mouth.,0.0,18.24768240462944
The man is sitting at the top of a rocky mountain.,A person sticks their head out of a tent at the top of a mountain.,0.48,37.69528327410884
A man standing on a boat is pulling another boat close by with a bamboo stick.,a man in a black hat standing in front of a brick wall and a sign,0.0,26.840957566508735
a man plays his white guitar.,a man playing a white guitar and singing as well,0.64,43.24806496809466
A person is skijoring with a dog in the mountains.,A brown dog is playing with a ball in the water.,0.0,31.833063148578468
Two shirtless young people playing in the water.,Lots of people play in the water at the beach.,0.48,49.5536949580347
Close-up of a hummingbird.,A closeup of a hummingbird flying.,0.72,59.975674102991825
Woman in a black dress walking on the street.,A woman watches a dog jump down the stairs.,0.16,23.276668275580217
A man and a woman looking at the camera.,A man and a woman laughing.,0.466,59.57587052422911
a brown dog running through the dirty muddy grass,The large brown dog is running outside in the dirt.,0.72,40.79293340143864
Three dogs pulling a man on a bicycle through the snow.,"The dogs are pulling a man on a type of bike, through the snow.",1.0,60.42359573224401
A baby in a red hat sitting in a stroller is holding a doll.,A man in a gray shirt sitting in a field of flowers.,0.0,33.98026818242103
"Three children playing with hay outdoors, throwing some at camera lens.","Three young children play in the hay, throwing some at the camera.",0.96,61.80460437774858
A climber is standing on the rock face next to the pink rope.,The children are running in the snow with fences in the background.,0.0,18.15937483557124
A black dog wearing an orange collar is entangled with fishing wire.,The black dog wearing a red collar shakes water off.,0.36,46.677566268158664
Two dogs are playing around in the dirt.,A dancer posing for the camera in a red and white dress.,0.0,15.801376144372824
A golden dog is running on the grass.,The large beige dog is running through the grass.,0.6799999999999999,45.45070244248727
A dog runs through the grass.,a dog runs across the grass.,0.96,55.85307274530255
a man in red shorts is walking along rocks by a river carrying a stick.,A man is walking on rocks with water flowing around them.,0.6799999999999999,32.896457473475095
Man rowing a boat.,a man doing a trick on skateboard,0.0,16.059048678188585
Three dogs running on a racetrack.,Three dogs round a bend at a racetrack.,0.96,57.526907966139895
A black and brown dog walks through the snow near a building.,An older man stands outside a old boarded up building.,0.16,27.57318093188784
A dog is jumping into a swimming pool after a duck.,A dog jumping into a swimming pool.,0.6799999999999999,80.33020960956134
A dog running through a forest in the winter time,A dog running through a lot of twigs.,0.64,59.97037324980747
The girl is playing along with the images on the big screen.,Three girls holding umbrellas with their backs to the camera.,0.08,28.223722585267396
Many people run in a race on a street.,A puppy running along a street.,0.2,34.90749899388882
A man in swimming trunks is standing against some rocks.,A man in a gray shirt climbs a large rock wall.,0.2,22.895375768625602
Two white dogs walking in the snow.,A tan dog with a black collar barking in the snow.,0.4,38.65466243038919
A woman wearing a pink shirt jumps in the air with her arms and legs spread to her sides.,A man wearing suspenders and sunglasses leaps up in the air with his arms and legs spread out to the side.,0.48,48.34473610047193
A dog runs through the grass.,Two dogs run through the brush.,0.5599999999999999,42.72802588870408
A dog running across the sand,A dog running through the water.,0.5599999999999999,41.67291583572263
A woman is attempting to ride a small wave.,A man and woman sitting back to back outside in the sun.,0.0,19.34352880759136
The black and white dog is swimming in the river.,A black man and his dog on the beach.,0.12,26.965203171202027
Man standing on top of jagged rocks near the ocean.,A man is standing on top of rocks overlooking the ocean.,0.92,52.54040644010174
A girl in a black and blue wet suit is surfing.,A woman wearing a black and blue striped suit is surfing on a wave.,0.8800000000000001,47.76497526341289
The woman is leading a dog through an obstacle course.,Woman leading her small dog through an obstacle course.,0.92,71.0106919725745
Two dogs on the beach.,A dog walks on the beach.,0.48,61.24634922364499
A young boy is standing on a gray tiled area.,A young boy is practicing his karate in a gym.,0.2,36.96294567799128
The dog is running with food in his mouth.,The dog is running with a yellow ball in his mouth.,0.44,67.52519163878326
Two dogs running down a beach.,two dogs running on the beach,0.96,60.4082193766555
A black and white dog swimming in the pool,A black and white dog running with something in his mouth.,0.4,43.998688710910606
A dog has it's head inside a red and green gift bag.,A pet playfully investigates the contents of a gift bag.,0.76,21.323992311876555
A yellow shirted man wearing a golden sun mask.,"A man in a yellow shirt wears a gold, sun-shaped mask.",1.0,45.91241545340462
A man is scalling a sheer rock face with a rope support.,A young man is doing a ski jump with a purple board.,0.08,24.941130446348353
A child with his hands on his head.,A little boy stands with his hands on top of his head,0.8400000000000001,44.9604372056158
A man wearing a orange vest is canoeing in the blue water.,A man in an orange jacket raising his hands to the sky in the sand.,0.36,25.2774528578778
An old man in a black trench coat standing in a marketplace.,The baby is wearing a red shirt and walking in a plaza.,0.24,22.6850743601979
A man climbing a cliff face.,A man climbs a sheer cliff face.,0.96,61.01266549746298
Two girls are in pajama pants and appear to be dancing.,Two girls with baseball caps are eating a snack outside.,0.12,25.708715703767037
A white and brown dog playing with a black toy.,A white and brown dog is playing tug-o-war.,0.6799999999999999,58.4275684256223
A boy plays baseball.,A man is playing baseball.,0.6,44.05415676298314
A boy wearing a red shirt runs across the grass with a furry dog.,A sports fan is wearing face paint in the stands.,0.0,24.17311031765552
A black dog retrieves in the snow.,A skateboarder jumping in the street.,0.0,22.619278935859953
A smiling man and a baby girl posing for photo.,A smiling man holds a small child wearing pink and red.,0.64,29.800085533376002
A dog jumping for a Frisbee in the snow.,A dog is jumping in the snow.,0.64,62.01236975727833
A brown and white dog with a pink collar is barking at a brown dog with a blue collar in the snow.,The dog with the red collar is bearing it's teeth at the dog with the blue collar.,0.6799999999999999,44.43294483395768
Two brown dogs are biting each other.,Two brown dogs biting each other on sand.,0.8400000000000001,72.3146236952522
A skateboarder attempts a trick on the side of a low wall.,A boy does skateboard tricks on a railing.,0.8,36.30061239979357
A young girl doing a back flip in the water.,a young girl wearing purple running through water,0.5599999999999999,30.718627211329558
A snowboarder rides a snowboard down a railing beside a flight of steps.,A boy is grinding a skateboard down a concrete wall.,0.16,29.95393538808952
A woman with two men in hats socializing outside.,A young woman with a knit cap stands against the wall of a Domino's Pizza.,0.2799999999999999,23.629907210418676
A small boy in a bathrobe is sitting in a metal chair.,A boy in a robe sits in a chair.,0.8400000000000001,41.68799864348795
A black dog is running through the snow.,A black pit bull dog is running through the dirt.,0.44,63.838455501217894
a group of teenagers are dancing on a wooden floor.,A group of people in dark colored clothing are line dancing on a wooden floor.,0.6799999999999999,47.58819359740523
A young boy is riding a bike.,A young girl laying on a blue inflatable toy,0.08,20.14683877453392
A black dog running in the snow.,A black dog running on a beach.,0.36,62.546680625699516
Three dogs in the snow by a fence.,Two dogs drink water in a lake.,0.2,16.082557442558105
A girl runs along a river bank with two black dogs.,A little boy is petting a tiger that is laying down.,0.04,14.84123620425696
"A teenage girl running on a beach shouting, with an older man walking behind her.",a young child running along the shore at a beach,0.36,32.27032240302449
A brown and white dog is walking next to a man on a skateboard.,A blond child is laying on a branch of a tree in a green field.,0.0,17.057742463452943
Man riding a surfboard on a wave.,A man in black on a surfboard riding a wave.,0.8,52.96741019225226
The man in the red shirt is climbing the side of a mountain.,A man is climbing the side of a mountain.,0.8400000000000001,83.35845756216389
A man riding a motorcycle while wearing a black uniform.,A white motorcycle is being ridden around a race track.,0.2799999999999999,31.971492467324612
a black dog swimming through a river.,a black dog digging through the snow.,0.24,51.2658093701846
A man and a woman are smiling.,A man and a woman laughing.,0.64,61.70593227290967
A man is standing on top of a rock or mountain watching the sun set.,A man standing in the mountains watching a sunset.,0.96,57.55242268950125
Two little girls are playing on a trampoline.,Two little boys are playing on a playground.,0.2799999999999999,55.0971262311156
Two girls are jumping high in the air.,Two dogs nussle one another in the grass near a lake.,0.04,15.888306673405308
The woman holding a black purse is smoking a cigarette.,A woman with a black bag is smoking a cigarette,0.96,61.401292730558666
A dog is running along the grass.,A brown dog is running in the grass.,0.8400000000000001,62.452908351021186
A man with long hair is looking through a camera.,A woman stands against a wall near a video camera.,0.2,21.847802253248904
Brown dog running on grass.,The dog is running on grass.,0.8,65.18418355946962
Two people wearing hats sit and look at the camera.,A man wearing a blue shirt makes a grouchy face.,0.0,21.63356533926878
Two girls playing with people and flowers behind them.,Two young girls wearing skirts are playing in a garden.,0.64,24.560102794769488
A girl in a pink shirt is sprawling her limbs out in midair.,A man dressed in a Santa suit is climbing up a large concrete building.,0.0,16.500550389717077
A little girl in a red shirt pulls a kite.,A girl in a red shirt takes a picture on a phone.,0.2799999999999999,43.332619508444
Child sliding in the snow.,Man sleeping on the street.,0.0,20.629783314642978
Three dogs are playing in the water.,Three dogs swim in the water.,0.8400000000000001,65.97868401967327
A white dog running on sand.,A white dog runs on the sand.,1.0,60.507249128530596
A little girl with her hands in the air is sitting on a man's back while he is laying on a blanket.,A kid runs in the opposite direction of others who were playing a game.,0.04,24.037158535721417
a red and white race car racing on a dirt racetrack.,A person is riding a dirt bike in a race on a dirt track.,0.2799999999999999,30.766162568889005
A black and white dog is running through a cow field.,A large black and white dog runs in the ocean water,0.44,43.89768289690757
A man in a straw hat shades his phone while others walk on a busy sidewalk.,A man lies on a street with his headand shoulders under a parked car that is jacked up.,0.12,21.772539448634557
A man with a messenger bag in front of a gray tile wall.,Man in red jacket standing in front of lighthouse.,0.16,27.726627691005046
A dog swims in the water.,Three dogs swim in the water.,0.64,55.70563044180111
A little white curly haired dog runs across the pavement with a stick in its mouth.,A white curly haired dog runs with a stick in it's mouth.,0.92,76.24858611960514
"The blonde woman is wearing a black, american flag, tartan cap.",A red-haired woman is wearing a black beret adorned with the American flag.,0.5599999999999999,48.41936423988367
A person holding a net is standing in the water.,A black woman and two black children are sitting in a thatched tent.,0.12,17.944583956907515
A woman in an red tracksuit squeezing lemons in a press.,A young woman in a pink hoodie takes a picture.,0.08,27.802488793231987
a man walks two dogs on leashes down the street,A man walks two dogs in the city.,0.8400000000000001,54.72026024584752
A dog is running in the snow.,Two dogs running in the dirt,0.44,57.533463654745134
A small boy playing in the snow.,The brown and white dog is playing in the snow.,0.32,45.53247621264557
A woman in a blue shirt and tan shorts sits at a table.,A smiling young woman in a tourquoise shirt and bandanna poses at table outdoors.,0.64,30.391230045948436
a white dog running in the snow,The dogs are running in the snow.,0.64,63.56790987131118
The black dog is running through the snow.,A race car driver is driving his car through the mud.,0.0,26.833725348719916
A dog wearing a green sweater and a backpack walking on snow.,A small dog wearing a green sweater and a backpack walks through snow.,0.8800000000000001,73.11465711597236
A group of people sitting around a desk.,A group of girls on a beach.,0.12,32.46011388246182
Three dogs are running in a field.,Two dogs are running in a grassy field,0.5599999999999999,61.50435410283176
A man and woman with their hands on their chins are standing next to a Christmas tree.,The man with a white beard and blue cap is standing in the doorway of a workshop.,0.08,28.575710265124666
The black and white dog has a stick in his paws.,A black dog and a white dog are standing on snow.,0.24,30.314375005440468
A white dog running through the snow,The black and white dog runs through the grass.,0.2799999999999999,47.08070202872206
A man on skis on a snow-covered hill with mountains in the background,A dog enjoys a romp in the water with mountains and sand in the background.,0.12,45.82104225077483
A man on a bike nest to a river.,A man on a bike does a very high jump.,0.24,40.88325374862534
A skier going down the snowy hill.,A brown dog is laying in the snow.,0.08,36.199853040464596
Two dogs are running on the grass.,Two dogs running in the dirt,0.72,48.80848092059991
A man is spraying a fluid from a long hose at the beach.,A guy is sitting on his bike with one wheel in the air.,0.12,16.746255938819907
A person in a red vest is touching the blue ice skates on another person.,A lady fastens someone's ice skates in the snow.,0.44,28.621993617417097
A girl bounces upside down on her head on a trampoline.,A girl is bouncing on her head on a trampoline.,0.96,69.87905307733172
A woman standing in front of trees and smiling.,A man is walking by trees in front of the city skyline.,0.4,34.18081079374982
A boy doing a back flip into a swimming pool.,A boy wearing red and blue swim trunks jumping head first into a swimming pool.,0.48,34.957650786978576
three little boys cover themselves with bubbles.,Three children standing by a pool are covered in foam bubbles.,0.8400000000000001,24.674464507577014
The boy is looking up at the girl as another girl ignores them.,the boy is diving into the pool as the couple watch.,0.04,30.84693777811591
A black dog with a blue collar is running in the snow.,A black dog with a red collar plays in the snow.,0.64,62.82979374460032
A bird sits in a tree.,A bird sits in a leafless tree.,0.76,56.46434895349049
A brown dog chews on an orange ball.,A dog has an orange ball in its mouth.,0.8,41.33214931952067
A brown dog jumping into the air to catch a ball.,three young woman jumping into the air to catch a ball.,0.12,68.81220716906789
A child is walking from one picnic table to another.,The boy hops from one picnic table to the other in the park.,0.64,47.55959842341822
A dog in the snow.,Two dogs in snow.,0.6,31.131646131646136
Dalmation running along the beach.,A Dalmation runs along a beach.,0.96,63.92832584737804
A dog running through snow.,A dog runs in the snow.,1.0,46.069392090953784
Four black dogs run across the grass.,A dog runs across the grassy field.,0.4,51.18472999144179
A man in red and black is hitting a soccer ball with his head.,A man in a red striped soccer shirt heads a ball.,0.72,34.79092219373864
A brown dog is walking on the grass.,A dog chases another by a tree.,0.24,15.74272708781902
A woman placing a baby on a skateboard on the beach.,a woman holds a small baby on a skateboard at the beach,0.92,55.84887443637242
A black dog is biting a light brown dogs ear in a playful manner.,A black dog playfully bits another dog in a living room setting,0.8,39.54740183034479
The beagle is walking on the beach at the waterline.,A beagle walks along the calm shore.,0.8800000000000001,28.545213008809554
The black and white dog runs through the grass.,A black and white dog is running through grass.,1.0,61.411319120297435
"Two dogs run through the snow, one with a tennis ball.","The boy is doing a stunt, through the air, on his bicycle.",0.0,30.3526496660404
A black dog is walking on the grass with a stick in it's mouth.,The black dog is running on the grass with a toy in it's mouth.,0.64,68.45435083273725
A man walks toward a policeman standing in a crosswalk on a city street.,A policeman stands in a crosswalk in a city.,0.6,65.89790956136034
A black dog and a white dog playing in the street.,A black dog and a white dog play in the street together.,0.92,78.92617170660655
A large black and white dog is swimming in the water.,A black and white dog with a stick is in muddy water.,0.72,49.28176587825499
A little boy clowns with a colander on his head.,A boy with a metal colander on his head.,0.8400000000000001,62.87111596734884
Two constructions workers sit on a beam taking a break.,The man is putting on his shirt near an elevator.,0.0,16.282380513409024
A man and a woman laughing.,A man and a woman kiss.,0.24,65.79840042182778
"A black, brown and white dog running through a field.",A white and brown dog runs in a field.,0.5660000000000001,47.45273211280074
Children are playing in a swimming pool while two adult men watch them.,Children play in a pool while adults look on.,0.92,48.44001180679818
Two kids splashing in the water.,Two dogs play together on the bed.,0.0,20.9624480387588
The brown and white dog is walking in shallow waters.,A white and brown dog appears to be walking on the water.,0.92,35.01445465892131
A woman reads while on public transportation.,A man who has fallen asleep on public transportation.,0.32,56.07336645683767
A bulldog is running through a grassy park while people stand in the background.,A dog is running in a large body of water causing it to splash.,0.36,31.399091120653488
A young boy riding a bike on a brick road,A person does tricks on a bike on a ramp surrounded by trees.,0.44,23.757256564686482
The young man is skateboarding at a skate park.,a boy in a blue T shirt is airborne on a skateboard in a skate park.,0.76,42.18313782925733
A girl jumping rope on a sidewalk near a parking garage.,A girl jumping rope on a sidewalk with a parking garage to the left.,0.8800000000000001,71.4862915929777
A person is out in the water at the beach while the sun sets.,A person above their surfboard on the water.,0.6,37.80776434811975
A dog jumps in midair to catch a Frisbee.,The brown dog jumps for a pink Frisbee.,0.8,40.13488805834194
The dog returns the play toy to its master.,Three dogs race in the snow together.,0.2,21.887998502349458
Two females jump off of swings.,Two girls jump out of swings.,0.92,49.61464509364359
A woman with a young girl pose with bear statues in front of a store.,A man in a jersey stands in front of a large crowd.,0.12,33.740829563989614
A shirtless man playing football on a lawn.,A shirtless man catches a football,0.8800000000000001,57.90803277383449
A girl wearing green twists something in her hands.,A young boy wearing only green shorts poses awkwardly with a brick background.,0.16,20.168254030788535
A man in a red jacket holds his bike for the picture.,A woman in a red jacket is video taping a natural landscape.,0.08,36.776586059278664
A boy jumps into a not-so-crowded public pool.,A man jumps while on a snowboard.,0.16,20.93078736688214
The clowns are striking a pose for the camera.,A child in orange is on a boogie board in the waves.,0.12,14.956738772767883
Four kids holding hands jump into a swimming pool.,Four dogs playing in the snow.,0.0,20.93788231129203
A boy pushes a wagon with two pumpkins.,A child squats behind a wagon with two pumpkins in it.,0.5599999999999999,50.420762472321876
Two soccer players battle for the ball during an intense match.,Two little orange and white dogs are in the snow.,0.0,20.983880073377126
The black dog is walking through the tall grass.,The black dog is running through the grass.,0.76,70.85981546436678
Two black dogs playing in the snow.,A black dog digs in the snow.,0.6799999999999999,61.819101190429
A dog jumps over a chain.,A dog leaping over a chain.,1.0,52.93538606440339
A girl with a black purse sitting on a wooden bench.,A young woman with a black purse sits on a wooden bench.,0.92,68.11413749485675
A black and a yellow dog,A black dog and a brown-and-white dog play in a field.,0.44,20.272599958863076
Three children in a ball pit.,Several children playing in a ball pit.,0.6799999999999999,49.8476775548563
A large white and grey dog runs through a yellow tunnel in an obstacle course.,A white and black dog is running out of a yellow and orange tube.,0.72,33.88751108317677
A swimmer is doing the backstroke in the swimming pool.,a person doing the back stroke in a swimming pool,0.96,71.14163959072147
A man stands astride a bike on a rocky trail by a lake.,"A woman is wearing a white headband, purple tank top and black gloves.",0.0,15.54499432392059
A brown dog is running through green grass.,A brown dog is running though a river.,0.48,67.1720957229647
A small white dog and large brown dog play on the grass.,A small light tan dog is running past a large brown dog standing in the grass.,0.6799999999999999,42.92440073571676
A woman holds a dog while another dog stands nearby in a field.,A lady holding one dog while another dog is playing in the yard.,0.6799999999999999,43.69978046337919
A black dog walking through water.,Two black dogs walking through the snow.,0.48,57.30397822059003
A black dog is running in snow.,A black dog is swimming with a ball in it's mouth.,0.36,31.28795382534204
A woman dressed in green is playing with her tan dog.,A tan dog licks a girls hand while laying down.,0.32,28.655477506947076
Two homeless men stand outside with a cardboard sign.,Two homeless young men holding a cardboard sign.,0.92,58.39036806575163
A brown dog wades in the water.,A dog splashes in the murky water.,0.72,36.90109324426062
One man in an orange shirt wearing a white helmet is riding a bike.,The man wearing a blue helmet is riding a Polaris.,0.5599999999999999,54.55957093864271
A little boy is standing in front of a wedding party laughing.,A person standing on a stage in front of a seated crowd,0.36,36.64977280914331
A person on a snowmobile.,A person on a snowmobile in mid jump.,0.72,68.55032785413673
The man is standing on the shore hitting a ball with a paddle.,Two teenage girls are standing on beside the beach listening to ipods.,0.16,26.21872660765697
This over the top photo shows two men taking a break.,A person with swim cap and goggles taking a breath.,0.08,30.781698992951085
Two brown dogs running together on sand,Two brown dogs are running on the sand.,0.92,58.289024789654384
A black dog is chasing after a red Frisbee.,A black poodle is running in the snow.,0.2799999999999999,22.23000672191745
Two girls with ponytails ride an amusement park ride.,A young girl is on a ride at an amusement park.,0.6,49.97255640163973
A dog digging in the sand.,A brown dog digs in the sand.,0.8400000000000001,55.13985372558376
Two men sit on the sidewalk in front of stores.,A woman in a bathing suit walks a dog on the beach.,0.0,20.186195681310082
A black and white spotted dog jumps over a stream.,A black and white spotted dog is jumping over the small stream of water.,0.92,54.13288437290233
A person on a bmx bike.,A man on a bike in mid-air,0.6,24.441649931101423
Two dogs running through tall grass.,Two dogs are running through a grassy area.,0.92,57.201635309079315
Little white dog wearing a leash jumping after a red ball.,A black and white dog returns a stick in the snow.,0.2,23.947863977230025
A group of people standing outside of a building.,A large group of people have formed a line outside.,0.64,43.06429364251199
A group of four children dancing in a backyard.,A group of children do stretches on colored mats.,0.32,35.271799002904075
a group of teenagers are jumping in the air on the beach.,A group of young people jump up in the air while on the beach.,0.96,48.0442696181011
A boy waves around a sparkler.,A young boy is twisting a sparkler around in the air.,0.8800000000000001,32.286800145553116
Several people are sitting around a fire at night.,A group of people are standing and sitting around on the ground at night.,0.52,46.677139269150494
Two different breeds of brown and white dogs play on the beach.,Two dogs playing in the sand at the beach.,0.8,46.01424149557761
One man and two women dressed in vampire costumes,A man and two women dressed in costumes.,0.6799999999999999,80.66035718115779
"Two boys, one wearing a hat, in a playground.",Boy in tan hat laughs while sitting near playground equipment.,0.48,26.560221660717144
Two dogs playing in snow.,Two dogs play in the snow.,1.0,69.14811538650548
A woman holds a baby while a man looks at it as another man holding a child watches.,A woman stands with her arms out in a store while another woman holds a camera.,0.08,38.609349225193704
A white fluffy dog is running in pure white snow.,"A fluffy, white dog running in the snow.",0.92,53.56925027351364
A woman holding a newspaper.,A man rollerblading on a metal bar.,0.0,18.242408191651986
A group of men playing brass instruments.,A group of guys play instruments outside.,0.6799999999999999,55.067933331690455
Two girls on the shore watch people in a boat fish.,"Two males, one in red and one in white playing a basketball game.",0.0,13.927528911432105
a snowboarder jumps into the air.,A snowboarder flies through the air.,0.8,48.75800229454689
A white dog with red ears is running in the snow.,a wet black dog with a red collar is in the river,0.12,28.002129298699625
A little girl and a little boy hold hands on a shiny slide.,A little girl in a paisley dress runs across a sandy playground.,0.08,28.80120801283311
Kids play soccer on a field.,Three boys playing soccer in a field,0.8400000000000001,40.88054442389563
A man jumps off of one rooftop onto another.,A young man jumps from one balcony to another.,0.5599999999999999,43.37198311387771
"One child pulls another, sitting in a red wagon, along the sand.",A young boy pulls another boy wearing a silly hat in a radio flyer wagon.,0.6799999999999999,32.301325044429454
An owl has its wings up and widespread during the day.,The bird has its wings spread as it flies.,0.48,41.91468492091958
