s1|s2|sts_score|metric_score
A woman is firing a rifle.|A man is performing stunts.|0.05|0.5300337076187134
A woman puts a garland over a man's shoulders.|A man pours water over a pilots head.|0.1|0.5751997232437134
An old woman is shaking hand with a man.|A man and a woman shake hands.|0.75|0.7080630660057068
The woman is waterskiing.|A woman is wake boarding on a lake.|0.35|0.6741378903388977
Trees are bending in storm.|Trees are hit by very hard winds.|0.5334|0.728818416595459
A man and woman is riding in a car.|A woman is frying shrimp.|0.08|0.432657390832901
A man is moving a tree limb.|The woman is playing the violin.|0.0|0.4186561405658722
A man plays a piano.|A woman is playing the violin.|0.2|0.7346833944320679
A person pours oil on a skillet.|A person is dicing an onion.|0.16|0.49422791600227356
The animal is eating.|A woman is dancing.|0.0|0.44682231545448303
The woman is walking her dog.|A woman walks her dog down the street.|0.8|0.7785107493400574
A group of people sing.|Some people are singing.|1.0|0.7833371162414551
The cat is drinking milk.|A cat is licking from a saucer of milk.|0.8800000000000001|0.7027228474617004
A girl is making eyelid.|A woman is applying eyeshadow.|0.4|0.5745418667793274
Two men are fighting.|Two men are fighting using a form of martial arts.|0.5599999999999999|0.6791800856590271
The military officer barked at the recruits.|An officer is talking to recruits.|0.5|0.7243377566337585
The man is putting chicken into the container.|A man is putting foods in a box.|0.5|0.6968607306480408
A man is tying on a stenographers machine.|the man used a stenograph.|0.45|0.5945197343826294
A woman is adding pasta to a pot of water.|A woman is making noodles.|0.72|0.687066912651062
A woman is lying on a blanket on a rock and reading a book.|A woman seated is singing a song and playing the guitar too.|0.24|0.5017812848091125
Two puppies are playing with each other.|Some men are playing soccer.|0.04|0.5577464699745178
A man is running on a field.|A man climbs up a rope.|0.2|0.5971104502677917
A man is hugging someone.|A man is taking a picture.|0.08|0.5781880021095276
Someone is pouring ingrediants into a pot.|A man puts vegetables into a pot.|0.5599999999999999|0.6557162404060364
A couple are walking.|Some men are sawing.|0.0|0.5219283699989319
A person is playing a guitar.|The man played his guitar.|0.6|0.7677329182624817
A person is adding food in a pan.|A woman puts rice into a pan.|0.6|0.7237705588340759
A group of penguins is walking.|A large amount of penguins are heading to the ocean.|0.5599999999999999|0.5962316989898682
A man is playing a guitar.|Someone is handling a bun.|0.0|0.5713173747062683
A dog is jumping on a trampoline.|A boy is playing a guitar.|0.0|0.5431053042411804
A man is shaking a container over a kitchen sink.|A man is emptying a plastic container.|0.44|0.592229962348938
A man is walking with a horse.|A man is leading a horse around by it's halter.|0.75|0.6559941172599792
Paper is being cut with scissors.|A piece of paper is being cut.|0.8|0.7313821315765381
A person peels shrimp.|The lady peeled the shrimp.|0.7|0.7130821347236633
A man is playing a guitar.|A man tries to read the paper.|0.16|0.5739999413490295
A man making a bed in a hotel.|A man is holding a animal.|0.16|0.4766608774662018
The dog pulled the dogs tail and then his leg.|A monkey pulled a dogs tail.|0.35|0.6467582583427429
A woman beats two eggs in a bowl.|A person is mixing ingredients in a bowl.|0.6|0.6213801503181458
A man is jumping rope outside.|A woman is slicing a cucumber.|0.0|0.43723663687705994
A person is slicing some onions.|A hamster is singing.|0.0|0.41849374771118164
A woman holds a kangaroo.|A man in a hat sings a song.|0.0|0.4996137320995331
Soccer players are kicking a soccer ball into the goal.|A soccer player scores a goal.|0.76|0.6785765886306763
A woman is cooking something.|A woman is pouring ingredients into a frying pan.|0.64|0.5658124089241028
A woman is swimming in the beach.|A woman splashes around in the ocean's waves.|0.64|0.6583312153816223
A man is carrying another man.|A man sprays another man with water from a hose.|0.16|0.46171361207962036
The woman is putting paste into a dish.|A woman is pulling some kind of sticky goo out of a bowl.|0.3|0.6101428270339966
A man is holding up and talking about a gray You Tube T-shirt.|A man is showing a t shirt.|0.55|0.6843511462211609
Someone pours olive oil into a bowl of tomato wedges.|The man poured oil on the tomato slices.|0.75|0.7435420155525208
A man is playing the guitar.|The man played his guitar with a friend.|0.64|0.79334956407547
Someone is boiling okra in a pot.|Someone pours olive oil into a bowl of tomato wedges.|0.16|0.6069887280464172
A person is peeling a potato.|A cat is licking a small bottle.|0.0|0.5616135597229004
A cat is jumping into a box.|A young man is talking to a leaf.|0.0|0.5030010342597961
The woman is seasoning the oil.|A woman is pouring ingredients in a bowl.|0.2799999999999999|0.5775792002677917
A cat is sliding upside down under a couch.|A cat is crawling under a piece of furniture on it's back.|0.64|0.7127897143363953
A woman dances while a man plays the keyboard.|A woman is dancing on a stage.|0.44|0.6657885909080505
A chef is cleaning up a bowl of soup.|A man is wiping the edge of a bowl off.|0.5065999999999999|0.6211369037628174
An explosion is booming in the desert.|A nuclear weapon explodes in a desert.|0.6799999999999999|0.8052775263786316
A woman slices a lemon.|A man is talking into a microphone.|0.0|0.47044941782951355
An overweight man is skipping rope.|A young man is dancing.|0.16|0.45314788818359375
The lady cracked two raw eggs.|The woman is cracking eggs into a bowl.|0.64|0.6701191067695618
A man sharpens a pencil using a knife.|A woman is dancing in the rain.|0.0|0.3935634195804596
Plastic toys are floating in water.|The ladies are performing a dance.|0.0|0.4447113871574402
The turtle followed the fish.|A sea turtle is hunting for fish.|0.6|0.6617375016212463
The woman is pencilling on eye shadow.|The girl is using an eye pencil on her eyelid.|0.5599999999999999|0.7427785992622375
A man is tying his shoe.|A dog is riding on a bicyclists shoulders.|0.0|0.3637685775756836
A woman is slicing meat with a knife.|A man is spreading out dough.|0.0834|0.5093383193016052
A dog is running on the ground.|A girl is tapping her finger nails.|0.0|0.453605592250824
A man is petting a tied up dog.|A man is showing his dog to the camera.|0.2|0.6300001740455627
A woman is walking on an open ground with a pet dog as some other dogs follow them.|A man is walking with several dogs.|0.4|0.7615460753440857
A woman is mincing some garlic.|A person is cleaning a disk.|0.0|0.568334698677063
Two teams are playing soccer.|Different sets of teams are playing football on a field.|0.5|0.73753422498703
A rat like creature is smelling around.|An animal is walking on the ground.|0.4|0.4751582443714142
Two Sumo ringers are fighting each other.|A man rides a water toy in the water.|0.0|0.41120269894599915
A man lays on the ground and aims a rifle.|A man is spreading butter on a tortilla.|0.0|0.4543764293193817
A couple are running towards the ocean.|A man and and woman are running together, holding hands.|0.5636|0.5788004994392395
A woman is chopping a hard egg.|A person is cutting  boiled egg into pieces.|0.7066|0.6553483605384827
Two robots share a kiss.|A male and female robot are kissing.|0.76|0.6719046235084534
A cat is trying to touch a dog.|The cat teased the dog by touching his head.|0.65|0.7281826734542847
The rhino grazed on the grass.|A rhino is grazing in a field.|0.8|0.6912986040115356
The man drove his little red car around the traffic.|The dog ran in the water at the beach.|0.0|0.47851377725601196
A man is cutting bread.|A man is doing tricks with a soccer ball.|0.2|0.5097315907478333
A cat rapidly swats a kid in the head.|A cat and a boy play together.|0.52|0.4859088957309723
A cat is playing in a box.|The dog is playing with the floor cleaner.|0.2799999999999999|0.5948806405067444
The couple danced in the church.|A couple slow dances.|0.64|0.6170124411582947
A man is patting an alligator on the mouth.|A person is dumping chopped vegetables into a pot on the stove.|0.0|0.38457512855529785
A person checks some rice pudding.|A horse is running.|0.0|0.4053915739059448
A woman is stirring two eggs in a glass bowl.|A young girl is singing on a stage.|0.0|0.45781439542770386
The man is playing the drums.|A man pours cleaner in his sink.|0.0|0.439887136220932
A man is slicing a pepper.|A person cuts a big green pepper apart.|0.76|0.7214264869689941
A woman is speaking in sign language.|A woman spices some seafood.|0.1286|0.4231918752193451
A boy is crawling into a dog house.|A cat is playing on the floor.|0.0|0.6349078416824341
The girl flew her kite while she ran up a hill.|A girl loses her kite.|0.45|0.6079104542732239
A woman is placing food in a pot of hot water.|A woman is frying meat.|0.25|0.6490636467933655
A small monkey walks through water.|A monkey is wading across a marsh.|0.6799999999999999|0.7864733934402466
A man is riding a bike.|A panda bear is eating.|0.0|0.4481111466884613
A young man is singing and playing the piano.|The man is writing a letter.|0.04|0.5362133383750916
A boy takes off his sunglasses.|A boy is screaming.|0.1|0.48612311482429504
A girl is playing a piano.|A boy is doing push ups.|0.0|0.5535691976547241
The lady sliced a tomatoe.|Someone is cutting a tomato.|0.8|0.6524084806442261
Someone is holding a hedgehog.|A onion is being sliced.|0.0|0.4791228473186493
A woman peels a potato.|A woman is grilling pineapples.|0.2|0.6333834528923035
A cat is drinking some water.|A truck is going down a hill.|0.0|0.4545990228652954
A person is putting salt and pepper on a piece of pork.|A youngster is sitting on a piano.|0.0|0.43695566058158875
The man sat in his chair and stared.|The little girl is putting her hair into a pony tail.|0.0|0.4110858738422394
A woman is dicing a potato.|A woman cuts tofu into tiny pieces.|0.36|0.4714086651802063
A baby is crawling happily.|A baby sneezed and scared another baby.|0.24|0.5853323340415955
A person is frying a meat in the pan.|A man is cutting a vegetable.|0.12|0.5316084027290344
A man is looking out of a window.|A woman is swimming in the water.|0.05|0.5146169662475586
A man seated is playing the guitar.|A man is playing an acoustic guitar and singing into a microphone.|0.65|0.6526650786399841
A woman is slicing an onion with a knife.|A man is preparing some dish.|0.25|0.5342572927474976
A rider is running and jumping her horse.|A woman jumps hurdles on a horse.|0.8|0.5551560521125793
A boy is playing a key-board.|A boy is sitting in a room playing a piano by lamp light.|0.65|0.6169242858886719
Two men are fighting.|The man is exercising.|0.15|0.5840936303138733
A man is playing a wooden flute while several other men play bongo drums.|A man is playing a flute.|0.65|0.7570514678955078
A person is petting a monkey.|A man is holding a slow loris.|0.24|0.4234059154987335
Two cartoon rabbits are kissing.|A rabbit is kissing another rabbit.|0.76|0.634120523929596
The hedgehog chewed on the towel.|A hedgehog is biting at a blanket.|0.6799999999999999|0.6758120059967041
A cat is licking himself.|A man is slicing a white onion with a mandolin slicer.|0.0|0.4097675681114197
A small guinea pig is gnawing and eating a piece of carrot on the floor.|A Guinea pig eats a carrot.|0.7|0.6762682795524597
Four boys are standing in front of the burning car.|Four young men stand still as a car explodes behind them.|0.75|0.6469873189926147
A man is smoking.|The man sat in his suit and smoked.|0.8|0.6311653852462769
A woman is adding sauce to some food.|A person is cutting leaves.|0.04|0.48201945424079895
Three children are eating their food.|The deer jumped over the fence.|0.0|0.42791229486465454
A submarine is going through water.|A baby is falling asleep.|0.0|0.46475550532341003
A man is running on a street.|A man plays the guitar.|0.16|0.5397478938102722
A person is slicing an onion.|A cat is pooping into a toilet.|0.0|0.4421100616455078
A badger is digging in the dirt.|A man is moving large rocks.|0.0|0.48715880513191223
A woman is slicing big pepper.|A dog is moving its mouth.|0.0|0.4322911202907562
A man is riding a bicycle.|A man is riding a bike.|1.0|0.9130507111549377
A man and a woman are kissing each other.|A man and a woman are talking to each other.|0.12|0.7452368140220642
A woman is slicing an onion.|A woman is cutting an onion.|0.8400000000000001|0.8616726994514465
A small boy is playing with a dog.|A baby is playing with a dog.|0.75|0.8929387331008911
The man is drawing.|A man is drawing.|1.0|0.8770812153816223
A man is cutting a potato.|A woman is cutting a tomato.|0.25|0.7381126284599304
A boy is playing a guitar.|A kid is playing a guitar.|0.72|0.8870328664779663
A woman is cutting an onion.|A woman is cutting through an onion.|1.0|0.8682820796966553
A toy train is striking a toy car.|A toy train strikes a toy car.|1.0|0.8497542142868042
A man is playing the guitar.|A man is playing the flute.|0.44|0.8563564419746399
A cat opens a drawer and climbs inside.|A cat is opening a drawer and climbing inside.|1.0|0.886374831199646
A woman is frying a food.|A woman is deep frying food.|0.85|0.7895497679710388
A man is dicing an onion.|A woman is cutting an onion.|0.5|0.6823878884315491
A girl is playing a guitar.|A man is playing a guitar.|0.5599999999999999|0.8744224905967712
A girl is singing on stage.|A man is singing on stage.|0.5599999999999999|0.8959048986434937
A woman is riding a horse.|A woman is riding a donkey.|0.5599999999999999|0.8465341329574585
A girl is playing a guitar.|A man is playing a guitar.|0.5599999999999999|0.8744223713874817
A woman is brushing some shrimp.|A woman brushes some shrimp.|1.0|0.8794119954109192
A man is dancing on the ceiling.|A man is dancing on the ceiling of a room.|0.96|0.8646026849746704
A woman thinly slices an onion with a large knife.|A woman is slicing onions with a large knife.|0.8400000000000001|0.8316951394081116
A man is playing a keyboard.|A man plays a keyboard.|1.0|0.9072527289390564
A man plays the guitar.|A man is playing the guitar.|1.0|0.9135178923606873
A woman is peeling a potato.|A woman peels a potato.|1.0|0.8682354092597961
A woman is handling a frog.|A man is holding a frog.|0.75|0.8434360027313232
A man is playing a flute.|A man is playing a guitar.|0.4|0.8639102578163147
A man is playing a guitar.|A man is playing a flute.|0.3166|0.8673767447471619
A man is playing a piano.|A man is playing a guitar.|0.3556|0.8978654146194458
A man is playing a guitar.|A man is playing a piano.|0.4|0.8965104222297668
A man is playing a flute.|A man is playing a guitar.|0.4|0.8639102578163147
A man is playing a flute.|A man is playing a guitar.|0.4|0.8639102578163147
Two women are on a couch.|Two women are hugging on a couch.|0.64|0.8031646609306335
Someone is slicing a cucumber.|A man is slicing a cucumber.|0.76|0.8596574664115906
A kitten is playing with a blue rope toy.|A kitten is playing with a toy.|0.8800000000000001|0.8284730315208435
The dog is barking at the toy.|A dog is barking at a toy.|1.0|0.8856341242790222
A person folds a tortilla.|A man folds a tortilla.|0.7|0.8685024380683899
A cat is drinking milk.|A kitten is drinking milk.|0.8|0.8932011723518372
A person is driving a car.|A man is driving a car.|0.7|0.8585907220840454
A turtle is walking.|A tortoise is walking.|0.8800000000000001|0.7952471375465393
A cow is eating grass.|A cow is eating hay.|0.76|0.8912425637245178
A woman is chopping broccoli.|A woman is chopping garlic.|0.52|0.8479655385017395
A man is crying.|A man is screaming.|0.6|0.8453205823898315
The man is playing the guitar.|A man is playing guitar.|1.0|0.883654773235321
A man is cutting an onion.|A man is cutting a plantain.|0.7333999999999999|0.7781832814216614
A man is slicing a potato.|A woman is peeling a potato.|0.4666|0.8291733860969543
A woman is tapping her fingers on a table.|A woman is tapping her fingers.|0.8|0.8635268807411194
Someone is boiling okra in a pot.|Someone is cooking okra in a pan.|0.8800000000000001|0.8480491042137146
A man is smoking.|A man is mixing.|0.04|0.6602895855903625
The man is playing the drums.|A man is playing drums.|1.0|0.8674814105033875
A man dives into a pool.|A man is diving into a pool.|1.0|0.9178956747055054
A woman is cutting a leak.|A woman is slicing a leek.|0.8|0.7117237448692322
A little boy is playing a guitar.|A boy is playing guitar.|0.92|0.9131525158882141
A woman is dancing.|The man is dancing.|0.52|0.8605473041534424
Women are talking.|The men are talking.|0.52|0.8735440969467163
A girl is putting gel in her hair.|A woman is putting gel on her hair.|0.52|0.9115975499153137
A kid is playing guitar.|A man is playing a guitar.|0.44|0.8272608518600464
A group of people are marching in place.|A group of people are dancing in concert.|0.3399999999999999|0.543816328048706
The woman is shooting a machine gun.|The man is shooting a gun.|0.4|0.829735279083252
A man played the piano.|A man plays a piano.|0.8|0.881133496761322
A woman is slicing an onion.|Someone is slicing a onion.|0.65|0.8548682332038879
A man is slicing a cucumber.|A man is cutting cucumbers.|0.9|0.821906328201294
A girl is eating a cupcake.|A woman is eating a cupcake.|0.52|0.9257480502128601
A woman is cutting an onion.|A man is chopping an onion.|0.4|0.7927505970001221
The man is playing a guitar.|A baby is playing a guitar.|0.36|0.7942567467689514
A man is playing the guitar.|A man is playing the drums.|0.3112|0.8616451025009155
Two little girls talk on the telephone.|Two girls talk on the phone.|0.9|0.8871209025382996
A man is chopping a log with an axe.|A man is chopping a tree trunk with an axe.|0.8|0.8355246186256409
A person is cutting a capsicum into pieces.|A person is slicing a garlic into pieces.|0.32|0.7844492793083191
A man is talking with a woman.|A woman is walking with a dog.|0.1|0.6274877190589905
The man is walking.|A man is talking.|0.2799999999999999|0.6909305453300476
Someone is pouring oil into a skillet.|Someone is pouring milk into a blender.|0.32|0.7196318507194519
A small kitten is playing a ball.|A kitten is playing with a ball.|0.8800000000000001|0.8924594521522522
A man is playing a guitar.|A woman is playing a flute.|0.36|0.781373143196106
A girl is playing a violin.|A girl is playing a flute.|0.52|0.8916513323783875
A man is playing two pianos.|A cat is playing a piano.|0.32|0.6632601618766785
A man is exercising.|A girl is exercising.|0.6|0.8666979670524597
A person is slicing a scallop.|A person is slicing octopus.|0.4|0.7354548573493958
A man and a woman are riding on their bicycles.|A man and woman are riding a motorcycle.|0.4|0.8363955020904541
Two men are fighting in a cow pasture.|Two men are fighting in a cattle pen.|0.8|0.8452489972114563
A woman is adding oil to a pan.|A man is pouring oil into a pan.|0.6|0.7992070317268372
A girl makes up her bed.|A young girl makes her bed.|0.8800000000000001|0.8404920697212219
The cat played with a watermelon.|A cat is playing with a watermelon.|0.96|0.8635279536247253
A girl jumps on a car.|A girl is jumping onto a car.|0.96|0.8721914291381836
A man is praying.|A man is running.|0.1454|0.660493791103363
A car is parking.|A cat is playing.|0.0|0.5645143985748291
A man is running.|A man is dancing.|0.25|0.6516842246055603
A man is singing.|A man is dancing.|0.1|0.7740462422370911
A man is carrying another man over his shoulder.|A man is carrying someone on his shoulder.|0.65|0.8630263209342957
A woman is peeling a potato.|A woman is slicing a tomato.|0.2666|0.8020244240760803
A woman is cutting a tomato.|A woman is slicing a potato.|0.2|0.7839543223381042
Someone is peeling a potato.|Someone is slicing a tomato.|0.2799999999999999|0.7510735988616943
A woman is peeling a potato.|A woman is slicing a tomato.|0.2666|0.8020244240760803
Two robots kiss.|Two robots are kissing.|1.0|0.7862460017204285
Two boys on a couch are playing video games.|Two boys are playing a video game.|0.8|0.8447505831718445
A woman is squeezing a lemon.|A woman is squeezing juice out of a lemon.|0.8800000000000001|0.8624662160873413
A woman is slicing an onion.|A man is slicing a tomato.|0.24|0.835819661617279
A woman is slicing a carrot.|A man is slicing a tomato.|0.24|0.8568366765975952
A girl is styling her hair.|A girl is filing her nails.|0.25|0.7541162371635437
A man walking down the stairs.|A man walks down a staircase.|1.0|0.8505630493164062
Two people are riding a motorcycle.|Two people are riding a bike.|0.4|0.8949386477470398
A man is playing a guitar.|A woman is playing an electric guitar.|0.44|0.8307824730873108
A man is playing a guitar and singing.|A man is playing a guitar.|0.64|0.848873496055603
A man is walking in the rain.|A man and woman is walking in the grand.|0.3|0.6524427533149719
A kangaroo is eating.|Kangaroo eating.|0.95|0.7650057673454285
A man is fishing.|A man is exercising.|0.1|0.615063488483429
A woman is swimming.|A man is singing.|0.0134|0.6010115146636963
A Woman is eating.|A animal is eating.|0.32|0.7345282435417175
A boy and a girl is dancing in the rain.|A man and woman is dancing in the rain.|0.52|0.8529399037361145
A man is driving a car.|A man drives a car.|0.975|0.887402355670929
A woman is grating onion.|A woman grates onions.|1.0|0.7102060914039612
Two roosters are fighting.|Two men are fighting.|0.4|0.6777232885360718
A man is riding a horse.|A man is driving a car.|0.2799999999999999|0.6644288897514343
A man is riding a horse.|A man is driving a car.|0.2799999999999999|0.6644288897514343
A man is shooting a gun.|A man is slicing a bun.|0.16|0.5496986508369446
A woman is cutting an onion.|A woman is cutting meat.|0.4|0.7610804438591003
The woman is slicing herbs.|The man is slicing bread.|0.32|0.7726234197616577
A boy is playing the piano.|A man is playing a piano.|0.6|0.8936601281166077
A baby elephant is eating.|A baby elephant eats a sapling.|0.7230000000000001|0.7364961504936218
A woman is cracking eggs into a bowl.|A woman is cracking eggs.|0.8|0.8259405493736267
A person is playing the keyboard.|A boy is playing a key-board.|0.8|0.7408595085144043
A boy whacks a man with a sword.|A boy spanks a man with a plastic sword.|0.6666000000000001|0.8009911179542542
A person is slicing a carrot into pieces.|A person is cutting an onion into pieces.|0.3|0.8169687986373901
A man sliced through a bunch of water bottles with a knife.|A man is slicing a line of water bottles with a knife|0.8800000000000001|0.8182880878448486
A man is writing in a book.|A man is writing on a paper.|0.575|0.8317044973373413
A woman is slicing a garlic.|A woman is slicing a big pepper.|0.44|0.8552926182746887
A person is making a bed.|A person is eating at a table.|0.04|0.5622383952140808
A man is playing keyboard.|A man is playing guitar.|0.36|0.8858432173728943
A man is playing a violin.|A man is playing a harp.|0.32|0.8824628591537476
The woman is smoking.|The man is walking.|0.04|0.590653121471405
The man erased what the other man had on the board.|The man erased the work on the board.|0.6|0.8313521146774292
A man is riding a motorcycle.|A man is riding a motorcycle through a town.|0.7|0.8406679630279541
A man is riding a motorcycle on the highway.|A man is riding a motorcycle.|0.7|0.8525798916816711
A woman is slicing up some meat.|A woman is slicing some onions.|0.4|0.7799022197723389
A woman cuts up broccoli.|A woman is cutting broccoli.|1.0|0.8788281679153442
A man is playing a piano.|A woman is peeling a potato.|0.0|0.5270506143569946
Someone is slicing a tomato.|Someone is slicing fruit.|0.64|0.8795756697654724
A woman is dancing in a cage.|A woman is dancing.|0.65|0.6791414022445679
A woman is swimming.|A man is spitting.|0.0|0.5657398104667664
A man is running.|A man is mooing.|0.2|0.555626392364502
The man is playing the guitar.|The man played his guitar.|0.7333999999999999|0.8753928542137146
A cat stares into the camera.|A cat addresses the camera.|0.6|0.839134156703949
The baby is laughing and crawling.|A baby is laughing and crawling on the floor.|0.8400000000000001|0.8654419779777527
A woman is shooting a gun.|A woman shoots a shotgun.|0.8182|0.7899289727210999
A woman is dancing in the rain.|A woman is dancing in railway station.|0.4|0.7651792168617249
A woman is dancing.|A woman is exercising.|0.2|0.7054024338722229
A kid is playing an instrument.|A young boy is playing a wind instrument.|0.76|0.7524790167808533
Someone slices a bottle with a sword.|A man breaks a bottle with a sword.|0.8|0.785159707069397
A woman is cutting an apple.|A woman is cutting potato.|0.36|0.8082671165466309
The man is peeling an apple.|A man peels an apple.|1.0|0.8388431668281555
The man is playing the guitar.|The man is playing with a skull.|0.2|0.6370096206665039
An animal is walking on the ground.|A solenodon is walking along the ground.|0.6|0.6730509400367737
A little girl is playing a grand piano on stage.|A little girl is playing the piano.|0.52|0.857546865940094
a group of people dancing|A group of men are dancing.|0.6799999999999999|0.8617262244224548
A man plays a guitar.|A woman is playing guitar.|0.4|0.8409866094589233
A cat swings on a ceiling fan.|A cat is spun around by a ceiling fan.|0.8400000000000001|0.7647042870521545
A woman is playing the flute.|A girl is playing a flute.|0.76|0.9042468667030334
The woman is dicing onions.|A woman is cutting an onion.|0.8800000000000001|0.7013029456138611
A monkey is brushing a bull dog.|A monkey brushes a dog.|0.8400000000000001|0.7924820184707642
A woman is slicing a onion.|A woman is cutting a potato.|0.24|0.7806239724159241
A man is playing the piano.|A woman is playing a guitar.|0.24|0.8174821734428406
A woman is washing her hands.|A woman is straightening her hair.|0.16|0.6619684100151062
A woman fires a shotgun.|A woman is shooting a gun.|0.64|0.7992327809333801
A man is eating a bowl of cereal.|The man is eating cereal.|0.8|0.8461913466453552
A woman is bathing into bath-tub.|A woman is taking a bath.|0.8800000000000001|0.6638809442520142
A motorcyclist crashes on his motorcycle.|A person crashes on a motorcycle.|0.8400000000000001|0.7277162671089172
A man is dangling a mouse near a snake.|A man is feeding a mice to a snake.|0.64|0.6464704275131226
A man and a woman are walking in the woods.|A man and woman are walking through the jungle.|0.6799999999999999|0.8169252276420593
A person pours some rice pudding into a bowl.|The lady poured the rice pudding into a bowl.|0.8|0.8190134167671204
A man stares out a window.|A man looks out the window.|0.96|0.8866528868675232
A woman is firing a rifle.|A woman is cutting a lemon.|0.04|0.5522251725196838
A man is eating a banana.|Someone is peeling a banana.|0.36|0.7962051630020142
The men are performing on stage.|The comedic mimes performed on stage.|0.52|0.6728941202163696
A cartoon woman dives into a pool.|A cartoon woman is diving off a board.|0.5599999999999999|0.8070308566093445
The lady put the baby int a trashcan.|A woman puts a baby in a trash can.|1.0|0.8047410845756531
Someone is frying meat.|Someone is playing paino.|0.05|0.4902716875076294
A man is rapidly chopping some mushrooms using a knife.|A person is quickly chopping mushrooms with a knife.|0.75|0.8581992983818054
A woman is adding ingredients to a bowl.|A woman is cracking three eggs into a bowl.|0.35|0.6693362593650818
A skateboarder does tricks on a half-pipe.|A man skateboards on a half pipe.|0.7|0.8034089207649231
A man is speaking on a stage.|A man is speaking at a podium.|0.6799999999999999|0.8912234306335449
A man is playing a guitar.|A man in a hat is playing a harp.|0.2799999999999999|0.7580031752586365
A man is playing on his keyboard.|A man is playing a guitar.|0.2799999999999999|0.8129826784133911
A person is cutting a potato.|A person is slicing a shallot.|0.2|0.6423103213310242
A man is dancing on the ceiling of a room.|A man is dancing upside-down on the ceiling.|0.92|0.8109055161476135
Two men are dancing.|Two women are shopping.|0.08|0.5728074908256531
Someone is seasoning eggs.|Someone is seasoning two raw eggs in a bowl.|0.72|0.7561323046684265
A man is swinging in a rope.|A gibbon is swinging in the trees.|0.25|0.5823927521705627
A man is cutting tomatoes.|A woman is cutting broccoli.|0.3|0.7981873750686646
A woman is boiling shrimp.|A woman is combing her hair.|0.2|0.4807465970516205
A man cuts a potato.|A man is slicing a potato.|0.75|0.5999941229820251
A man is dancing on the road.|A man is dancing.|0.65|0.8336432576179504
The deer jumped over the fence.|A deer jumps over a cyclone fence.|0.8|0.7501921057701111
A girl dances in the rain.|A woman is dancing in the rain.|0.6|0.882694661617279
A woman is writing a letter.|A woman is sitting at a desk.|0.3334|0.5762863755226135
A gorilla is playing the drums.|A monkey is playing drums.|0.6666000000000001|0.8014028072357178
A woman is riding on a horse.|A woman is picking tomatoes.|0.1|0.46993520855903625
The boy cut the grass by the curb with scissors.|A boy cuts grass with scissors.|0.75|0.7693755626678467
A man with glasses is talking.|A man in a library is talking.|0.65|0.661938488483429
A woman is cutting some flowers.|A woman is cutting broccoli.|0.2|0.7555112242698669
A person is walking down a stone path.|A man is walking down a sidewalk.|0.7|0.7628479599952698
A man plays the keyboard with his nose.|The man is playing the piano with his nose.|0.8800000000000001|0.8373890519142151
A man is playing guitar.|A cat is playing.|0.08|0.633944034576416
A animal is eating.|The animal is hopping.|0.08|0.5653828382492065
A man is lifting weights.|A man is lifting a barbell.|0.8400000000000001|0.8456416726112366
A man is running with a bus.|A man runs with a truck.|0.5|0.7772931456565857
A man is climbing a rope.|A man is sitting on a rock.|0.05|0.6420657634735107
A cat is playing the piano.|A cat is licking its paw.|0.05|0.6104581952095032
A woman is dancing in the rain.|A woman is adding oil to a dish.|0.05|0.5287254452705383
Men are running a race.|Racers are running down a track.|0.52|0.7061566710472107
A man is cutting tomatoes into pieces.|A woman is cutting potatoes.|0.36|0.7158706188201904
A man is playing a flute.|A woman is applying eye liner.|0.0|0.47681543231010437
A woman is cutting potatoes.|A woman is slicing carrots.|0.24|0.7619137763977051
A chicken is pecking at a dead mouse.|A rooster pecks at a dead mouse.|0.72|0.7826765179634094
The woman is thinly slicing a cucumber.|The woman is slicing a tomato.|0.24|0.7926399111747742
A person is slicing a bread pieces.|A man is slicing bread.|0.64|0.769356369972229
A woman is cutting a squash.|A woman is cutting big pepper.|0.44|0.6547724008560181
A woman is adding oil on fishes.|A woman is riding a horse.|0.16|0.4677349627017975
A woman is grating carrots.|A woman is coating a pork chop.|0.32|0.6136311888694763
Someone is cleaning a animal.|A woman is cleaning a shrimp.|0.5599999999999999|0.6039140820503235
A man is talking on the phone.|A man is talking.|0.64|0.8343309760093689
A woman is smoking.|A woman is making some food.|0.16|0.561716616153717
A man laying down and shooting a gun|A man is laying on the ground shooting a rifle.|0.76|0.7516725659370422
A man is being put into an abulance.|A man is pouring pasta onto a plate.|0.0|0.40971648693084717
A man is diving into a swimming pool.|A man is singing into a microphone.|0.1334|0.5066146850585938
A man is firing a shot gun.|A man shoots a shotgun.|1.0|0.8554050922393799
A man playing the guitar.|A man is playing a flute.|0.36|0.8255208134651184
A man is peeling potato.|A man is playing a guitar.|0.08|0.5325525403022766
The woman is riding a horse.|A man is riding a horse in an arena.|0.4|0.7277159690856934
An airplane moves along a runway.|A plane is landing on a runway.|0.5599999999999999|0.7795311808586121
A woman is slipping in the water-tub.|A woman is lying in a raft.|0.16|0.6261538863182068
A man is mowing a lawn.|A man is mixing.|0.16|0.6524040699005127
A woman is peeling a potato.|A woman is hitting a man.|0.15|0.5401164293289185
A man is playing piano.|A man is laying on the ground.|0.15|0.46705111861228943
A woman is doing ballet.|A woman is riding on a horse.|0.2|0.5903040170669556
A woman is cutting an onion.|A woman is rowing a boat.|0.16|0.5065370202064514
