s1|s2|sts_score|metric_score
A woman is cutting a leak.|A woman is slicing a leek.|0.8|0.7117237448692322
A little boy is playing a guitar.|A boy is playing guitar.|0.92|0.9131525158882141
A woman is dancing.|The man is dancing.|0.52|0.8605473041534424
Women are talking.|The men are talking.|0.52|0.8735440969467163
A girl is putting gel in her hair.|A woman is putting gel on her hair.|0.52|0.9115975499153137
A kid is playing guitar.|A man is playing a guitar.|0.44|0.8272608518600464
A group of people are marching in place.|A group of people are dancing in concert.|0.3399999999999999|0.543816328048706
The woman is shooting a machine gun.|The man is shooting a gun.|0.4|0.829735279083252
A man played the piano.|A man plays a piano.|0.8|0.881133496761322
A woman is slicing an onion.|Someone is slicing a onion.|0.65|0.8548682332038879
A man is slicing a cucumber.|A man is cutting cucumbers.|0.9|0.821906328201294
A girl is eating a cupcake.|A woman is eating a cupcake.|0.52|0.9257480502128601
A woman is cutting an onion.|A man is chopping an onion.|0.4|0.7927505970001221
The man is playing a guitar.|A baby is playing a guitar.|0.36|0.7942567467689514
A man is playing the guitar.|A man is playing the drums.|0.3112|0.8616451025009155
Two little girls talk on the telephone.|Two girls talk on the phone.|0.9|0.8871209025382996
A man is chopping a log with an axe.|A man is chopping a tree trunk with an axe.|0.8|0.8355246186256409
A person is cutting a capsicum into pieces.|A person is slicing a garlic into pieces.|0.32|0.7844492793083191
A man is talking with a woman.|A woman is walking with a dog.|0.1|0.6274877190589905
The man is walking.|A man is talking.|0.2799999999999999|0.6909305453300476
Someone is pouring oil into a skillet.|Someone is pouring milk into a blender.|0.32|0.7196318507194519
A small kitten is playing a ball.|A kitten is playing with a ball.|0.8800000000000001|0.8924594521522522
A man is playing a guitar.|A woman is playing a flute.|0.36|0.781373143196106
A girl is playing a violin.|A girl is playing a flute.|0.52|0.8916513323783875
A man is playing two pianos.|A cat is playing a piano.|0.32|0.6632601618766785
A man is exercising.|A girl is exercising.|0.6|0.8666979670524597
A person is slicing a scallop.|A person is slicing octopus.|0.4|0.7354548573493958
A man and a woman are riding on their bicycles.|A man and woman are riding a motorcycle.|0.4|0.8363955020904541
Two men are fighting in a cow pasture.|Two men are fighting in a cattle pen.|0.8|0.8452489972114563
A woman is adding oil to a pan.|A man is pouring oil into a pan.|0.6|0.7992070317268372
A girl makes up her bed.|A young girl makes her bed.|0.8800000000000001|0.8404920697212219
The cat played with a watermelon.|A cat is playing with a watermelon.|0.96|0.8635279536247253
A girl jumps on a car.|A girl is jumping onto a car.|0.96|0.8721914291381836
A man is praying.|A man is running.|0.1454|0.660493791103363
A car is parking.|A cat is playing.|0.0|0.5645143985748291
A man is running.|A man is dancing.|0.25|0.6516842246055603
A man is singing.|A man is dancing.|0.1|0.7740462422370911
A man is carrying another man over his shoulder.|A man is carrying someone on his shoulder.|0.65|0.8630263209342957
A woman is peeling a potato.|A woman is slicing a tomato.|0.2666|0.8020244240760803
A woman is cutting a tomato.|A woman is slicing a potato.|0.2|0.7839543223381042
Someone is peeling a potato.|Someone is slicing a tomato.|0.2799999999999999|0.7510735988616943
A woman is peeling a potato.|A woman is slicing a tomato.|0.2666|0.8020244240760803
Two robots kiss.|Two robots are kissing.|1.0|0.7862460017204285
Two boys on a couch are playing video games.|Two boys are playing a video game.|0.8|0.8447505831718445
A woman is squeezing a lemon.|A woman is squeezing juice out of a lemon.|0.8800000000000001|0.8624662160873413
A woman is slicing an onion.|A man is slicing a tomato.|0.24|0.835819661617279
A woman is slicing a carrot.|A man is slicing a tomato.|0.24|0.8568366765975952
A girl is styling her hair.|A girl is filing her nails.|0.25|0.7541162371635437
A man walking down the stairs.|A man walks down a staircase.|1.0|0.8505630493164062
Two people are riding a motorcycle.|Two people are riding a bike.|0.4|0.8949386477470398
A man is playing a guitar.|A woman is playing an electric guitar.|0.44|0.8307824730873108
A man is playing a guitar and singing.|A man is playing a guitar.|0.64|0.848873496055603
A man is walking in the rain.|A man and woman is walking in the grand.|0.3|0.6524427533149719
A kangaroo is eating.|Kangaroo eating.|0.95|0.7650057673454285
A man is fishing.|A man is exercising.|0.1|0.615063488483429
A woman is swimming.|A man is singing.|0.0134|0.6010115146636963
A Woman is eating.|A animal is eating.|0.32|0.7345282435417175
A boy and a girl is dancing in the rain.|A man and woman is dancing in the rain.|0.52|0.8529399037361145
A man is driving a car.|A man drives a car.|0.975|0.887402355670929
A woman is grating onion.|A woman grates onions.|1.0|0.7102060914039612
Two roosters are fighting.|Two men are fighting.|0.4|0.6777232885360718
A man is riding a horse.|A man is driving a car.|0.2799999999999999|0.6644288897514343
A man is riding a horse.|A man is driving a car.|0.2799999999999999|0.6644288897514343
A man is shooting a gun.|A man is slicing a bun.|0.16|0.5496986508369446
A woman is cutting an onion.|A woman is cutting meat.|0.4|0.7610804438591003
The woman is slicing herbs.|The man is slicing bread.|0.32|0.7726234197616577
A boy is playing the piano.|A man is playing a piano.|0.6|0.8936601281166077
A baby elephant is eating.|A baby elephant eats a sapling.|0.7230000000000001|0.7364961504936218
A woman is cracking eggs into a bowl.|A woman is cracking eggs.|0.8|0.8259405493736267
A person is playing the keyboard.|A boy is playing a key-board.|0.8|0.7408595085144043
A boy whacks a man with a sword.|A boy spanks a man with a plastic sword.|0.6666000000000001|0.8009911179542542
A person is slicing a carrot into pieces.|A person is cutting an onion into pieces.|0.3|0.8169687986373901
A man sliced through a bunch of water bottles with a knife.|A man is slicing a line of water bottles with a knife|0.8800000000000001|0.8182880878448486
A man is writing in a book.|A man is writing on a paper.|0.575|0.8317044973373413
A woman is slicing a garlic.|A woman is slicing a big pepper.|0.44|0.8552926182746887
A person is making a bed.|A person is eating at a table.|0.04|0.5622383952140808
A man is playing keyboard.|A man is playing guitar.|0.36|0.8858432173728943
A man is playing a violin.|A man is playing a harp.|0.32|0.8824628591537476
The woman is smoking.|The man is walking.|0.04|0.590653121471405
The man erased what the other man had on the board.|The man erased the work on the board.|0.6|0.8313521146774292
A man is riding a motorcycle.|A man is riding a motorcycle through a town.|0.7|0.8406679630279541
A man is riding a motorcycle on the highway.|A man is riding a motorcycle.|0.7|0.8525798916816711
A woman is slicing up some meat.|A woman is slicing some onions.|0.4|0.7799022197723389
A woman cuts up broccoli.|A woman is cutting broccoli.|1.0|0.8788281679153442
A man is playing a piano.|A woman is peeling a potato.|0.0|0.5270506143569946
Someone is slicing a tomato.|Someone is slicing fruit.|0.64|0.8795756697654724
A woman is dancing in a cage.|A woman is dancing.|0.65|0.6791414022445679
A woman is swimming.|A man is spitting.|0.0|0.5657398104667664
A man is running.|A man is mooing.|0.2|0.555626392364502
The man is playing the guitar.|The man played his guitar.|0.7333999999999999|0.8753928542137146
A cat stares into the camera.|A cat addresses the camera.|0.6|0.839134156703949
The baby is laughing and crawling.|A baby is laughing and crawling on the floor.|0.8400000000000001|0.8654419779777527
A woman is shooting a gun.|A woman shoots a shotgun.|0.8182|0.7899289727210999
A woman is dancing in the rain.|A woman is dancing in railway station.|0.4|0.7651792168617249
A woman is dancing.|A woman is exercising.|0.2|0.7054024338722229
A kid is playing an instrument.|A young boy is playing a wind instrument.|0.76|0.7524790167808533
Someone slices a bottle with a sword.|A man breaks a bottle with a sword.|0.8|0.785159707069397
A woman is cutting an apple.|A woman is cutting potato.|0.36|0.8082671165466309
The man is peeling an apple.|A man peels an apple.|1.0|0.8388431668281555
The man is playing the guitar.|The man is playing with a skull.|0.2|0.6370096206665039
An animal is walking on the ground.|A solenodon is walking along the ground.|0.6|0.6730509400367737
A little girl is playing a grand piano on stage.|A little girl is playing the piano.|0.52|0.857546865940094
a group of people dancing|A group of men are dancing.|0.6799999999999999|0.8617262244224548
A man plays a guitar.|A woman is playing guitar.|0.4|0.8409866094589233
A cat swings on a ceiling fan.|A cat is spun around by a ceiling fan.|0.8400000000000001|0.7647042870521545
A woman is playing the flute.|A girl is playing a flute.|0.76|0.9042468667030334
The woman is dicing onions.|A woman is cutting an onion.|0.8800000000000001|0.7013029456138611
A monkey is brushing a bull dog.|A monkey brushes a dog.|0.8400000000000001|0.7924820184707642
A woman is slicing a onion.|A woman is cutting a potato.|0.24|0.7806239724159241
A man is playing the piano.|A woman is playing a guitar.|0.24|0.8174821734428406
A woman is washing her hands.|A woman is straightening her hair.|0.16|0.6619684100151062
A woman fires a shotgun.|A woman is shooting a gun.|0.64|0.7992327809333801
A man is eating a bowl of cereal.|The man is eating cereal.|0.8|0.8461913466453552
A woman is bathing into bath-tub.|A woman is taking a bath.|0.8800000000000001|0.6638809442520142
A motorcyclist crashes on his motorcycle.|A person crashes on a motorcycle.|0.8400000000000001|0.7277162671089172
A man is dangling a mouse near a snake.|A man is feeding a mice to a snake.|0.64|0.6464704275131226
A man and a woman are walking in the woods.|A man and woman are walking through the jungle.|0.6799999999999999|0.8169252276420593
A person pours some rice pudding into a bowl.|The lady poured the rice pudding into a bowl.|0.8|0.8190134167671204
A man stares out a window.|A man looks out the window.|0.96|0.8866528868675232
A woman is firing a rifle.|A woman is cutting a lemon.|0.04|0.5522251725196838
A man is eating a banana.|Someone is peeling a banana.|0.36|0.7962051630020142
The men are performing on stage.|The comedic mimes performed on stage.|0.52|0.6728941202163696
A cartoon woman dives into a pool.|A cartoon woman is diving off a board.|0.5599999999999999|0.8070308566093445
The lady put the baby int a trashcan.|A woman puts a baby in a trash can.|1.0|0.8047410845756531
Someone is frying meat.|Someone is playing paino.|0.05|0.4902716875076294
A man is rapidly chopping some mushrooms using a knife.|A person is quickly chopping mushrooms with a knife.|0.75|0.8581992983818054
A woman is adding ingredients to a bowl.|A woman is cracking three eggs into a bowl.|0.35|0.6693362593650818
A skateboarder does tricks on a half-pipe.|A man skateboards on a half pipe.|0.7|0.8034089207649231
A man is speaking on a stage.|A man is speaking at a podium.|0.6799999999999999|0.8912234306335449
A man is playing a guitar.|A man in a hat is playing a harp.|0.2799999999999999|0.7580031752586365
A man is playing on his keyboard.|A man is playing a guitar.|0.2799999999999999|0.8129826784133911
A person is cutting a potato.|A person is slicing a shallot.|0.2|0.6423103213310242
A man is dancing on the ceiling of a room.|A man is dancing upside-down on the ceiling.|0.92|0.8109055161476135
Two men are dancing.|Two women are shopping.|0.08|0.5728074908256531
Someone is seasoning eggs.|Someone is seasoning two raw eggs in a bowl.|0.72|0.7561323046684265
A man is swinging in a rope.|A gibbon is swinging in the trees.|0.25|0.5823927521705627
A man is cutting tomatoes.|A woman is cutting broccoli.|0.3|0.7981873750686646
A woman is boiling shrimp.|A woman is combing her hair.|0.2|0.4807465970516205
A man cuts a potato.|A man is slicing a potato.|0.75|0.5999941229820251
A man is dancing on the road.|A man is dancing.|0.65|0.8336432576179504
The deer jumped over the fence.|A deer jumps over a cyclone fence.|0.8|0.7501921057701111
A girl dances in the rain.|A woman is dancing in the rain.|0.6|0.882694661617279
A woman is writing a letter.|A woman is sitting at a desk.|0.3334|0.5762863755226135
A gorilla is playing the drums.|A monkey is playing drums.|0.6666000000000001|0.8014028072357178
A woman is riding on a horse.|A woman is picking tomatoes.|0.1|0.46993520855903625
The boy cut the grass by the curb with scissors.|A boy cuts grass with scissors.|0.75|0.7693755626678467
A man with glasses is talking.|A man in a library is talking.|0.65|0.661938488483429
A woman is cutting some flowers.|A woman is cutting broccoli.|0.2|0.7555112242698669
A person is walking down a stone path.|A man is walking down a sidewalk.|0.7|0.7628479599952698
A man plays the keyboard with his nose.|The man is playing the piano with his nose.|0.8800000000000001|0.8373890519142151
A man is playing guitar.|A cat is playing.|0.08|0.633944034576416
A animal is eating.|The animal is hopping.|0.08|0.5653828382492065
A man is lifting weights.|A man is lifting a barbell.|0.8400000000000001|0.8456416726112366
A man is running with a bus.|A man runs with a truck.|0.5|0.7772931456565857
A man is climbing a rope.|A man is sitting on a rock.|0.05|0.6420657634735107
A cat is playing the piano.|A cat is licking its paw.|0.05|0.6104581952095032
A woman is dancing in the rain.|A woman is adding oil to a dish.|0.05|0.5287254452705383
Men are running a race.|Racers are running down a track.|0.52|0.7061566710472107
A man is cutting tomatoes into pieces.|A woman is cutting potatoes.|0.36|0.7158706188201904
A man is playing a flute.|A woman is applying eye liner.|0.0|0.47681543231010437
A woman is cutting potatoes.|A woman is slicing carrots.|0.24|0.7619137763977051
A chicken is pecking at a dead mouse.|A rooster pecks at a dead mouse.|0.72|0.7826765179634094
The woman is thinly slicing a cucumber.|The woman is slicing a tomato.|0.24|0.7926399111747742
A person is slicing a bread pieces.|A man is slicing bread.|0.64|0.769356369972229
A woman is cutting a squash.|A woman is cutting big pepper.|0.44|0.6547724008560181
A woman is adding oil on fishes.|A woman is riding a horse.|0.16|0.4677349627017975
A woman is grating carrots.|A woman is coating a pork chop.|0.32|0.6136311888694763
Someone is cleaning a animal.|A woman is cleaning a shrimp.|0.5599999999999999|0.6039140820503235
A man is talking on the phone.|A man is talking.|0.64|0.8343309760093689
A woman is smoking.|A woman is making some food.|0.16|0.561716616153717
A man laying down and shooting a gun|A man is laying on the ground shooting a rifle.|0.76|0.7516725659370422
A man is being put into an abulance.|A man is pouring pasta onto a plate.|0.0|0.40971648693084717
A man is diving into a swimming pool.|A man is singing into a microphone.|0.1334|0.5066146850585938
A man is firing a shot gun.|A man shoots a shotgun.|1.0|0.8554050922393799
A man playing the guitar.|A man is playing a flute.|0.36|0.8255208134651184
A man is peeling potato.|A man is playing a guitar.|0.08|0.5325525403022766
The woman is riding a horse.|A man is riding a horse in an arena.|0.4|0.7277159690856934
An airplane moves along a runway.|A plane is landing on a runway.|0.5599999999999999|0.7795311808586121
A woman is slipping in the water-tub.|A woman is lying in a raft.|0.16|0.6261538863182068
A man is mowing a lawn.|A man is mixing.|0.16|0.6524040699005127
A woman is peeling a potato.|A woman is hitting a man.|0.15|0.5401164293289185
A man is playing piano.|A man is laying on the ground.|0.15|0.46705111861228943
A woman is doing ballet.|A woman is riding on a horse.|0.2|0.5903040170669556
A woman is cutting an onion.|A woman is rowing a boat.|0.16|0.5065370202064514
A woman is stirring rice in a pot.|Someone is putting rice in a pan.|0.5538000000000001|0.7745099067687988
A woman puts slabs of meat in a pan.|A man puts pieces of meat into a plastic bag.|0.48|0.7138604521751404
The boy played his trumpet.|A boy is playing the trumpet.|0.8800000000000001|0.8764345645904541
A person is riding a horse.|A man is riding a motorcycle.|0.36|0.6911576986312866
A woman is slicing an onion.|A woman is cutting a carrot.|0.2799999999999999|0.7855368852615356
A man is slicing vegetables.|A woman is slicing a potato.|0.45|0.8110072612762451
A cat is playing.|A woman is playing flute.|0.05|0.547044038772583
A man is riding a bicycle.|A man is riding a bicycle around a parking lot.|0.65|0.8178781867027283
A band is performing on a stage.|A band is playing and singing on a stage.|0.9|0.879431962966919
The woman is slicing fish cake.|The woman is riding a horse.|0.16|0.4477565884590149
A man is eating bread.|A man is playing flute.|0.16|0.5733281373977661
A woman is cooking shrimp.|A woman is dancing.|0.16|0.46825286746025085
A woman is dancing.|A woman is slicing ginger.|0.05|0.5966764092445374
A woman tosses a cat in the air, and the cat hangs off a rod on the ceiling.|A person throws a cat in the air and it grabs onto the ceiling.|0.7|0.7554629445075989
A big turtle is walking.|The tortoise is walking.|0.85|0.7214807271957397
A man is burning a flag.|A man is shooting a gun.|0.1|0.6420512795448303
The man is pushing the van.|The woman is singing.|0.0|0.49088820815086365
A man is eating wood.|A man is adding oil to car.|0.1|0.5287756323814392
A dog is speaking to the camera.|A dog is eating some water melon.|0.12|0.6413694620132446
A man is putting two paper towels on a paper plate.|A man is putting papers on a dish.|0.44|0.7235880494117737
A man and woman are walking.|A man and woman walking hold each other.|0.64|0.6820831894874573
A man is cutting a rope with a sword.|The man slced through a thick rope with a sword.|0.8800000000000001|0.689596951007843
The man is singing and playing the guitar.|A man is playing a guitar.|0.6|0.7914865612983704
A man is cutting a paper.|A person is tearing paper.|0.5166000000000001|0.6825513243675232
A man is dancing.|A rat is running.|0.0|0.5687452554702759
Two boys are talking on the phone.|A woman is talking on a telephone.|0.36|0.7608214020729065
A man is playing guitar.|A woman is peeling a tuber.|0.0|0.5351709723472595
A woman is slicing an onion.|A women slicing lemons.|0.2799999999999999|0.7662412524223328
A woman is riding a horse.|A man is running on rope.|0.0|0.6455815434455872
A man is playing soccer.|A man is drawing some figures.|0.08|0.5669971108436584
A woman is peeling an orange.|A man is playing a flute.|0.0|0.5113956928253174
Someone is cracking an egg open.|A man is breaking an egg.|0.6|0.7170475721359253
A man is cutting a snake to cook.|A woman is cutting meat.|0.4|0.6530483961105347
A woman is scraping a carrot.|A man is striking clay pots.|0.0|0.5624136328697205
A man and woman are Bollywood dancing.|A man an woman are dancing in the rain.|0.3334|0.7030354142189026
A woman is cutting flowers.|A man is holding huge sunflowers.|0.2|0.630050003528595
The man danced in the diner.|The bomb exploded in the desert.|0.0|0.44258055090904236
American flag is waving.|A American flag is blowing in the wind.|0.8400000000000001|0.7524366974830627
A lion is walking in an enclosed area.|A lion is walking around.|0.52|0.8041490912437439
A woman is slicing a lemon.|A man is showing a bread.|0.05|0.6295346617698669
A woman is playing the flute.|A woman is slicing some tuna.|0.08|0.5275945067405701
The dog is barking at the toy.|A dog is barking at an electronic toy duck.|0.7|0.8134051561355591
A woman is adding an egg and stirring.|A woman is mixing an egg in a bowl.|0.7|0.7224475741386414
A woman covers a piece of meat with flour.|A woman is seasoning a piece of meat.|0.6|0.6161478161811829
A white cat perched on a small wooden cabinet is looking outside the window.|A cat, perched on a table, looks out the window.|0.6799999999999999|0.7528635263442993
A man does floor exercises.|A man is exercising.|0.72|0.6979272961616516
A man is slicing a potatoe.|A man is peeling a banana.|0.2|0.782404899597168
Someone is playing piano.|A person is playing a keyboard piano.|0.72|0.8141764402389526
The woman is putting makeup on the man.|A woman is painting the face of a man.|0.5599999999999999|0.6913195848464966
The woman droppped eggplant into the pan.|A woman puts chopped eggplant into a skillet.|0.8|0.7150951623916626
A man plays a trumpet.|A man is playing a musical instrument.|0.6799999999999999|0.7616502046585083
A woman is slicing a lemon.|A woman, in a kitchen, peels a lemon.|0.5334|0.7686850428581238
A tiger trys to climb the wall.|A lion is trying to climb up over a wall.|0.6|0.8221770524978638
A man is preparing a hanging rope.|A man is tying a noose.|0.9334|0.6877409815788269
A woman dances on a stage.|A woman is dancing.|0.64|0.8286798596382141
The girl is riding the horse.|The girl is spraying the plants with water.|0.04|0.5023228526115417
A person is frying.|A person is peeling a potato.|0.24|0.4857671558856964
A man is shooting a pistol.|A woman is chopping garlic.|0.16|0.49394163489341736
A woman is swinging her arms.|A woman is slicing an onion.|0.16|0.47943437099456787
A man is walking outside.|A man is dancing.|0.15|0.6484076380729675
A man dries his hands.|A woman fixes her hair.|0.05|0.5705114603042603
A soccer player is kicking the soccer ball into the goal from a long way down the field.|A soccer player kicks the ball into the goal.|0.65|0.7675474882125854
A girl is playing the piano.|A little girl is playing a grand piano on stage.|0.6666000000000001|0.8265723586082458
A man is drawing some figures.|A man is drawing on a digital dry erase board.|0.6666000000000001|0.5976355075836182
The monkey is hanging from the trees.|The monkey swung from branch to branch.|0.4|0.573164701461792
Some children are jumping on Trampoline.|Two boy are playing on a trampoline.|0.6|0.739288866519928
A woman with a knife is slicing a pepper.|A women slicing green pepper.|0.8|0.6863653063774109
A man is adding oil to car.|A man is putting anti-freeze into a car.|0.4|0.6922293305397034
A man is slicing a carrot by a machine.|A man is climbing a rope.|0.08|0.48862260580062866
A boy played a keyboard.|A person is playing a piano keyboard.|0.64|0.8129785656929016
A cat is playing with an antenna.|A boy is playing in the mud.|0.08|0.6054765582084656
A woman is slicing pumpkin.|A person is slicing cantaloupe.|0.4|0.7905719876289368
The people threw the dummy over the cliff edge.|Some people are throwing a dummy off a cliff.|0.9|0.735197126865387
A gun is being fired.|A potato is being peeled.|0.1|0.41185376048088074
A woman is cutting a plastic sheet.|A woman is playing a guitar on streets.|0.1|0.4715661108493805
A woman cuts a pineapple.|A woman is slicing a pineapple into pieces.|0.8|0.6466543674468994
A woman is adding spices on a meat.|A woman adds ingredients to beef.|0.75|0.7546743750572205
A person is adding oil in the pan.|The cook pouring oil into the pan.|0.85|0.7835150361061096
A cook seasons some dough.|A man is seasoning some dough in a pan.|0.75|0.8070319294929504
A boy is running on a beach.|Two boys are playing in the beach.|0.55|0.7755534052848816
A baby monkey scratches itself.|The monkey scratched his tummy.|0.65|0.6704802513122559
A boy is riding a bike on a gate.|A woman is riding a horse.|0.16|0.6027398705482483
A man is doing a card trick.|A man is squeezing water.|0.05|0.5319896340370178
A man is playing the piano.|Someone is playing guitar.|0.15|0.8248723149299622
A man is mowing grass.|A guy is mowing the lawn.|0.96|0.864325761795044
A person is mixing water and flour.|A person is hitchhiking on a road.|0.16|0.43004581332206726
The two dogs were in the pen.|The cowboy rode his horse in the desert.|0.0|0.45037347078323364
A man is riding on one wheel on a motorcycle.|A person is performing tricks on a motorcycle.|0.6|0.6489086747169495
A cat opens a drawer and climbs inside.|A big cat opens a plastic drawer with his paws and then hops inside.|0.75|0.7695750594139099
A man is opening a box using a knife.|A man is playing a guitar.|0.0|0.48813584446907043
A man is kicking oots of water.|A woman is slicing a red pepper.|0.05|0.39148810505867004
A man is eating.|A woman is rock climbing.|0.0|0.47487393021583557
A puppy is repeatedly rolling from side to side while on its back.|A dog is rolling from side to side.|0.7|0.8085257411003113
A young boy sings and plays a guitar.|A kid plays the guitar.|0.65|0.8349230885505676
The woman is peeling lemon.|The man is balancing on the wire.|0.08|0.5380573272705078
A man is playing the trumpet.|Someone is playing with a toad.|0.16|0.600323498249054
A dog is looking around|A dog is watching a store counter.|0.32|0.712409496307373
A woman is slicing an onion.|A man is shown slicing a carrot with a knife.|0.24|0.7009199261665344
The man drilled holes into the wood.|A man drills wood.|0.8400000000000001|0.7447254061698914
Someone is cutting a circle out of a pink sheet of paper.|Someone is pouring tomato sauce into a pot of meat.|0.04|0.4607538878917694
A man is playing flute.|A man is petting a tied up dog.|0.04|0.48442724347114563
A man is placing meat in a bag.|A man is drivong a car.|0.1|0.5188501477241516
A girl is eating a cupcake.|A man is playing a trumpet.|0.0|0.5592020153999329
A rabbit is sniffing and pawing a stuffed rabbit.|A live rabbit is playing with a stuffed animal bunny.|0.9|0.567629873752594
A man is buttering bread.|A woman is ridint a horse.|0.0|0.4211333692073822
A woman is squeezing some cucumber slices.|A woman is getting doused in green slime.|0.15|0.4803970456123352
A man is taking out the insides of a green pepper.|Someone is removing the seeds from a bell pepper.|0.8|0.7552528381347656
A man takes a piece of pepperoni pizza out of a pizza box and puts it on the lid after he closes the box.|The man took a piece of pepperoni pizza out of the box.|0.55|0.7431548237800598
The man added vegetables to the broth in the pot.|A man is adding sliced vegetables to a cooking bowl with water.|0.6799999999999999|0.6540831327438354
The man ran and jumped against the wall.|A man jumps into a wall.|0.6799999999999999|0.7971872091293335
The man is seasoning the sausages.|The man added seasoning to water in a bowl.|0.48|0.6009132266044617
A clown is singing and people are dancing.|A clown is singing.|0.6|0.8609278202056885
A woman is feeding an aardvark.|A woman is chopping up garlic.|0.08|0.47188878059387207
A person is rinsing a steak off with water.|A man is rinsing a large steak.|0.7857999999999999|0.7683973908424377
A boy rode his bike on top of a metal fence.|A BMX biker rides along the top of a fence.|0.6|0.7889577746391296
A man is throwing knives at a tree.|A man is showing magic.|0.35|0.480581670999527
Girls are walking on the stage.|Women models are walking down a catwalk.|0.52|0.7220272421836853
A woman is doing weight exercises.|A woman is exercising with a barbell.|0.7|0.7361551523208618
A man is peeling a potato.|A man is hiking.|0.1|0.542046844959259
A large bird standing on a table picks up a plastic glass containing liquid and places it in a bowl of something.|A bird picks up a plastic cup containing a liquid with it's beak and puts the cup into a bowl.|0.7|0.7139254212379456
A woman is in the rain.|A car is driving along the road.|0.0|0.46930375695228577
A woman is hitting a man.|A man is holding a slow loris.|0.0|0.5003402829170227
A woman is riding an elephant.|A man is lifting himself.|0.0|0.5505515933036804
A man is lifting weights.|A woman is exercising her abs.|0.2|0.6530200839042664
A person is riding a jetski in the waves.|A woman is riding a seadoo.|0.4|0.597131073474884
A woman is wearing headphones.|A woman is chopping some shiso leaves.|0.12|0.41008827090263367
A kitten is eating its food from a plate.|A kitten eats some food.|0.8|0.8349250555038452
A woman is reading a lifestyle magazine.|A woman is slicing a meat into pieces.|0.1|0.49499526619911194
A man is pouring chili into a bowl.|A man opens a can and pours the contents into a bowl.|0.5|0.6436358094215393
The bird ate the food in the tree from a bowl.|A bird is eating from a bowl.|0.65|0.7526593804359436
A group of girls are exiting a taxi.|A video clip of Rihanna leaving a taxi.|0.4|0.6519989371299744
A woman is seasoning a piece of meat.|A man is loading a rifle with bullets.|0.0|0.49264419078826904
A man is chopping coriander leaf.|A man is playing a guitar.|0.16|0.5202549695968628
A man takes a slice of pizza.|A man talks on his cell phone.|0.16|0.525507390499115
A man is placing meat inside a plastic bag.|A woman is carrying a wallaby in a bag.|0.08|0.5968904495239258
A rabbi is talking.|A man is walking on a rope.|0.0|0.4946947395801544
A man rides a horse.|A woman rubs a baby's leg.|0.0|0.4357874393463135
A man is playing guitar.|Smeone is laying down.|0.0|0.4820691645145416
A man is slicing a bun.|A man is breaking pots.|0.08|0.6194320321083069
A man  is driving a car.|A woman dips a shrimp in batter.|0.0|0.41142895817756653
A dog is pawing at a fly in the carpet before it.|The dog played with a bug on the carpet.|0.72|0.6276757717132568
A dog is barking.|A jet is flying.|0.0462|0.4747404456138611
A monkey is walking on a bed.|A man is riding a horse.|0.0|0.4810180366039276
A woman is cooking broccoli.|A man is eating his food.|0.1|0.5589499473571777
A man is frying a tortilla.|A person is performing a card trick.|0.0|0.49343761801719666
A woman serving volleyballs over a net.|One woman hands volleyballs to another woman who serves them.|0.55|0.6967882513999939
A man is slicing cucumber with a knife.|A man is cooking a tortilla in a skillet.|0.15|0.5611956715583801
A man is playing an electronic keyboard.|A band is playing instruments.|0.25|0.7387688755989075
A man is playing a violin.|The baby is laughing and crawling.|0.0|0.43439769744873047
A man severs the toe of an empty leather boot using a sword.|A man is cutting a boot with a sword.|0.75|0.6991528868675232
The person is removing the scales from the fish.|A person is descaling a fish.|1.0|0.6188309788703918
People are walking in the garden.|One boy is talking with other man.|0.0|0.5357849597930908
A young child rides a horse.|The little girl rode a horse.|0.64|0.7835095524787903
A person is cutting garlic into pieces with a knife.|Someone is putting ingredients into a wok.|0.15|0.5752953886985779
A man is folding a piece of paper.|A man is slicing a plastic container with a sword.|0.1|0.6152109503746033
The man was pushed into the water.|A man pushes another man into the ocean.|0.5|0.7892964482307434
A boy is upset playing video games.|Someone is playing a gameboy.|0.35|0.6419031023979187
A man makes a call on a cell phone.|A man is making a phone call.|0.8|0.8838326334953308
A man is speaking on a phone.|A panda bear is chewing on a stick.|0.0|0.4680022895336151
A woman is applying cosmetics to her face.|A woman is putting on makeup.|0.92|0.7863039374351501
The man lifted barbells.|A man lifts weights.|0.8|0.6755242943763733
A woman feeds an animal by hand.|The women are feeding the animal.|0.6|0.7447547912597656
Several ferrets climb out of their cage.|Ferrets climb down from a shelf.|0.44|0.6672556400299072
A young woman is playing the flute.|A woman is washing off the top of a freezer.|0.0|0.4676720201969147
A woman shoots a shotgun.|The woman is shooting a rifle.|0.5599999999999999|0.7360593676567078
A person is adding chili powder to chili with beans.|The man is adding seasoning to the beans.|0.76|0.6639684438705444
A woman rapidly fires a handgun.|A woman is shooting off a gun.|0.8800000000000001|0.7386436462402344
A person is slicing an onion.|A solenodon is walking along the ground.|0.0|0.519046425819397
A dog is opening a fridge.|A dog closes a refrigerator door.|0.35|0.7123775482177734
A woman is holding a dancing baby up.|A woman is abusing her child.|0.2|0.5203141570091248
A woman is doing a joker make up on a man.|The girl applied face makeup to a man.|0.36|0.6816250681877136
The lady added cheese to the sauce.|A man pours a plate of shredded cheese into a pot of sauce.|0.32|0.6195257902145386
